payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
15,282,1999-09-02T00:00:00,4449.0,0,
86,626,1999-09-02T00:00:00,3436.0,0,
606,1771,1999-09-02T00:00:00,1262.0,0,
1267,2698,1999-09-02T00:00:00,9056.0,0,
1596,3105,1999-09-02T00:00:00,1125.0,0,
1751,3281,1999-09-02T00:00:00,4048.0,0,
2333,3929,1999-09-02T00:00:00,5858.0,0,
2754,4378,1999-09-02T00:00:00,1758.0,0,
2797,4422,1999-09-02T00:00:00,15500.0,0,
2893,4528,1999-09-02T00:00:00,19227.0,0,
2918,4554,1999-09-02T00:00:00,1639.0,0,
3120,4763,1999-09-02T00:00:00,8734.0,0,
3596,5254,1999-09-02T00:00:00,5048.0,0,
3912,5578,1999-09-02T00:00:00,12829.0,0,
3946,5613,1999-09-02T00:00:00,17427.0,0,
4123,5791,1999-09-02T00:00:00,493.0,0,
4250,5921,1999-09-02T00:00:00,5698.0,0,
4497,6172,1999-09-02T00:00:00,4497.0,0,
5307,6985,1999-09-02T00:00:00,16697.0,0,
5400,7079,1999-09-02T00:00:00,8965.0,0,
5800,7480,1999-09-02T00:00:00,7925.0,0,
5952,7633,1999-09-02T00:00:00,30409.0,0,
5979,7660,1999-09-02T00:00:00,24802.0,0,
5999,7680,1999-09-02T00:00:00,22827.0,0,
6959,8640,1999-09-02T00:00:00,36983.0,0,
7072,8753,1999-09-02T00:00:00,34712.0,0,
8232,9913,1999-09-02T00:00:00,29345.0,0,
8345,488,1999-10-03T00:00:00,246.0,0,
8574,1459,1999-10-03T00:00:00,4907.0,0,
9072,2598,1999-10-03T00:00:00,4020.0,0,
9117,2677,1999-10-03T00:00:00,2960.0,0,
9363,3083,1999-10-03T00:00:00,174.0,0,
11009,5267,1999-10-03T00:00:00,8679.0,0,
11431,5760,1999-10-03T00:00:00,5229.0,0,
11547,5890,1999-10-03T00:00:00,4399.0,0,
11588,5935,1999-10-03T00:00:00,5847.0,0,
11802,6164,1999-10-03T00:00:00,11550.0,0,
11870,6238,1999-10-03T00:00:00,3844.0,0,
11887,6257,1999-10-03T00:00:00,4574.0,0,
12282,6682,1999-10-03T00:00:00,8670.0,0,
12414,6820,1999-10-03T00:00:00,21540.0,0,
12799,7222,1999-10-03T00:00:00,9087.0,0,
12962,7390,1999-10-03T00:00:00,10451.0,0,
13055,7485,1999-10-03T00:00:00,11500.0,0,
13071,7501,1999-10-03T00:00:00,8572.0,0,
13418,7854,1999-10-03T00:00:00,8292.0,0,
13431,7867,1999-10-03T00:00:00,6404.0,0,
13642,8081,1999-10-03T00:00:00,13489.0,0,
13788,8229,1999-10-03T00:00:00,12506.0,0,
13840,8281,1999-10-03T00:00:00,21751.0,0,
14183,8626,1999-10-03T00:00:00,21939.0,0,
14381,8825,1999-10-03T00:00:00,1630.0,0,
14573,9019,1999-10-03T00:00:00,17304.0,0,
14757,9203,1999-10-03T00:00:00,12847.0,0,
14973,9419,1999-10-03T00:00:00,30927.0,0,
15358,9804,1999-10-03T00:00:00,40565.0,0,
