constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
18921,764,66,18.0,3,3,1
22140,614,80,1.0,9,9,0
23403,558,68,0.0,15,15,0
9270,378,42,0.0,13,13,0
25594,262,1,10.0,5,5,0
25327,897,1,95.0,5,5,0
24517,75,18,0.0,9,9,0
8357,311,35,5.0,7,7,0
5568,186,15,4.0,7,7,0
24487,354,131,202.0,4,4,0
1536,166,16,9.0,6,6,0
6133,123,16,26.0,5,5,0
17828,773,32,3.0,6,6,0
23430,559,72,0.0,15,15,0
21098,678,195,14.0,7,7,0
20447,705,172,54.0,1,1,6
23670,539,57,0.0,16,16,0
22731,583,75,1.0,11,11,0
8693,10,1,28.0,5,5,1
8796,357,21,4.0,5,5,0
4040,1,4,4.0,3,3,0
4825,288,29,4.0,9,9,0
3357,295,33,1.0,11,11,0
9305,380,33,0.0,11,11,0
10746,467,57,0.0,17,17,0
22868,561,59,0.0,8,8,0
8679,6,2,6.0,8,8,0
5904,133,21,2.0,11,11,0
10256,438,54,0.0,14,14,0
11279,496,6,34.0,5,5,2
22509,579,63,0.0,13,13,0
5653,144,21,0.0,8,8,0
24972,869,5,6.0,9,9,0
6326,53,13,0.0,10,10,0
26204,932,10,21.0,7,7,0
11329,499,21,1.0,10,10,0
11347,500,4,18.0,1,1,2
9733,407,26,0.0,10,10,0
9984,424,53,0.0,14,14,0
26021,908,6,106.0,3,3,0
23177,545,6,22.0,1,1,2
3475,303,33,1.0,12,12,0
10655,463,4,68.0,2,2,4
9573,397,1,50.0,2,2,2
3494,304,6,21.0,4,4,0
7906,335,39,0.0,14,14,0
20121,714,11,0.0,9,9,0
10822,472,37,0.0,14,14,0
9638,401,6,26.0,4,4,0
25748,37,3,2.0,5,5,0
17799,770,105,6.0,5,5,0
23452,528,59,0.0,10,10,0
5121,247,3,52.0,2,2,2
23544,533,54,0.0,12,12,0
25296,894,15,31.0,7,7,0
22935,565,204,3.0,8,8,0
4748,282,22,47.0,3,3,0
8457,317,6,43.0,3,3,0
21360,664,6,5.0,5,5,0
10967,480,57,0.0,15,15,0
5500,180,20,2.0,7,7,0
23056,571,6,70.0,1,1,6
10252,438,45,0.0,15,15,0
2560,237,22,61.0,2,2,0
6366,57,9,2.0,8,8,0
19522,730,99,0.0,7,7,0
6356,56,5,0.0,9,9,0
22904,563,6,33.0,1,1,3
