qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
5975,904,822,3,77,4,1:28.198,1:27.563,1:26.632
47,20,1,1,22,3,1:32.750,1:31.922,1:33.292
5717,893,818,5,18,12,1:45.657,1:44.588,
3124,7,21,10,21,19,1:28.717,,
5471,881,18,1,5,8,1:37.487,1:37.117,1:53.175
7305,977,830,9,33,6,1:05.779,1:04.948,1:04.983
223,28,3,3,7,15,1:20.748,,
1371,88,27,18,21,13,1:50.843,,
1692,192,55,15,14,15,1:19.449,,
3005,1,7,5,11,20,1:26.964,,
3297,16,153,5,11,12,1:24.773,1:22.231,
5646,890,13,6,4,7,1:21.004,1:20.460,1:19.929
4247,98,8,1,6,7,1:11.137,,
5922,902,155,207,10,19,1:37.085,,
1995,215,55,22,17,11,1:22.392,,
4585,842,39,164,22,24,1:42.574,,
5722,893,814,10,14,17,1:46.121,,
2087,226,65,15,14,17,1:33.256,,
6033,906,820,206,4,18,1:18.348,,
6692,948,807,10,27,10,1:26.550,1:25.865,
2484,252,44,27,26,11,1:22.904,,
6640,943,834,206,53,18,1:24.136,,
205,27,12,4,6,17,1:16.189,,
1177,78,40,18,20,19,1:19.574,,
2842,267,84,1,8,13,2:24.117,,
2196,240,89,29,10,21,1:25.225,,
4919,858,20,9,1,1,1:40.478,1:38.516,1:38.481
6586,941,822,3,77,3,1:38.448,1:38.194,1:37.912
6251,916,20,9,1,17,1:39.621,,
841,57,23,7,7,11,1:31.470,1:30.944,
4282,100,22,6,2,2,1:18.305,,
6494,936,807,10,27,11,1:24.115,1:23.826,
2987,1,22,23,23,2,1:25.006,1:24.783,1:26.505
5391,877,10,206,24,22,1:45.426,,
552,44,21,4,3,8,1:20.842,1:20.042,1:20.775
2948,271,109,15,29,15,1:39.483,,
4699,847,5,205,20,20,1:16.786,,
6230,915,828,207,9,17,1:42.648,,
7047,964,18,1,22,17,1:32.851,,
6434,932,815,10,11,10,1:16.827,1:15.974,1:16.338
6139,911,16,15,99,14,2:11.051,2:10.238,
4861,855,67,5,18,15,1:33.064,1:33.227,
3155,9,12,4,8,10,1:32.128,1:35.737,1:34.803
2174,230,21,18,21,19,1:25.531,,
5241,871,13,6,6,14,1:49.588,1:49.147,
1026,65,11,8,22,20,1:22.967,,
2998,1,6,3,17,13,1:26.074,1:25.607,
6217,915,18,1,22,4,1:39.560,1:39.381,1:39.121
414,38,1,1,2,2,1:32.580,1:31.752,1:32.935
122,23,6,3,8,14,1:16.756,1:16.479,
6725,949,837,209,88,21,1:34.190,,
978,63,27,13,19,16,1:16.962,1:17.105,
5240,871,30,131,7,13,1:49.742,1:49.081,
997,64,15,7,8,13,1:15.430,1:15.150,
3695,352,30,131,3,10,1:32.513,1:32.073,1:31.846
1161,78,4,4,5,3,1:15.561,,
3905,115,22,6,2,5,1:16.143,,
5809,897,822,3,17,16,1:41.862,1:41.447,
3526,345,22,3,9,9,1:38.449,1:38.326,1:38.428
6378,929,828,15,9,13,1:35.438,1:35.034,
1182,79,21,4,6,4,1:11.290,,
6706,949,3,131,6,2,1:31.325,1:30.535,1:29.570
4001,120,4,4,8,1,1:21.688,,
74,21,15,7,11,8,1:21.158,1:20.907,1:22.529
1992,215,25,22,8,8,1:22.344,,
6941,959,826,5,26,19,1:16.876,,
6026,906,807,10,27,11,1:16.897,1:16.300,
5376,877,4,6,5,7,1:41.939,1:41.514,1:41.582
6082,909,3,131,6,1,1:17.631,1:17.109,1:16.540
7344,979,830,9,33,5,1:17.266,1:17.028,1:16.797
5242,871,818,5,17,15,1:49.763,1:49.354,
637,48,8,6,6,5,1:22.673,1:22.369,1:23.183
2583,256,63,25,4,14,,,
6661,944,829,206,28,19,1:16.283,,
2790,265,84,1,8,13,1:46.218,,
6348,928,20,6,5,3,1:37.502,1:36.957,1:36.687
7046,964,835,4,30,16,1:32.796,1:32.807,
6438,932,4,1,14,14,1:17.012,1:16.276,
1598,175,23,3,6,8,1:32.691,,
7390,981,815,10,11,11,1:38.511,1:37.582,
2145,229,50,29,17,12,1:22.327,,
4854,855,30,131,7,7,1:33.748,1:32.116,
6589,941,807,10,27,6,1:39.250,1:38.727,1:38.659
3441,341,5,205,19,20,1:24.748,,
6487,936,817,9,3,4,1:24.408,1:23.230,1:22.774
2727,263,95,3,2,2,1:16.359,,
6653,944,831,15,12,11,1:13.111,1:12.989,
2934,271,30,22,5,1,1:37.209,,
1930,212,44,20,14,12,1:19.157,,
6720,949,836,209,94,16,1:32.806,,
7009,963,1,131,44,1,1:34.444,1:33.046,1:32.850
4437,71,27,18,21,17,1:49.230,,
6353,928,154,208,8,8,1:38.209,1:38.063,1:37.905
7138,968,832,5,55,21,1:42.393,,
6211,914,824,206,17,20,1:36.943,,
6122,910,820,206,4,19,1:27.819,,
3641,350,17,9,6,4,1:23.431,1:22.706,1:22.433
4178,94,46,18,20,18,1:19.817,,
6843,955,822,3,77,8,1:44.706,1:44.477,1:45.246
2981,272,63,32,11,22,1:19.844,,
6369,929,8,6,7,4,1:34.568,1:33.540,1:33.227
4169,94,17,19,14,9,1:16.514,,
3869,113,42,19,15,8,1:10.045,,
4563,842,1,1,3,2,1:36.861,1:35.852,1:34.974
4409,107,4,4,8,9,1:11.454,,
6860,956,807,10,27,3,1:07.385,1:07.257,1:09.285
4154,93,32,19,15,14,1:21.949,,
