constructorresultsid,raceid,constructorid,points,status
15057,930,9,7.0,
10911,700,66,9.0,
1427,154,3,0.0,
15180,943,5,2.0,
543,68,9,0.0,
1109,125,3,16.0,
4677,393,34,0.0,
15327,958,15,0.0,
2715,267,22,4.0,
10754,712,181,0.0,
13939,340,4,16.0,
324,48,7,0.0,
4871,407,27,3.0,
9898,757,114,0.0,
940,108,6,5.0,
432,58,3,0.0,
435,58,5,0.0,
2719,267,18,0.0,
11776,650,32,12.0,
3452,316,32,0.0,
4954,413,45,0.0,
3007,289,27,0.0,
14968,914,5,2.0,
15280,954,1,0.0,
10356,732,32,0.0,
12590,578,1,1.0,
11301,671,82,6.0,
15283,954,4,0.0,
739,88,4,14.0,
14354,859,166,0.0,
15429,968,6,23.0,
2499,250,30,0.0,
2096,215,22,10.0,
3627,326,3,2.0,
13351,557,57,2.0,
10939,703,181,0.0,
351,51,1,8.0,D
4985,416,3,15.0,
1215,134,7,0.0,
12946,563,58,0.0,
1911,198,15,0.0,
395,55,1,8.0,
14016,346,6,0.0,
233,40,3,2.0,
12996,566,64,0.0,
4413,378,32,2.0,
4550,385,39,0.0,
3040,291,33,0.0,
1672,176,18,0.0,
5927,478,55,0.0,
14459,868,5,0.0,
14226,849,1,12.0,
3872,5,5,0.0,
4856,406,3,6.0,
11076,690,191,0.0,
5196,430,53,0.0,
15562,981,9,13.0,
15392,964,15,0.0,
2926,282,25,0.0,
13405,528,6,9.0,
9608,766,105,0.0,
13028,568,32,0.0,
15192,944,5,2.0,
9923,760,167,0.0,
2835,275,15,0.0,
