raceid,driverid,stop,lap,time,duration,milliseconds
848,39,3,44,15:26:13,26.059,26059
854,1,1,11,20:25:15,30.142,30142
884,807,1,8,14:15:59,19.993,19993
951,828,1,1,15:05:50,30.529,30529
879,818,2,20,14:33:06,21.302,21302
864,818,3,40,15:05:04,20.460,20460
968,835,2,21,17:42:16,22.145,22145
850,16,1,22,14:39:56,20.839,20839
949,836,2,29,18:52:58,25.547,25547
937,822,1,8,14:22:46,23.319,23319
873,154,1,14,20:31:24,32.080,32080
847,814,1,35,16:10:20,22.479,22479
976,839,3,20,17:47:51,31.657,31657
970,828,1,2,14:07:54,27.934,27934
893,16,2,25,20:52:54,30.166,30166
861,13,3,27,17:55:53,23.130,23130
855,815,1,20,15:38:10,21.655,21655
911,815,2,22,14:47:17,22.977,22977
956,830,3,29,14:40:22,18.455,18455
842,1,3,37,17:08:28,25.382,25382
857,18,1,18,15:31:05,21.092,21092
879,8,3,53,15:21:39,32.309,32309
845,815,3,47,15:16:00,21.829,21829
871,37,3,27,15:02:18,22.064,22064
950,1,1,1,14:05:46,29.322,29322
863,18,1,8,15:17:12,23.016,23016
914,155,3,26,16:18:42,25.635,25635
862,18,1,11,15:22:56,20.563,20563
970,807,2,4,14:13:11,17.336,17336
841,5,1,17,17:31:11,24.865,24865
941,154,1,1,14:05:55,54.445,54445
982,839,6,38,21:29:07,29.134,29134
971,822,1,13,18:24:52,28.368,28368
843,816,2,34,16:05:10,22.802,22802
955,825,1,6,17:15:24,20.772,20772
842,30,3,42,17:18:08,22.227,22227
848,815,1,25,14:48:56,21.939,21939
879,17,2,19,14:31:16,21.232,21232
848,20,1,14,14:28:11,21.006,21006
970,817,4,33,15:04:09,22.505,22505
853,155,1,1,14:05:42,27.550,27550
949,825,3,38,19:07:57,24.341,24341
956,4,3,28,14:38:36,16.764,16764
844,808,3,34,15:57:21,21.838,21838
890,820,1,21,14:36:25,22.323,22323
860,814,1,13,17:24:21,24.933,24933
952,817,1,11,14:21:44,21.738,21738
875,155,2,7,15:17:22,13.986,13986
970,815,4,6,14:18:30,18.225,18225
866,807,2,42,14:59:35,23.660,23660
860,18,1,16,17:28:30,23.275,23275
953,807,1,15,14:29:11,25.215,25215
887,823,2,28,13:55:33,25.814,25814
851,22,4,50,15:22:55,31.539,31539
942,813,2,27,14:58:06,25.446,25446
883,820,1,10,15:21:45,22.745,22745
917,1,2,28,14:39:09,24.224,24224
955,817,1,6,17:15:04,19.840,19840
883,813,1,10,15:21:26,23.173,23173
909,817,1,13,14:22:38,19.050,19050
975,154,1,1,14:04:59,31.256,31256
872,1,1,23,14:38:13,20.736,20736
980,4,1,10,14:22:43,24.158,24158
913,815,2,29,21:00:56,29.502,29502
974,830,1,32,14:44:07,25.343,25343
862,37,2,31,15:59:35,23.488,23488
960,154,2,9,14:24:42,16:39.366,999366
894,821,1,7,15:16:43,23.096,23096
873,808,1,1,20:06:04,36.148,36148
861,807,2,15,17:30:50,23.549,23549
