targetid,raceid,driverid,win
46728,788,526,0
65466,878,20,0
45136,814,581,0
12779,106,42,0
56298,586,221,0
53559,668,304,0
46236,795,612,0
49300,771,513,0
62453,763,563,0
10258,243,81,0
23210,495,163,0
54843,607,222,0
44811,810,656,0
62241,761,427,0
57018,573,255,0
62436,763,520,0
58056,552,256,0
56772,568,235,0
10928,219,57,0
49408,772,502,0
18451,363,84,0
17584,319,105,0
17579,319,84,0
18495,364,122,0
58949,498,225,0
16271,331,152,0
51662,802,456,0
18730,369,162,0
65579,882,813,0
64338,75,19,0
64187,352,3,0
16001,325,123,0
10545,253,69,0
21019,436,110,0
3175,163,49,0
65596,883,819,0
44083,832,768,0
68357,978,807,0
44908,811,627,0
64402,842,30,0
54174,627,330,0
3170,163,21,0
65259,872,30,0
53198,634,312,0
22781,484,213,0
12378,122,30,1
52107,807,663,0
12739,105,14,0
10331,246,79,0
19515,388,118,0
49172,769,527,0
52564,681,374,0
45119,814,677,0
7015,297,105,0
66659,902,18,0
62259,761,551,0
54485,648,235,0
43905,830,764,0
18183,356,159,0
51274,705,385,0
11951,133,15,0
18262,358,148,0
7208,303,129,0
59058,502,173,0
10462,250,83,0
59180,506,119,0
51674,802,513,0
44669,824,647,1
68104,948,837,0
46295,796,609,0
53475,641,305,0
66984,916,154,0
21132,439,160,0
13656,38,3,0
53618,670,340,0
52652,684,278,0
55998,577,250,1
49557,774,563,0
11508,147,56,0
43313,835,729,0
50007,751,542,0
12527,95,46,0
19937,403,160,0
46744,789,578,0
13911,49,11,0
59113,504,203,0
56428,588,299,0
6879,292,119,0
10657,256,99,0
58601,516,232,0
68282,975,1,1
68,21,16,0
56097,580,275,0
48932,697,388,0
7154,302,102,0
46959,791,429,0
