raceid,driverid,lap,position,time,milliseconds
195,35,31,6,1:26.906,86906
169,25,51,12,1:23.484,83484
57,15,24,5,1:36.900,96900
888,820,7,14,1:40.535,100535
136,37,34,14,1:20.247,80247
105,11,37,4,1:34.660,94660
153,35,32,11,1:21.252,81252
859,18,12,4,1:19.203,79203
918,829,35,18,1:50.036,110036
143,4,23,16,1:23.748,83748
41,16,12,19,1:20.140,80140
855,817,19,21,1:45.236,105236
87,27,9,14,1:16.117,76117
954,154,11,11,1:36.846,96846
843,20,35,4,1:41.735,101735
104,47,7,16,1:28.486,88486
33,20,3,10,1:20.946,80946
954,815,42,10,1:18.729,78729
40,8,74,8,1:17.592,77592
40,25,76,7,1:17.193,77193
76,35,70,12,1:22.322,82322
120,30,43,8,1:24.939,84939
863,30,35,11,1:39.953,99953
953,20,34,4,1:25.164,85164
877,154,28,10,1:48.090,108090
69,23,23,5,1:34.142,94142
175,22,54,5,1:35.178,95178
982,807,25,5,2:01.766,121766
876,5,22,16,1:33.329,93329
963,828,10,8,2:02.729,122729
845,13,44,8,1:31.396,91396
204,15,28,16,1:28.511,88511
164,49,52,3,1:23.429,83429
164,50,4,13,1:27.281,87281
55,34,9,17,2:15.939,135939
164,56,3,11,1:27.684,87684
133,21,22,14,1:34.533,94533
872,3,42,12,1:28.114,88114
16,153,25,14,1:16.475,76475
35,2,7,11,1:20.649,80649
238,55,1,2,1:31.708,91708
954,4,58,11,1:18.776,78776
842,808,26,7,1:46.559,106559
226,58,28,16,1:34.603,94603
118,43,11,15,1:26.572,86572
842,153,4,11,1:46.094,106094
38,14,31,7,1:35.799,95799
105,41,7,8,1:36.243,96243
976,154,27,10,1:49.569,109569
178,15,53,7,1:27.442,87442
193,44,35,13,1:30.586,90586
76,22,65,7,1:18.737,78737
905,18,56,7,1:21.468,81468
216,21,39,6,2:20.675,140675
343,4,7,12,1:34.361,94361
904,807,25,10,1:32.625,92625
902,817,28,10,1:42.218,102218
971,835,10,13,1:38.953,98953
58,17,25,9,1:18.491,78491
916,18,19,8,1:46.376,106376
121,35,37,7,1:25.194,85194
75,8,56,1,1:16.799,76799
213,30,15,1,1:21.653,81653
202,57,75,6,1:26.628,86628
849,16,27,11,1:40.437,100437
84,32,30,8,1:27.977,87977
7,13,3,6,1:30.804,90804
3,7,2,15,2:42.781,162781
170,22,4,9,2:08.321,128321
207,55,32,4,1:32.656,92656
35,8,7,3,1:19.896,79896
35,18,59,14,1:14.759,74759
876,1,6,4,1:33.027,93027
861,807,18,11,2:04.539,124539
174,57,41,4,1:40.278,100278
877,155,2,8,1:51.109,111109
215,56,19,6,1:26.720,86720
886,17,1,4,1:27.088,87088
97,43,58,8,1:16.734,76734
15,67,2,18,1:38.762,98762
145,22,21,3,1:22.787,82787
975,817,53,3,1:17.007,77007
71,35,29,12,1:28.811,88811
866,13,27,9,1:19.059,79059
48,25,39,13,1:25.375,85375
982,13,47,12,1:48.864,108864
897,13,23,7,1:48.018,108018
881,818,29,14,1:42.758,102758
9,13,56,3,1:35.069,95069
937,13,36,6,1:55.767,115767
147,18,9,14,1:24.900,84900
900,16,6,12,1:39.542,99542
851,816,47,19,1:51.393,111393
164,63,38,7,1:24.543,84543
54,30,39,6,1:36.212,96212
346,29,1,22,1:55.630,115630
36,23,28,8,1:29.189,89189
934,807,43,7,1:50.175,110175
968,154,51,11,1:46.182,106182
228,69,6,20,1:33.810,93810
99,43,25,12,1:18.355,78355
979,815,24,8,1:23.301,83301
147,49,25,9,1:22.653,82653
860,17,6,7,1:34.765,94765
14,8,51,6,1:49.262,109262
48,16,47,19,1:25.837,85837
