river,country,province
Thames,GB,Surrey
Missouri,USA,Kansas
Niger,RMM,Mali
Oder,D,Mecklenburg Vorpommern
Dnjestr,UA,Ternopilska
Lukenie,ZRE,Kasai Oriental
Brahmaputra,IND,Assam
Thjorsa,IS,Iceland
Western Dwina,R,Smolenskaya oblast
Seine,F,Ile de France
Rhein,CH,SG
Rio Grande,USA,Colorado
Schatt al Arab,IR,Khuzestan
Olt,RO,Harghita
Jangtse,TJ,Jiangxi
Donau,UA,Odeska
Tiber,I,Lazio
Vaal,RSA,North West
Paraguay,RA,Chaco
Drau,A,Carinthia
Jordan,SYR,Syria
Bahr el-Ghasal,SUD,Bahr al Ghazal
Isar,A,Tyrol
Zaire,ZRE,Equateur
Rio San Juan,NIC,Nicaragua
Donau,D,Bayern
Tigris,IRQ,Ad Tamim
Weser,D,Niedersachsen
Hudson River,USA,New York
Adda,I,Lombardia
Parana,RA,Chaco
Arno,I,Toscana
Amur,R,Khabarovskiy kray
Werra,D,Thuringen
Rio Grande,USA,Texas
Rhein,CH,SH
Nile,ET,El Buhayra
Ural,R,Chelyabinskaya oblast
Inn,D,Bayern
Baro,ETH,Ethiopia
Sanaga,CAM,Cote/Littoral
Donau,SK,Slovakia
Nile,ET,Dumyat
Bahr el-Djebel/Albert-Nil,SUD,Bahr al Ghazal
Nile,ET,El Daqahliya
Donau,A,Upper Austria
Ural,KAZ,Atyrau
Douro,P,Guarda
Rhone,CH,GE
Paraguay,PY,Paraguay
Elbe,D,Hamburg
Rio Magdalena,CO,Boyaca
Dnepr,UA,Kirovohradska
