river,country,province
Seine,F,Bourgogne
Paraguay,BR,Mato Grosso
Salzach,A,Salzburg
Hwangho,TJ,Qinghai
Rio San Juan,NIC,Nicaragua
Oulujoki,SF,Oulu
Ubangi,ZRE,Equateur
Missouri,USA,Montana
Etsch,I,Trentino Alto Adige
Bomu,ZRE,Haut Zaire
Thjorsa,IS,Iceland
Enns,A,Upper Austria
Merrimack River,USA,New Hampshire
Gambia,RG,Guinea
Loire,F,Rhone Alpes
Argun,TJ,Heilongjiang
Tobol,R,Orenburgskaya oblast
Columbia River,CDN,British Columbia
Adda,I,Lombardia
Irawaddy,TJ,Tibet
Enns,A,Lower Austria
Douro,E,Castile and Leon
Limmat,CH,ZH
Doubs,F,Franche Comte
Marne,F,Champagne Ardenne
Akagera,RWA,Rwanda
Wurm,D,Bayern
Drau,I,Trentino Alto Adige
Swir,R,Leningradskaya oblast
Fulda,D,Hessen
Dalaelv,S,Dalarna
Oder,CZ,Severomoravsky
Glomma,N,Soer Trondelag
Petschora,R,Rep. of Komi
Umeaelv,S,Vasterbotten
Amudarja,TAD,Khatlon
Lukenie,ZRE,Kasai Oriental
Jordan,RL,Lebanon
Alz,D,Bayern
Ammer,D,Bayern
Murat,TR,Agri
Cuango,ANG,Malanje
Allegheny River,USA,Pennsylvania
Rio Negro,CO,Guainia
Euphrat,TR,Malatya
Tennessee,USA,North Carolina
