country,name,percentage
WAG,Muslim,90.0
BD,Hindu,16.0
BRU,Muslim,63.0
TR,Muslim,99.8
K,Buddhist,95.0
NZ,Roman Catholic,15.0
MW,Roman Catholic,20.0
BERM,Seventh-Day Adventist,5.0
JOR,Muslim,92.0
IND,Jains,0.5
MK,Christian Orthodox,67.0
WEST,Jewish,17.0
MNG,Muslim,4.0
ROK,Chondogyo,0.2
RM,Christian,41.0
RO,Protestant,6.0
JA,Roman Catholic,5.0
RCB,Muslim,2.0
GUAD,Roman Catholic,95.0
GBZ,Protestant,11.0
C,Roman Catholic,85.0
MAYO,Muslim,97.0
MS,Hindu,52.0
BERM,Roman Catholic,15.0
SLO,Muslim,1.0
BEN,Muslim,15.0
