river,country,province
Saluen,MYA,Mon
Tocantins,BR,Para
Murat,TR,Elazig
Pruth,MD,Moldova
Lukuga,ZRE,Shaba/Katanga
Parana,RA,Entre Rios
Enns,A,Lower Austria
Allegheny River,USA,Pennsylvania
Tigris,IRQ,Al Anbar
Lena,R,Rep. of Sakha
Murrumbidgee River,AUS,New South Wales
Olt,RO,Olt
Senegal,RIM,Mauritania
Ubangi,ZRE,Equateur
Mur,HR,Croatia
Limmat,CH,AG
Nile,ET,Sharqiya
Don,R,Rostovskaya oblast
Donau,RO,Tulcea
Rhone,F,Provence Cote dAzur
White Nile,SUD,al Khartum
Kymijoki,SF,Kymi
Aller,D,Niedersachsen
Rio Madeira,BR,Amazonas
Rio San Juan,NIC,Nicaragua
Brigach,D,Baden Wurttemberg
Schilka,R,Chitinskaya oblast
Chire,MOC,Tete
Cuango,ZRE,Bandundu
Breg,D,Baden Wurttemberg
Thames,GB,Kent
Merrimack River,USA,Massachusetts
Oulujoki,SF,Oulu
Tshuapa,ZRE,Equateur
Hwangho,TJ,Shandong
Iller,D,Baden Wurttemberg
Columbia River,USA,Oregon
Guadiana,E,Andalusia
Elbe,D,Niedersachsen
Busira,ZRE,Equateur
Cuilo,ZRE,Bandundu
Goetaaelv,S,Goteborg och Bohus
Swir,R,Leningradskaya oblast
Schari,TCH,Chad
Irawaddy,MYA,Yangon
Columbia River,USA,Washington
Indus,PK,Pakistan
Tiber,I,Lazio
Enns,A,Upper Austria
Saint Lawrence River,CDN,Quebec
Western Dwina,LV,Latvia
Chire,MOC,Zambezia
Tennessee,USA,Kentucky
Niagara River,CDN,Ontario
Nile,ET,Kafr el Sheikh
Schatt al Arab,IRQ,Al Anbar
Ubangi,RCB,Congo
Rio Desaguadero,BOL,Bolivia
Oesterdalaelv,S,Dalarna
Truckee River,USA,Nevada
White Drin,AL,Albania
Wurm,D,Bayern
Manicouagan,CDN,Quebec
Chatanga,R,Krasnoyarskiy kray
Vuoksi,R,Rep. of Karelia
Waag,SK,Slovakia
Volga,R,Astrakhanskaya oblast
Alz,D,Bayern
Leine,D,Thuringen
Sobat,SUD,Aali an Nil
Mackenzie River,CDN,Northwest Territories
Bani,RMM,Mali
Etsch,I,Veneto
Kwa,ZRE,Bandundu
Detroit River,CDN,Ontario
Lech,D,Bayern
Ruzizi,BI,Burundi
Doubs,F,Bourgogne
Irtysch,R,Tyumenskaya oblast
Jangtse,TJ,Shanghai (munic.)
Nile,ET,Dumyat
Bahr el-Djebel/Albert-Nil,SUD,Aali an Nil
Victoria Nile,EAU,Uganda
Weser,D,Bremen
Uruguay,RA,Entre Rios
Vaal,RSA,Northern Cape
Saone,F,Rhone Alpes
