name,code,capital,province,area,population
Afghanistan,AFG,Kabul,Afghanistan,647500.0,22664136
Bangladesh,BD,Dhaka,Bangladesh,144000.0,123062800
Sri Lanka,CL,Colombo,Sri Lanka,65610.0,18553074
Egypt,ET,Cairo,El Qahira,1001450.0,63575107
India,IND,New Delhi,Delhi,3287590.0,952107694
Iran,IR,Tehran,Tehran,1648000.0,66094264
Iraq,IRQ,Baghdad,Baghdad,437072.0,21422292
Japan,J,Tokyo,Tokyo,377835.0,125449703
Cambodia,K,Phnom Penh,Cambodia,181040.0,10861218
Kazakstan,KAZ,Almaty,Almaty (munic.),2717300.0,16916463
Malaysia,MAL,Kuala Lumpur,Fed. Terr. of Kuala Lumpur,329750.0,19962893
Myanmar,MYA,Rangoon,Yangon,678500.0,45975625
Nepal,NEP,Kathmandu,Nepal,140800.0,22094033
North Korea,NOK,Pyongyang,North Korea,120540.0,23904124
Pakistan,PK,Islamabad,Pakistan,803940.0,129275660
Russia,R,Moscow,Moskva,17075200.0,148178487
Taiwan,RC,Taipei,Taiwan,36179.0,21465881
Indonesia,RI,Jakarta,Indonesia,1919440.0,206611600
South Korea,ROK,Seoul,South Korea,98480.0,45482291
Philippines,RP,Manila,Philippines,299764.0,74480848
Saudi Arabia,SA,Riyadh,Saudi Arabia,1960580.0,19409058
Syria,SYR,Damascus,Syria,185180.0,15608648
Thailand,THA,Bangkok,Thailand,514000.0,58851357
China,TJ,Beijing,Beijing (munic.),9596960.0,1210004956
Turkey,TR,Ankara,Ankara,780580.0,62484478
Uzbekistan,UZB,Tashkent,Toshkent,447400.0,23418381
Vietnam,VN,Hanoi,Vietnam,329560.0,73976973
Yemen,YE,Sanaa,Yemen,527970.0,13483178
Sao Tome and Principe,STP,Sao Tome,Sao Tome and Principe,1001.0,144128
Guernsey,GBG,Saint Peter Port,Guernsey,194.0,62920
Guinea,RG,Conakry,Guinea,245860.0,7411981
Burkina Faso,BF,Ouagadougou,Burkina Faso,274200.0,10623323
Mali,RMM,Bamako,Mali,1240000.0,9653261
Suriname,SME,Paramaribo,Suriname,163270.0,436418
Slovenia,SLO,Ljubljana,Slovenia,20256.0,1951443
United States,USA,Washington,Distr. Columbia,9372610.0,266476278
Namibia,NAM,Windhoek,Namibia,825418.0,1677243
Marshall Islands,MH,Majuro,Marshall Islands,181.3,58363
Haiti,RH,Port-au-Prince,Haiti,27750.0,6731539
Mongolia,MNG,Ulaanbaatar,Mongolia,1565000.0,2496617
Liechtenstein,FL,Vaduz,Liechtenstein,160.0,31122
Trinidad and Tobago,TT,Port-of-Spain,Trinidad and Tobago,5130.0,1272385
Belarus,BY,Minsk,Belarus,207600.0,10415973
Cameroon,CAM,Yaounde,Centre,475440.0,14261557
Guadeloupe,GUAD,Basse-Terre,Guadeloupe,1780.0,407768
Djibouti,DJI,Djibouti,Djibouti,22000.0,427642
