name,mountains,height,type,longitude,latitude
Pico,Azores,2351.0,volcano,-28.4,38.5
Jabal Marra,Darfur,3088.0,volcanic,24.6,13.0
Jabal Lubnan,Lebanon,3088.0,,36.1,34.3
Haleakala,Hawaii,3055.0,volcano,-156.25,20.7
Jabal Shuayb,,3760.0,,44.0,15.5
Meru,East African Rift,4567.0,volcano,36.8,-3.2
Monte Cinto,Corse,2706.0,,8.9,42.4
Mt.Victoria,,1323.0,volcanic,178.0,-17.8
Mt Redoubt,Aleutian Range,3108.0,volcano,-152.75,60.5
Fogo,Cape Verdes,2829.0,volcano,-24.4,14.95
Emi Kussi,Tibesti,3415.0,volcano,18.5,20.0
Soufriere Hills,,1050.0,volcano,-62.2,16.7
Mt Whitney,Sierra Nevada California,4418.0,,-118.2,36.6
Kinabalu,,4101.0,granite,116.5,6.1
Mt. Bogong,Snowy Mountains,1986.0,,147.5,-37.0
Elgon,East African Rift,4321.0,volcanic,34.55,1.1
Jezerce,Balkan,2694.0,,19.4,42.3
Borah Peak,Rocky Mountains,3859.0,,-113.8,44.1
Granite Peak,Rocky Mountains,3901.0,,-109.5,45.0
Pico de los Nieves,Canary Islands,1949.0,volcano,-15.6,25.95
Ampato,Andes,6288.0,volcano,-71.9,-15.8
Nanga Parbat,Karakorum,8125.0,,74.6,35.2
Concepcion,,1700.0,volcano,-85.6,11.5
Ojos del Salado,Andes,6893.0,volcano,-68.5,-27.1
Ararat,Kurdistan,5165.0,volcanic,44.3,39.7
Uluru,,869.0,monolith,131.0,-25.3
Dhaulagiri,Himalaya,8167.0,,83.5,28.7
Pico Cristobal Colon,Sierra Nevada de Santa Marta,5775.0,,-73.7,10.85
Ruwenzori,East African Rift,5109.0,,29.9,0.4
Tarrekaise,,1850.0,,17.3,67.0
Yu Shan,,3950.0,,121.0,23.5
Hochgolling,Alps,2862.0,,13.75,47.3
Galdhoeppig,,2469.0,,8.0,61.4
Tubkhal,Atlas,4165.0,,-8.0,31.0
Wheeler Peak,Rocky Mountains,4011.0,,-105.4,36.55
