name,islands,area,height,type,longitude,latitude
Sardegna,,24090.0,1834.0,,9.0,40.0
Mauritius,,1860.0,828.0,volcanic,57.0,-20.0
Lolland,,1241.0,,,11.5,54.4
Panay,Phillipines,12297.0,2117.0,,122.5,11.15
Corvo,Azores,17.5,718.0,volcanic,-31.1,39.7
Borneo,Sunda Islands,743122.0,4101.0,,113.67,-0.2
Grand Turk,Turks and Caicos Islands,14.0,20.0,,-71.08,21.28
Isle of Wight,British Isles,381.0,,,-1.3,50.6
Islay,Inner Hebrides,619.6,491.0,,7.0,62.1
Korfu,Ionic Islands,593.0,906.0,,19.8,39.6
Bishop Rock,Scilly Islands,,,,-6.3,50.0
Kreta,,8331.0,2456.0,,25.0,37.0
Krakatau,Sunda Islands,,813.0,volcanic,105.6,-6.1
Teneriffa,Canares,2034.0,3718.0,volcanic,-16.6,28.3
Ceram,Moluccan Islands,17100.0,3027.0,,128.0,-2.0
Lanai,Hawaii Islands,364.0,1027.0,,-157.0,20.5
Kotelny Island,,11665.0,374.0,,141.0,75.4
Rene Levasseur Island,,2020.0,952.0,,-68.7,51.4
Porto Santo,Madeira,42.0,517.0,volcanic,-16.35,33.0
West Falkland,Falkland Islands,4532.0,700.0,,-60.1,-51.8
Manitoulin,,2766.0,,,-82.2,45.75
Basse-Terre,Lesser Antilles,848.0,1467.0,volcanic,-61.8,16.15
Isabela,Galapagos,5436.0,1707.0,volcanic,-91.3,-1.0
Tahiti,Polynesian Islands,1045.0,2241.0,volcanic,-149.34,-17.32
Okinawa,Japan,2255.0,,volcanic,128.0,26.0
Borkum,Ostfriesische Inseln,31.0,6.0,,6.7,53.6
Tobago,Lesser Antilles,301.0,576.0,,-60.7,11.25
Filicudi,Lipari Islands,9.5,774.0,volcanic,14.55,38.6
Grande-Terre,Lesser Antilles,589.0,,volcanic,-61.4,16.3
Kyushu,Japan,35640.0,1758.0,volcanic,131.0,32.0
Kavaratti,Laccadives,6.0,2.0,,72.6,10.6
Malta,Malta,246.0,252.0,,14.5,35.9
Madeira,Madeira,794.0,1861.0,volcanic,-16.0,31.0
