playerid,yearid,stint,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
antonjo02,1948,1,BSN,NL,0,0,4,0,0,0,1,12,2,1,0,3,0,0.0,2.0,,0,0.0,0,17.0,4,1,,,
antonjo02,1949,1,BSN,NL,3,7,22,10,3,1,0,288,99,38,6,42,48,0.0,3.0,,3,2.0,0,416.0,6,49,,,
antonjo02,1950,1,BSN,NL,2,3,20,6,2,1,0,173,81,38,2,22,33,0.0,5.0,,0,4.0,1,275.0,6,46,,,
antonjo02,1953,1,ML1,NL,12,12,31,26,11,2,1,526,167,62,15,71,131,0.0,3.0,,3,1.0,0,763.0,2,83,,,
antonjo02,1954,1,NY1,NL,21,7,39,37,18,6,2,776,209,66,22,94,152,0.0,2.0,,2,5.0,0,1071.0,2,78,,,
antonjo02,1955,1,NY1,NL,14,16,38,34,14,2,1,706,206,87,24,82,143,0.0,3.0,5.0,3,11.0,0,986.0,1,105,,,
antonjo02,1956,1,NY1,NL,20,13,41,36,15,5,1,775,225,82,20,75,145,0.0,2.0,10.0,6,3.0,0,1061.0,5,93,,,
antonjo02,1957,1,NY1,NL,12,18,40,30,8,3,0,637,228,89,19,67,114,0.0,3.0,7.0,3,3.0,0,915.0,6,98,,,
antonjo02,1958,1,SFN,NL,16,13,41,34,13,0,3,725,216,88,31,87,143,0.0,3.0,7.0,4,3.0,0,1014.0,5,101,,,
antonjo02,1959,1,SFN,NL,19,10,40,38,17,4,1,846,247,97,29,76,165,0.0,3.0,6.0,1,3.0,0,1150.0,1,107,,,
antonjo02,1960,1,SFN,NL,6,7,41,10,1,1,11,337,106,47,7,47,57,0.0,3.0,10.0,1,2.0,0,480.0,19,51,,,
antonjo02,1961,1,CLE,AL,0,4,11,7,0,0,0,144,68,35,8,18,23,0.0,6.0,0.0,1,1.0,0,225.0,0,39,,,
antonjo02,1961,2,ML1,NL,1,0,9,0,0,0,0,32,16,9,2,3,8,0.0,7.0,0.0,0,0.0,0,51.0,4,9,,,
bunniji01,1955,1,DET,AL,3,5,15,8,0,0,1,153,59,36,8,32,37,0.0,6.0,2.0,1,3.0,0,241.0,3,38,,,
bunniji01,1956,1,DET,AL,5,1,15,3,0,0,1,160,55,22,6,28,34,0.0,3.0,4.0,3,0.0,0,245.0,5,24,,,
bunniji01,1957,1,DET,AL,20,8,45,30,14,1,1,802,214,80,33,72,182,0.0,2.0,5.0,4,11.0,1,1081.0,4,91,,,
bunniji01,1958,1,DET,AL,14,12,35,34,10,3,0,659,188,86,28,79,177,0.0,3.0,4.0,5,10.0,3,923.0,0,96,,,
bunniji01,1959,1,DET,AL,17,13,40,35,14,1,1,749,220,108,37,75,201,0.0,3.0,0.0,1,11.0,1,1037.0,4,111,,,
bunniji01,1960,1,DET,AL,11,14,36,34,10,3,0,756,217,78,20,64,201,0.0,2.0,7.0,2,11.0,0,1024.0,1,92,,,
bunniji01,1961,1,DET,AL,17,11,38,37,12,4,1,804,232,95,25,71,194,0.0,3.0,3.0,2,9.0,0,1110.0,1,113,,,
bunniji01,1962,1,DET,AL,19,10,41,35,12,2,6,774,262,103,28,74,184,0.0,3.0,3.0,4,13.0,0,1103.0,6,112,,,
bunniji01,1963,1,DET,AL,12,13,39,35,6,2,1,745,245,107,38,69,196,0.0,3.0,3.0,4,5.0,0,1051.0,3,119,,,
bunniji01,1964,1,PHI,NL,19,8,41,39,13,5,2,853,248,83,23,46,219,0.0,2.0,3.0,2,14.0,0,1145.0,2,99,,,
bunniji01,1965,1,PHI,NL,19,9,39,39,15,7,0,873,253,84,23,62,268,0.0,2.0,10.0,1,12.0,0,1191.0,0,92,,,
bunniji01,1966,1,PHI,NL,19,14,43,41,16,5,1,942,260,84,26,55,252,0.0,2.0,8.0,5,19.0,1,1254.0,2,91,,,
bunniji01,1967,1,PHI,NL,17,15,40,40,16,6,0,907,241,77,18,73,253,0.0,2.0,20.0,4,13.0,1,1216.0,0,94,,,
bunniji01,1968,1,PIT,NL,4,14,27,26,3,1,0,480,168,69,14,48,95,0.0,3.0,6.0,3,8.0,0,684.0,0,75,,,
bunniji01,1969,1,PIT,NL,10,9,25,25,4,0,0,468,147,66,10,49,124,0.0,3.0,4.0,4,6.0,1,654.0,0,74,,,
bunniji01,1969,2,LAN,NL,3,1,9,9,1,0,0,169,65,21,5,10,33,0.0,3.0,0.0,0,1.0,0,238.0,0,23,,,
bunniji01,1970,1,PHI,NL,10,15,34,33,4,0,0,657,233,100,19,56,147,0.0,4.0,9.0,1,8.0,0,937.0,0,111,,,
bunniji01,1971,1,PHI,NL,5,12,29,16,1,0,1,330,126,67,11,37,58,0.0,5.0,7.0,1,6.0,0,484.0,8,72,,,
burdele01,1950,1,NYA,AL,0,0,2,0,0,0,0,4,3,1,0,0,0,0.0,6.0,,0,0.0,0,6.0,0,1,,,
burdele01,1951,1,BSN,NL,0,0,3,0,0,0,0,13,6,3,0,5,1,0.0,6.0,,1,1.0,0,23.0,0,4,,,
burdele01,1952,1,BSN,NL,6,11,45,9,5,0,7,411,138,55,8,47,47,0.0,3.0,,2,2.0,2,579.0,22,58,,,
burdele01,1953,1,ML1,NL,15,5,46,13,6,1,8,525,177,63,7,56,58,0.0,3.0,,1,5.0,0,741.0,24,73,,,
burdele01,1954,1,ML1,NL,15,14,38,32,13,4,0,714,224,73,17,62,79,0.0,2.0,,1,4.0,0,974.0,3,87,,,
burdele01,1955,1,ML1,NL,13,8,42,33,11,2,0,690,253,103,25,73,70,0.0,4.0,9.0,3,6.0,1,1001.0,4,114,,,
burdele01,1956,1,ML1,NL,19,10,39,35,16,6,1,769,234,77,22,52,110,0.0,2.0,7.0,2,3.0,0,1035.0,2,92,,,
burdele01,1957,1,ML1,NL,17,9,37,33,14,1,0,770,260,106,25,59,78,0.0,3.0,8.0,2,2.0,0,1067.0,3,117,,,
burdele01,1958,1,ML1,NL,20,10,40,36,19,3,0,826,279,89,18,50,113,0.0,2.0,7.0,1,5.0,0,1122.0,2,102,,,
burdele01,1959,1,ML1,NL,21,15,41,39,20,4,1,869,312,131,38,38,105,0.0,4.0,3.0,2,1.0,0,1193.0,2,144,,,
burdele01,1960,1,ML1,NL,19,13,45,32,18,4,4,827,277,103,19,35,83,0.0,3.0,7.0,2,5.0,0,1117.0,9,116,,,
burdele01,1961,1,ML1,NL,18,11,40,36,14,3,0,817,295,121,31,33,92,0.0,4.0,3.0,1,3.0,1,1126.0,4,131,,,
burdele01,1962,1,ML1,NL,10,9,37,19,6,1,2,431,172,78,26,23,59,0.0,4.0,6.0,1,2.0,1,611.0,11,85,,,
burdele01,1963,1,ML1,NL,6,5,15,13,4,1,0,252,71,34,15,24,28,0.0,3.0,4.0,0,1.0,0,342.0,2,40,,,
burdele01,1963,2,SLN,NL,3,8,21,14,3,0,2,294,106,41,6,16,45,0.0,3.0,2.0,0,7.0,0,416.0,3,50,,,
burdele01,1964,1,SLN,NL,1,0,8,0,0,0,0,30,10,2,1,3,3,0.0,1.0,0.0,1,0.0,0,43.0,2,3,,,
burdele01,1964,2,CHN,NL,9,9,28,17,8,2,0,393,152,71,15,19,40,0.0,4.0,2.0,0,1.0,0,549.0,3,74,,,
burdele01,1965,1,CHN,NL,0,2,7,3,0,0,0,61,26,12,3,4,5,0.0,5.0,1.0,0,1.0,0,93.0,0,17,,,
burdele01,1965,2,PHI,NL,3,3,19,9,1,1,0,212,95,43,5,17,23,0.0,5.0,2.0,1,5.0,0,319.0,2,50,,,
burdele01,1966,1,CAL,AL,7,2,54,0,0,0,5,239,80,30,4,12,27,0.0,3.0,2.0,2,1.0,2,317.0,22,32,,,
burdele01,1967,1,CAL,AL,1,0,19,0,0,0,1,55,16,10,4,0,8,0.0,4.0,0.0,0,1.0,0,71.0,8,10,,,
grimbo01,1954,1,NYA,AL,20,6,37,20,8,1,0,597,175,72,9,85,108,0.0,3.0,,4,3.0,0,825.0,8,78,,,
grimbo01,1955,1,NYA,AL,7,5,26,11,1,1,4,277,81,43,9,42,63,0.0,4.0,2.0,2,3.0,0,396.0,6,49,,,
