playerid,awardid,yearid,lgid,tie,notes
richabo01,TSN All-Star,1966,AL,,2B
justida01,Silver Slugger,1997,AL,,OF
marisro01,TSN Player of the Year,1960,AL,,
helmsto01,Rookie of the Year,1966,NL,,
collied01,Baseball Magazine All-Star,1920,ML,,2B
nichobi01,Baseball Magazine All-Star,1943,NL,,RF
doerrbo01,TSN All-Star,1944,ML,,2B
salmoti01,TSN All-Star,1997,AL,,OF
sabatcc01,ALCS MVP,2009,AL,,
hughste01,Baseball Magazine All-Star,1944,AL,,P3
knoblch01,TSN All-Star,1994,AL,,2B
jonesdo01,TSN Fireman of the Year,1992,NL,Y,
fernato01,Gold Glove,1987,AL,,SS
davisto02,TSN All-Star,1974,AL,,DH
robindo01,Silver Slugger,1982,NL,,P
reganph01,TSN Fireman of the Year,1968,NL,,
martipe02,TSN All-Star,2000,AL,,RHP
mcgwima01,TSN All-Star,1996,AL,,1B
mccanbr01,All-Star Game MVP,2010,NL,,
sundbji01,TSN All-Star,1978,AL,,C
hoopeha01,Baseball Magazine All-Star,1918,AL,,OF
riddlel01,Baseball Magazine All-Star,1941,ML,,P5
clarkfr01,Baseball Magazine All-Star,1908,NL,,LF
penaca01,TSN All-Star,2007,AL,,1B
wheatza01,Baseball Magazine All-Star,1924,NL,,LF
garcino01,Comeback Player of the Year,2006,NL,,
biggicr01,Gold Glove,1997,NL,,2B
bakerfr01,Baseball Magazine All-Star,1913,AL,,3B
marioma01,Baseball Magazine All-Star,1943,NL,,SS
cabremi01,Silver Slugger,2006,NL,,3B
strawda01,Silver Slugger,1988,NL,,OF
wellsve01,Gold Glove,2006,AL,,OF
hoytla01,TSN All-Star,1983,AL,,RHP
blairpa01,Gold Glove,1973,AL,,OF
kammwi01,Baseball Magazine All-Star,1926,AL,,3B
chaveer01,Gold Glove,2002,AL,,3B
martipe01,Baseball Magazine All-Star,1935,ML,,3B
biggicr01,Roberto Clemente Award,2007,ML,,
kremera01,Baseball Magazine All-Star,1930,NL,,P1
jenkife01,Cy Young Award,1971,NL,,
lynnfr01,TSN All-Star,1978,AL,,OF
murphdw01,TSN All-Star,1981,AL,,OF
loberha01,Baseball Magazine All-Star,1911,NL,,3B
reardje01,TSN Fireman of the Year,1987,AL,Y,
boonebo01,Gold Glove,1989,AL,,C
bondsba01,TSN All-Star,2003,NL,,OF
robinbr01,Gold Glove,1962,AL,,3B
gordojo01,TSN All-Star,1948,ML,,2B
grimebu01,Baseball Magazine All-Star,1928,NL,,P3
dawsoan01,Rookie of the Year,1977,NL,,
davisma01,Rolaids Relief Man Award,1989,NL,,
musiast01,Most Valuable Player,1943,NL,,
fostege01,Most Valuable Player,1977,NL,,
elliobo01,Baseball Magazine All-Star,1947,ML,,3B
finlest01,Gold Glove,2004,NL,,OF
bondsba01,TSN All-Star,2002,NL,,OF
gibsoki01,ALCS MVP,1984,AL,,
martipe02,TSN All-Star,1999,AL,,RHP
aaronha01,TSN All-Star,1956,ML,,OF
fellebo01,TSN Major League Player of the Year,1940,ML,,
rodriiv01,Silver Slugger,1996,AL,,C
posadjo01,TSN All-Star,2002,AL,,C
killeha01,TSN All-Star,1969,AL,,3B
olivato01,Rookie of the Year,1964,AL,,
johnsra05,TSN All-Star,2001,NL,,LHP
molitpa01,Lou Gehrig Memorial Award,1997,ML,,
robinfr02,World Series MVP,1966,ML,,
murphda05,Lou Gehrig Memorial Award,1985,ML,,
dawsoan01,Gold Glove,1983,NL,,OF
foxxji01,Baseball Magazine All-Star,1938,AL,,1B
rossco01,NLCS MVP,2010,NL,,
cronijo01,TSN All-Star,1938,ML,,SS
grimebu01,Baseball Magazine All-Star,1920,NL,,P2
beltrad01,Gold Glove,2007,AL,,3B
cuyleki01,TSN All-Star,1925,ML,,OF
polleho01,Baseball Magazine All-Star,1946,NL,,P1
alomaro01,Gold Glove,1994,AL,,2B
grudzma01,Gold Glove,2006,AL,,2B
willima04,Silver Slugger,1994,NL,,3B
brettge01,TSN All-Star,1980,AL,,3B
devliar01,Baseball Magazine All-Star,1909,NL,,3B
leachto01,Baseball Magazine All-Star,1910,NL,,CF
huntro01,TSN All-Star,1964,NL,,2B
streega01,Baseball Magazine All-Star,1909,AL,,C3
nathajo01,TSN All-Star,2005,AL,Y,RP
berrayo01,TSN All-Star,1950,ML,,C
ripkeca01,TSN Major League Player of the Year,1983,ML,,
spahnwa01,Baseball Magazine All-Star,1950,ML,,P1
grovele01,Baseball Magazine All-Star,1929,AL,,P1
palmeji01,TSN All-Star,1973,AL,,RHP
cabremi01,Triple Crown,2012,NL,,
alexape01,Baseball Magazine All-Star,1923,NL,,P3
santoro01,Gold Glove,1964,NL,,3B
daubeja01,Baseball Magazine All-Star,1914,NL,,1B
kurowwh01,Baseball Magazine All-Star,1946,ML,,3B
nichobi01,Baseball Magazine All-Star,1940,NL,,RF
wyattwh01,Baseball Magazine All-Star,1941,NL,,P1
yorkru01,Baseball Magazine All-Star,1943,ML,,1B
fellebo01,Baseball Magazine All-Star,1947,ML,,P1
scottge02,Gold Glove,1975,AL,,1B
collied01,Baseball Magazine All-Star,1912,AL,,2B
garvest01,TSN All-Star,1975,NL,,1B
boggswa01,Silver Slugger,1991,AL,,3B
bellbu01,Gold Glove,1980,AL,,3B
francju01,TSN All-Star,1989,AL,,2B
gwynnto01,Gold Glove,1989,NL,,OF
colemje01,Babe Ruth Award,1950,AL,,2B
smithoz01,Gold Glove,1992,NL,,SS
alomaro01,TSN All-Star,2000,AL,,2B
clarkwi02,TSN All-Star,1989,NL,,1B
castilu01,Gold Glove,2003,NL,,2B
careyma01,Baseball Magazine All-Star,1917,NL,,OF
jeterde01,Gold Glove,2004,AL,,SS
hubbeca01,Baseball Magazine All-Star,1938,NL,,P2
wagneho01,Baseball Magazine All-Star,1908,NL,,SS
winfida01,TSN All-Star,1982,AL,,OF
rizzuph01,TSN All-Star,1950,ML,,SS
stargwi01,Babe Ruth Award,1979,NL,,1B
gordojo01,TSN All-Star,1942,ML,,2B
flanami01,TSN Pitcher of the Year,1979,AL,,
hallji02,TSN All-Star,1965,AL,,OF
richabo01,TSN All-Star,1964,AL,,2B
manushe01,Baseball Magazine All-Star,1928,ML,,OF
richapa01,TSN All-Star,1945,ML,,C
wellsve01,Silver Slugger,2003,AL,,OF
mccovwi01,All-Star Game MVP,1969,ML,,
cullero01,Baseball Magazine All-Star,1945,AL,,RF
oglivbe01,Silver Slugger,1980,AL,,OF
coopewi01,Baseball Magazine All-Star,1921,NL,,P3
eversjo01,Baseball Magazine All-Star,1909,NL,,2B
powervi01,Gold Glove,1964,AL,,1B
leachto01,Baseball Magazine All-Star,1909,NL,,CF
