hofid,yearid,votedby,ballots,needed,votes,inducted,category
trammal01h,2005,BBWAA,516.0,387.0,87.0,N,Player
knoblch01h,2008,BBWAA,543.0,408.0,1.0,N,Player
hahnno01h,1939,BBWAA,274.0,206.0,1.0,N,Player
boonebo01h,1999,BBWAA,497.0,373.0,27.0,N,Player
willicy01h,1954,BBWAA,252.0,189.0,4.0,N,Player
chancfr01h,1936,BBWAA,226.0,170.0,5.0,N,Player
gossari01h,2005,BBWAA,516.0,387.0,285.0,N,Player
jonescl01h,1982,BBWAA,415.0,312.0,0.0,N,Player
baineha01h,2007,BBWAA,545.0,409.0,29.0,N,Player
whiteha01h,1960,BBWAA,269.0,202.0,4.0,N,Player
perryji01h,1983,BBWAA,374.0,281.0,7.0,N,Player
altroni01h,1953,BBWAA,264.0,198.0,1.0,N,Player
tidrodi01h,1990,BBWAA,444.0,333.0,0.0,N,Player
bresnro01h,1937,BBWAA,201.0,151.0,43.0,N,Player
stonest01h,1987,BBWAA,413.0,310.0,0.0,N,Player
moranpa01h,1938,BBWAA,262.0,197.0,1.0,N,Player
schacal01h,1956,BBWAA,193.0,145.0,1.0,N,Player
southbi01h,1946,Nominating Vote,202.0,,1.0,N,Player
lazzeto01h,1962,BBWAA,160.0,120.0,8.0,N,Player
pizarju01h,1980,BBWAA,385.0,289.0,0.0,N,Player
boyerke01h,1994,BBWAA,456.0,342.0,54.0,N,Player
mcdougi01h,1966,BBWAA,302.0,227.0,5.0,N,Player
cravaga01h,1939,BBWAA,274.0,206.0,2.0,N,Player
hardeme01h,1964,BBWAA,201.0,151.0,51.0,N,Player
fonsele01h,1948,BBWAA,121.0,91.0,1.0,N,Player
jonesfi01h,1946,Nominating Vote,202.0,,1.0,N,Player
boudrlo01h,1960,BBWAA,269.0,202.0,35.0,N,Player
ruffire01h,1950,BBWAA,168.0,126.0,12.0,N,Player
bondsbo01h,1993,BBWAA,423.0,318.0,45.0,N,Player
wilsoha01h,1953,BBWAA,264.0,198.0,43.0,N,Player
dykesji01h,1955,BBWAA,251.0,189.0,1.0,N,Player
hernake01h,1999,BBWAA,497.0,373.0,34.0,N,Player
rootch01h,1948,BBWAA,121.0,91.0,3.0,N,Player
lockebo01h,1981,BBWAA,401.0,301.0,0.0,N,Player
killeha01h,1983,BBWAA,374.0,281.0,269.0,N,Player
hoytwa01h,1946,Nominating Vote,202.0,,1.0,N,Player
kellech01h,1970,BBWAA,300.0,225.0,7.0,N,Player
jonessa01h,1956,BBWAA,193.0,145.0,1.0,N,Player
sherdbi01h,1949,BBWAA,153.0,115.0,1.0,N,Player
hackst01h,1948,BBWAA,121.0,91.0,2.0,N,Player
lolicmi01h,1987,BBWAA,413.0,310.0,84.0,N,Player
wertzvi01h,1975,BBWAA,362.0,272.0,5.0,N,Player
palmera01h,2013,BBWAA,569.0,427.0,50.0,N,Player
hendrge01h,1994,BBWAA,456.0,342.0,0.0,N,Player
perezto01h,1998,BBWAA,473.0,355.0,321.0,N,Player
richaha01h,1936,Veterans,78.0,59.0,1.0,N,Player
kerrdi01h,1955,BBWAA,251.0,189.0,25.0,N,Player
rudoldi01h,1937,BBWAA,201.0,151.0,1.0,N,Player
reynoal01h,1968,BBWAA,283.0,213.0,95.0,N,Player
schoere01h,1983,BBWAA,374.0,281.0,146.0,N,Player
montgje01h,2005,BBWAA,516.0,387.0,2.0,N,Player
faberre01h,1958,BBWAA,266.0,200.0,68.0,N,Player
bunniji01h,1981,BBWAA,401.0,301.0,164.0,N,Player
martide01h,2004,BBWAA,506.0,380.0,16.0,N,Player
vernomi01h,1967,BBWAA,292.0,219.0,14.0,N,Player
riceji01h,2006,BBWAA,520.0,390.0,337.0,N,Player
donovbi01h,1937,BBWAA,201.0,151.0,3.0,N,Player
bagweje01h,2013,BBWAA,569.0,427.0,339.0,N,Player
mcmulke01h,1983,BBWAA,374.0,281.0,0.0,N,Player
clemero02h,2013,BBWAA,569.0,427.0,214.0,N,Player
lazzeto01h,1945,BBWAA,247.0,186.0,1.0,N,Player
marisro01h,1985,BBWAA,395.0,297.0,128.0,N,Player
ferrewe01h,1960,BBWAA,269.0,202.0,8.0,N,Player
donlimi01h,1938,BBWAA,262.0,197.0,5.0,N,Player
schanwa01h,1960,BBWAA,269.0,202.0,11.0,N,Player
karroer01h,2010,BBWAA,539.0,405.0,2.0,N,Player
scottev01h,1954,BBWAA,252.0,189.0,4.0,N,Player
bluegos01h,1956,BBWAA,193.0,145.0,2.0,N,Player
kellyge01h,1948,BBWAA,121.0,91.0,2.0,N,Player
raineti01h,2013,BBWAA,569.0,427.0,297.0,N,Player
guidrro01h,1994,BBWAA,456.0,342.0,24.0,N,Player
dooinre01h,1937,BBWAA,201.0,151.0,1.0,N,Player
vaughar01h,1953,BBWAA,264.0,198.0,1.0,N,Player
willicy01h,1953,BBWAA,264.0,198.0,4.0,N,Player
rizzuph01h,1968,BBWAA,283.0,213.0,74.0,N,Player
dinnebi01h,1946,Nominating Vote,202.0,,1.0,N,Player
leachto01h,1937,BBWAA,201.0,151.0,1.0,N,Player
wheatza01h,1953,BBWAA,264.0,198.0,32.0,N,Player
grohhe01h,1954,BBWAA,252.0,189.0,1.0,N,Player
longhe01h,1946,Nominating Vote,202.0,,1.0,N,Player
donovbi01h,1946,Nominating Vote,202.0,,4.0,N,Player
turnete01h,1947,BBWAA,161.0,121.0,2.0,N,Player
kellyge01h,1973,Veterans,,,,Y,Player
milleno01h,1980,BBWAA,385.0,289.0,0.0,N,Player
dihigma99h,1977,Negro League,,,,Y,Player
minosmi01h,1992,BBWAA,430.0,323.0,69.0,N,Player
galanau01h,1970,BBWAA,300.0,225.0,3.0,N,Player
gonzami01h,1952,BBWAA,234.0,176.0,1.0,N,Player
mcgloly01h,1988,BBWAA,427.0,321.0,0.0,N,Player
slaugen01h,1971,BBWAA,360.0,270.0,165.0,N,Player
burkeje01h,1936,Veterans,78.0,59.0,1.0,N,Player
wilsoha01h,1949,BBWAA,153.0,115.0,24.0,N,Player
olivato01h,1994,BBWAA,456.0,342.0,158.0,N,Player
nichoki01h,1939,BBWAA,274.0,206.0,7.0,N,Player
drysddo01h,1976,BBWAA,388.0,291.0,114.0,N,Player
perryga01h,1991,BBWAA,443.0,333.0,342.0,Y,Player
