id,playerid,year,stint,tmid,lgid,gp,gs,minutes,points,orebounds,drebounds,rebounds,assists,steals,blocks,turnovers,pf,fgattempted,fgmade,ftattempted,ftmade,threeattempted,threemade,postgp,postgs,postminutes,postpoints,postorebounds,postdrebounds,postrebounds,postassists,poststeals,postblocks,postturnovers,postpf,postfgattempted,postfgmade,postftattempted,postftmade,postthreeattempted,postthreemade,note
9,abdulka01,1970,1,MIL,NBA,82,0,3288,2596,0,0,1311,272,0,0,0,264,1843,1063,681,470,0,0,14,0,577,372,0,0,238,35,0,0,0,35,295,152,101,68,0,0,
10,abdulka01,1971,1,MIL,NBA,81,0,3583,2822,0,0,1346,370,0,0,0,235,2019,1159,732,504,0,0,11,0,510,316,0,0,200,56,0,0,0,35,318,139,54,38,0,0,
11,abdulka01,1972,1,MIL,NBA,76,0,3254,2292,0,0,1224,379,0,0,0,208,1772,982,460,328,0,0,6,0,276,137,0,0,97,17,0,0,0,26,138,59,35,19,0,0,
12,abdulka01,1973,1,MIL,NBA,81,0,3548,2191,287,891,1178,386,112,283,0,238,1759,948,420,295,0,0,16,0,758,515,67,186,253,78,20,39,0,41,402,224,91,67,0,0,
14,abdulka01,1975,1,LAL,NBA,82,0,3379,2275,272,1111,1383,413,119,338,0,292,1728,914,636,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,abdulka01,1976,1,LAL,NBA,82,0,3016,2152,266,824,1090,319,101,261,0,262,1533,888,536,376,0,0,11,0,467,381,51,144,195,45,19,38,0,42,242,147,120,87,0,0,
18,abdulka01,1979,1,LAL,NBA,82,0,3143,2034,190,696,886,371,81,280,297,216,1383,835,476,364,1,0,15,0,618,479,51,130,181,46,17,58,55,51,346,198,105,83,0,0,
19,abdulka01,1980,1,LAL,NBA,80,0,2976,2095,197,624,821,272,59,228,249,244,1457,836,552,423,1,0,3,0,134,80,13,37,50,12,3,8,11,14,65,30,28,20,0,0,
22,abdulka01,1983,1,LAL,NBA,80,0,2622,1717,169,418,587,211,55,143,221,211,1238,716,394,285,1,0,21,0,767,502,56,117,173,79,23,45,45,71,371,206,120,90,0,0,
24,abdulka01,1985,1,LAL,NBA,79,0,2629,1846,133,345,478,280,67,130,203,248,1338,755,439,336,2,0,14,0,489,362,26,57,83,49,15,24,42,54,282,157,61,48,0,0,
580,archina01,1972,1,KCO,NBA,80,0,3681,2719,0,0,223,910,0,0,0,207,2106,1028,783,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
582,archina01,1974,1,KCO,NBA,82,0,3244,2170,48,174,222,557,119,7,0,187,1664,759,748,652,0,0,6,0,242,121,2,9,11,32,4,0,0,18,118,43,43,35,0,0,
583,archina01,1975,1,KCK,NBA,78,0,3184,1935,67,146,213,615,126,15,0,169,1583,717,625,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1044,barklch01,1992,1,PHO,NBA,76,0,2859,1944,237,691,928,385,119,74,233,197,1376,716,582,445,220,67,24,0,1026,638,93,233,326,102,39,25,50,73,482,230,218,168,45,10,
1223,barryri01,1973,1,GSW,NBA,80,0,2918,2009,103,437,540,484,169,40,0,265,1746,796,464,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1224,barryri01,1974,1,GSW,NBA,80,0,3235,2450,92,364,456,492,228,33,0,225,2217,1028,436,394,0,0,17,0,726,479,22,72,94,103,50,15,0,51,426,189,110,101,0,0,
1225,barryri01,1975,1,GSW,NBA,81,0,3122,1701,74,422,496,496,202,27,0,215,1624,707,311,287,0,0,13,0,532,312,20,64,84,84,38,14,0,40,289,126,68,60,0,0,
1721,bingda01,1970,1,DET,NBA,82,0,3065,2213,0,0,364,408,0,0,0,228,1710,799,772,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2544,brottdi01,1961,2,HAW,ABL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
2804,bryanko01,2001,1,LAL,NBA,80,0,3063,2019,112,329,441,438,118,35,223,228,1597,749,589,488,132,33,19,0,833,506,28,83,111,87,27,17,54,65,431,187,145,110,58,22,
2805,bryanko01,2002,1,LAL,NBA,82,0,3402,2461,106,458,564,481,181,67,288,218,1924,868,713,601,324,124,12,0,531,385,16,45,61,62,14,1,42,35,317,137,104,86,62,25,
2806,bryanko01,2003,1,LAL,NBA,65,0,2447,1557,103,256,359,330,112,28,171,176,1178,516,533,454,217,71,22,0,973,539,18,86,104,121,42,7,61,59,460,190,166,135,97,24,
2808,bryanko01,2005,1,LAL,NBA,80,0,3277,2832,71,354,425,360,147,30,250,233,2173,978,819,696,518,180,7,0,314,195,4,40,44,36,8,3,33,25,145,72,48,37,35,14,
2809,bryanko01,2006,1,LAL,NBA,77,0,3140,2430,75,364,439,413,111,36,255,205,1757,813,768,667,398,137,5,0,215,164,1,25,26,22,5,2,22,10,130,60,37,34,28,10,
2810,bryanko01,2007,1,LAL,NBA,82,0,3193,2323,94,422,516,442,151,40,257,227,1690,775,742,623,415,150,21,0,863,633,18,101,119,117,35,8,70,59,463,222,194,157,106,32,
2811,bryanko01,2008,1,LAL,NBA,82,0,2965,2201,90,339,429,399,120,37,210,189,1712,800,564,483,336,118,23,23,940,695,19,104,123,126,38,21,59,59,530,242,197,174,106,37,
2812,bryanko01,2009,1,LAL,NBA,73,0,2835,1970,78,313,391,365,113,20,233,187,1569,716,541,439,301,99,23,23,923,671,26,112,138,126,31,16,79,75,511,234,183,154,131,49,
2813,bryanko01,2010,1,LAL,NBA,82,82,2779,2078,83,336,419,388,99,12,243,172,1639,740,583,483,356,115,10,10,354,228,8,26,34,33,16,3,31,23,186,83,61,50,41,12,
2814,bryanko01,2011,1,LAL,NBA,58,58,2232,1616,66,247,313,264,69,18,204,105,1336,574,451,381,287,87,12,12,476,360,16,42,58,52,16,2,34,33,301,132,95,79,60,17,
3489,cartevi01,2010,2,PHO,NBA,51,41,1387,689,43,142,185,82,47,17,54,123,625,264,98,72,243,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3496,cartwbi01,1985,1,NYK,NBA,2,0,36,12,2,8,10,5,1,1,6,6,7,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
