playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
jonesni01,Nick,Ryan,Nicholas,Jones,,,,Nick,G,0.0,0.0,74.0,190.0,Oregon,,1945-03-28,,,,John Marshall,Portland,OR,USA,0000-00-00,B
linsle01,,Leroy,,Lins,,,,,G,0.0,0.0,73.0,175.0,Rutgers,,1913-06-21,,,,,,,,0000-00-00,W
grayaa01,Aaron,Aaron,Michael,Gray,,,,,C,0.0,0.0,84.0,270.0,Pittsburgh ,,1984-12-07,Tarzana,CA,USA,Emmaus,Emmaus,PA,USA,0000-00-00,W
schafbo01,Bob,Robert,Thomas,Schafer,,,,"Bob, Dutch",G,0.0,0.0,75.0,195.0,Villanova,,1933-03-29,,,,Roman Catholic,Philadelphia,PA,USA,2005-02-15,W
sanchpe01,Pepe,Juan,Ignacio,Sanchez,,,,Pepe,G,0.0,0.0,76.0,195.0,Temple,,1977-05-08,Bahia Blanca,,ARG,EEM No. 3,,,ARG,0000-00-00,W
salmojo01,John,John,Rashall,Salmons,,,,,G-F,0.0,0.0,78.0,210.0,Miami (FL),,1979-12-12,Philadelphia,PA,USA,Plymouth Whitemarsh,Plymouth Meeting,PA,USA,0000-00-00,B
seideal01,,Alan,,Seiden,,,,,G,0.0,0.0,71.0,170.0,St. John's (NY),,1937-05-01,Brooklyn,NY,USA,Jamaica,Jamaica,NY,USA,2008-05-03,W
jacksst02,Stephen,Stephen,Jesse,Jackson,,,,,G-F,0.0,0.0,80.0,218.0,Butler Co CC (DNP),,1978-04-05,Houston,TX,USA,Lincoln / Oak Hill Academy,Port Arthur / Mouth of Wilson,TX / VA,USA,0000-00-00,B
kemptti01,Tim,Timothy,Joseph,Kempton,,,,Tim,F-C,0.0,0.0,82.0,245.0,Notre Dame,,1964-01-25,Jamaica,NY,USA,St. Dominic,Oyster Bay,NY,USA,0000-00-00,W
flynnmi01,Mike,Michael,David,Flynn,,,,Mike,G,0.0,0.0,74.0,180.0,Kentucky,,1953-07-31,Casablanca,,MOR,Jeffersonville,Jeffersonville,IN,USA,0000-00-00,W
brackcr01,Craig,Craig,Lee,Brackins,,,,,F,0.0,0.0,82.0,230.0,Iowa State,,1987-10-09,Lancaster,CA,USA,Palmdale (DNP) / Boys to Men Acad / Brewster Acad,Palmdale / Chicago / Wolfeboro,CA / IL/ NH,USA,0000-00-00,B
wareji01,Jim,James,Edward,Ware,,,,"Jim, Jumpin' Jim",F,0.0,0.0,79.0,210.0,Oklahoma City,,1944-05-02,Natchez,MS,USA,,,,,0000-00-00,B
brownma02,,Marshall,Earl,Brown,,,,,F,0.0,0.0,75.0,170.0,Texas Tech,Lon Morris JC (TX.),1918-06-28,Whitehouse,TX,USA,Whitehouse,Whitehouse,TX,USA,2008-08-20,W
