playerid,award,year,lgid,note,pos
abdulka01,Защитная команда года НФЛ,1969,NBA,,
abdulka01,Вице-чемпион НБА,1969,NBA,,С
abdulka01,Руки спичек,1969,NBA,,
abdulka01,Защитная команда года НФЛ,1970,NBA,,
abdulka01,Первая команда всех звезд НБА,1970,NBA,,С
abdulka01,Финалы MVP,1970,NBA,,
abdulka01,Самый ценный игрок,1970,NBA,,
abdulka01,Первая команда всех звезд НБА,1971,NBA,,С
abdulka01,Самый ценный игрок,1971,NBA,,
abdulka01,Первая команда всех звезд НБА,1972,NBA,,С
abdulka01,Защитная команда первого состава,1973,NBA,,
abdulka01,Первая команда всех звезд НБА,1973,NBA,,С
abdulka01,Самый ценный игрок,1973,NBA,,
abdulka01,Защитная команда первого состава,1974,NBA,,
abdulka01,Защитная команда года НФЛ,1975,NBA,,
abdulka01,Первая команда всех звезд НБА,1975,NBA,,С
abdulka01,Самый ценный игрок,1975,NBA,,
abdulka01,Защитная команда года НФЛ,1976,NBA,,
abdulka01,Первая команда всех звезд НБА,1976,NBA,,С
abdulka01,Самый ценный игрок,1976,NBA,,
abdulka01,Защитная команда года НФЛ,1977,NBA,кив,
abdulka01,Вице-чемпион НБА,1977,NBA,,С
abdulka01,Защитная команда первого состава,1978,NBA,,
abdulka01,Вице-чемпион НБА,1978,NBA,,С
abdulka01,Защитная команда первого состава,1979,NBA,,
abdulka01,Первая команда всех звезд НБА,1979,NBA,,С
abdulka01,Самый ценный игрок,1979,NBA,,
abdulka01,Защитная команда первого состава,1980,NBA,,
abdulka01,Первая команда всех звезд НБА,1980,NBA,,С
abdulka01,Вице-чемпион НБА,1982,NBA,,С
abdulka01,Защитная команда года НФЛ,1983,NBA,,
abdulka01,Первая команда всех звезд НБА,1983,NBA,,С
abdulka01,Вице-чемпион НБА,1984,NBA,,С
abdulka01,Финалы MVP,1984,NBA,,
abdulka01,Первая команда всех звезд НБА,1985,NBA,,С
abdulma02,Самый улучшившийся игрок,1992,NBA,,
adamsal01,Руки спичек,1975,NBA,,
aingeda01,Исполнительный директор года,2007,NBA,,
allenra02,"Всемирная сборная под руководством тренера Джона Стотта, которая включает в себя: Тревора Ариза, Шона Марина, Пэйтона Сэндерсона и Маркуса Camby.",2000,NBA,,"Добро пожаловать в сервис перевода! Я готов помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
allenra02,Вице-чемпион НБА,2004,NBA,,"Добро пожаловать в сервис перевода! Я готов помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
anthoca01,"Всемирная сборная под руководством тренера Джона Стотта, которая включает в себя: Тревора Ариза, Шона Марина, Пэйтона Сэндерсона и Маркуса Camby.",2005,NBA,,"Здравствуйте! Я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
anthoca01,"Всемирная сборная под руководством тренера Джона Стотта, которая включает в себя: Тревора Ариза, Шона Марина, Пэйтона Сэндерсона и Маркуса Camby.",2006,NBA,,"Здравствуйте! Я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
anthoca01,"Всемирная сборная под руководством тренера Джона Стотта, которая включает в себя: Тревора Ариза, Шона Марина, Пэйтона Сэндерсона и Маркуса Camby.",2008,NBA,,"Здравствуйте! Я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
anthoca01,Вице-чемпион НБА,2009,NBA,,"Здравствуйте! Я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
archina01,Вице-чемпион НБА,1971,NBA,,"Добро пожаловать в сервис перевода! Я готов помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
archina01,Первая команда всех звезд НБА,1972,NBA,,"Добро пожаловать в сервис перевода! Я готов помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
archina01,Первая команда всех звезд НБА,1974,NBA,,"Добро пожаловать в сервис перевода! Я готов помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
archina01,Первая команда всех звезд НБА,1975,NBA,,"Добро пожаловать в сервис перевода! Я готов помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
archina01,Вице-чемпион НБА,1980,NBA,,"Добро пожаловать в сервис перевода! Я готов помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
arenagi01,Самый улучшившийся игрок,2002,NBA,,
arenagi01,"Всемирная сборная под руководством тренера Джона Стотта, которая включает в себя: Тревора Ариза, Шона Марина, Пэйтона Сэндерсона и Маркуса Camby.",2004,NBA,,"Добро пожаловать в сервис перевода! Я готов помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
arenagi01,"Всемирная сборная под руководством тренера Джона Стотта, которая включает в себя: Тревора Ариза, Шона Марина, Пэйтона Сэндерсона и Маркуса Camby.",2005,NBA,,"Добро пожаловать в сервис перевода! Я готов помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
arenagi01,Вице-чемпион НБА,2006,NBA,,"Добро пожаловать в сервис перевода! Я готов помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести."
artesro01,Защитная команда года НФЛ,2002,NBA,,
