id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
66,1967,0,0,0,KEN,Эरल,Бечэм,,,Университет Мидвеста,ABA
141,1968,0,0,0,DNR,Юлиус,Кей,,keyeju01,Алькорн А&М,ABA
155,1968,0,0,0,DLC,Джейн,Джонс,,,Миссури,ABA
177,1968,0,0,0,INA,Дон,Мэй,,maydo01,Деньтон,ABA
403,1969,0,0,0,NYA,Эд,Сидет,,,Священный Крест,ABA
447,1970,0,0,0,DNR,Майк,Цена,,pricemi01,Иллинойс,ABA
600,1971,0,0,0,DNR,Марв,Робертс,,roberma01,Утаский государственный университет,ABA
731,1971,0,0,0,PTC,Леви,Уитт,,,Алькорн А&М,ABA
774,1972,0,0,0,CAR,Генри,Бибби,,bibbyhe01,УЦЛ,ABA
959,1972,0,0,0,VIR,Майк,Барр,,barrmi01,Дюнас,ABA
1076,1973,2,0,0,UTS,Алван,Адамс,,adamsal01,Оклахома,ABA
1310,1974,5,0,0,UTS,Стив,Брукс,,,Арканзасский штат,ABA
1340,1974,8,0,0,SAA,Геркл,Иви,,,Иова Стейт,ABA
1456,1947,0,0,0,BOS,Джордж,Фелт,,,Северо-Западный,NBA
1663,1949,0,0,0,NYK,Билл,Литтон,,,Эмпория Стейт,NBA
1733,1950,2,0,0,ROC,Джордж,Станич,,,УЦЛ,NBA
1761,1950,5,0,0,BLB,Норм,Магер,,magerno01,СЦН,NBA
1829,1950,10,0,0,TRI,Киет,Блум,,,Вайоминг,NBA
1935,1952,0,0,0,FTW,Боб,Клайтон,,,Айова,NBA
2005,1952,0,0,0,SYR,Кен,МакБрайд,,mcbrike01,Мэрилендский штат,NBA
2269,1955,0,0,0,MNL,Билл,Хранитель,,,Северо-Центральная (ИЛ),NBA
2359,1956,0,0,0,MNL,Роберт,Годшалл,,,Уичита,NBA
2616,1959,2,1,7,DET,Том,Робиталь,,,Рис,NBA
2799,1961,1,7,7,PHW,Том,Мешерри,,meschto01,Святой Мэри (Калифорния),NBA
3081,1963,12,2,79,STL,Хьюг,Эванс,,,Северная Каролина А&Т,NBA
3185,1964,15,1,98,BAL,Сэнди,Уильямс,,,Святой Франциск (ПА),NBA
3207,1965,3,1,18,SFW,Киет,Эриксон,,erickke01,УЦЛ,NBA
3213,1965,3,7,24,CIN,Джон,Макглоклин,,mcglojo01,Индиана,NBA
3239,1965,6,6,50,STL,Джон,Рэмбо,,,Колледж Лонг-Бич,NBA
3300,1966,1,2,2,DET,Дэв,Бинг,,bingda01,Сиракузы,NBA
3337,1966,4,9,39,PHI,Кен,Уильберн,,wilbuke01,Центральный штат (ОХ),NBA
3348,1966,5,10,50,CHI,Лари,Хумы,,,Эвансвилл,NBA
3357,1966,6,9,59,PHI,красный,Роббинс,,robbire01,Теннесси,NBA
3507,1967,9,6,97,CIN,Рон,Сепик,,,Огайо Стейт,NBA
3511,1967,9,10,101,SEA,Род,Макдоналдс,,mcdonro01,Уитворт,NBA
3539,1967,12,6,129,CIN,Франк,Гайдюнас,,,Виллановава,NBA
3641,1968,6,5,69,CIN,Кальвин,Мартин,,,Принстон,NBA
3747,1968,14,4,175,BAL,Эрнест,Симз,,,Вашингтон,NBA
3863,1969,6,6,77,SDR,Боб,Талантлив,,,Джордж Вашингтон,NBA
3890,1969,8,5,104,CHI,Роджер,Моллер,,,Вестмар,NBA
3981,1969,16,1,195,PHO,Уэйн,Хакель,,,Дайсон,NBA
4042,1970,3,4,38,BOS,Уилли,Уильямс,,williwi01,Флоридский государственный университет,NBA
4143,1970,9,3,139,DET,Алекс,Винн,,,Дартмут,NBA
4284,1971,3,1,36,CLE,Жерард,Летт,,,Арканзас АМ&Н,NBA
4351,1971,7,1,103,CLE,Том,Буш,,,Дрейк,NBA
4462,1971,14,7,214,CHI,Ричард,Диксон,,,Лойола (Лос-Анджелес),NBA
4472,1971,15,8,224,MIL,Лойд,Король,,kinglo01,Вирджинский технологический институт,NBA
4477,1971,16,5,229,CHI,Боб,Бисант,,,Лойола (Лос-Анджелес),NBA
5182,1975,7,2,110,LAL,Рик,Суттл,,,Канзас,NBA
5443,1977,1,12,12,BOS,Седрик,Максвелл,,maxwece01,Северная Каролина - Шарлотта,NBA
5654,1978,3,9,53,CHI,Рэнди,Айерс,,,Майами (ОХ),NBA
5820,1979,1,17,17,HOU,Ли,Джонсон,,johnsle01,Восточный Техасский государственный университет,NBA
5946,1979,7,15,143,HOU,Рич,Валавицус,,,Ауберн,NBA
6069,1980,3,18,64,DET,Джонатан,Моур,,,Фурман,NBA
6145,1980,7,2,140,UTA,Дэв,Кольскотт,,,Северная Каролина,NBA
6170,1980,8,5,165,NJN,Ллойд,Тери,,,Новый Орлеан,NBA
6256,1981,2,14,37,IND,Ал,Лесли,,,Бекнил,NBA
6260,1981,2,18,41,WSB,Клод,Грег,,gregocl01,Висконсин,NBA
6414,1981,9,12,195,IND,Скотт,Уитли,,,Уильям и Мэри,NBA
6454,1982,1,12,12,CLE,Джон,Багли,,baglejo01,Бостонский колледж,NBA
6460,1982,1,18,18,DET,Рики,Перс,,piercri01,Рис,NBA
6540,1982,5,6,98,NYK,Аарон,Ховард,,,Виллановава,NBA
6873,1983,9,22,206,PHI,Чарльз,Фишер,,,Джеймс Мэдисон,NBA
6980,1984,4,17,87,NYK,Боб,Тхорнтон,,thornbo01,Калифорния-Ирвин,NBA
7059,1984,8,4,166,HOU,Грегг,Вольф,,,Анхело-стейт,NBA
7070,1984,8,15,177,NJN,Крис,Винанс,,,Юта,NBA
7132,1985,1,11,11,CHI,Киет,Ли,,leeke01,Мемфис Стейт,NBA
7367,1986,4,14,84,UTA,Марты,Эмбри,,,Дэ폴,NBA
7379,1986,5,3,96,CLE,Бэн,Дейвис,,,Гарнер-Вебб,NBA
7547,1987,5,10,102,CHI,Антон,Уильямс,,,Луизиана,NBA
7614,1988,1,8,8,CHH,Рекс,Чапман,,chapmre01,Кентукки,NBA
7626,1988,1,20,20,MIA,Кевин,Эдвардс,,edwarke01,Дэ폴,NBA
7815,1991,1,26,26,CHI,Марк,Рэналл,,randama01,Канзас,NBA
8027,1995,1,22,22,CHH,Джордж,Зиде́к,,zidekge01,УЦЛ,NBA
8078,1996,1,15,15,PHO,Стив,Насх,,nashst01,Сан-Хосе,NBA
8522,2003,2,27,56,BOS,Брэндон,Хάντερ,,huntebr01,Огайо,NBA
8610,2005,1,27,27,POR,Линас,Клеиза,,kleizli01,Миссури,NBA
8635,2005,2,22,52,DEN,Ось,Эрверл,,,Реал Мадрид (Испания),NBA
8664,2006,1,21,21,PHO,Ражон,Рондо,,rondora01,Кентукки,NBA
8759,2007,2,26,56,MIL,Рамон,Сессии,,sessira01,Невада,NBA
8881,2009,2,28,58,BOS,Лестер,Хадсон,,hudsole01,Теннесси-Мартин,NBA
8997,2011,2,24,54,CLE,Милан,Макван,,,Маккаби Тель-Авив (Израиль),NBA
9000,2011,2,27,57,DAL,Таньи,Нгомбо,,,Аль-Райян (Катар),NBA
