playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
brodema01,2007,1,NJD,NHL,77,4635,44,27,6,8,4,168,2089,5,301,1,4,,3,0,16,147
mcaulke01,1944,1,NYR,NHL,46,2760,11,25,10,,1,227,,,,,,,,,,
gigueje01,1999,1,CAL,NHL,7,330,1,3,1,1,0,15,175,,,,,,,,,
schwaco01,1999,1,VAN,NHL,6,269,2,1,1,0,0,16,115,,,,,,,,,
mclenja01,1999,1,STL,NHL,19,1009,9,5,2,0,2,33,341,,,,,,,,,
liutmi01,1991,1,WAS,NHL,21,1123,10,7,2,1,1,70,558,,,,,,,,,
muzzaja01,1997,2,SJS,NHL,1,27,0,0,0,0,0,2,13,,,,,,,,,
mcaulke01,1943,1,NYR,NHL,50,2980,6,39,5,,0,310,,,,,,,,,,
thomawa01,1976,1,TOR,NHL,33,1803,10,13,6,2,1,116,,4,202,1,2,,1,0,12,
littmda01,1991,1,BUF,NHL,1,60,0,1,0,0,0,4,29,,,,,,,,,
ranfobi01,1997,1,WAS,NHL,22,1183,7,12,2,3,0,55,555,,,,,,,,,
masonbo01,1984,1,WAS,NHL,12,661,8,2,1,0,1,31,291,,,,,,,,,
fuhrgr01,1985,1,EDM,NHL,40,2184,29,8,0,1,0,143,1296,9,541,5,4,,1,0,28,273
stewaji01,1979,1,BOS,NHL,1,20,0,1,0,0,0,5,,,,,,,,,,
riccini01,1982,1,PIT,NHL,3,147,1,2,0,1,0,16,77,,,,,,,,,
worslgu01,1958,1,NYR,NHL,67,4001,26,30,11,,2,205,,,,,,,,,,
munroad01,2003,1,CHI,NHL,7,426,1,5,1,1,0,26,217,,,,,,,,,
hamelpi01,1974,1,TOR,NHL,4,195,1,2,0,0,0,18,,,,,,,,,,
edwarga01,1979,1,MNS,NHL,26,1539,9,7,10,1,0,82,,7,337,3,3,,0,0,22,
soderto01,1994,1,NYI,NHL,26,1350,8,12,3,2,1,70,717,,,,,,,,,
holmeha01,1914,1,TBS,NHA,20,1218,8,12,0,,0,84,,,,,,,,,,
