playerid,year,stint,tmid,s,g,gdg
giroucl01,2009,1,PHI,5,3,2
bergepa01,2011,1,BOS,5,8,2
giroucl01,2007,1,PHI,1,0,0
muellpe01,2009,2,COL,1,1,0
kovalal01,2009,1,OTT,9,5,2
ribeimi01,2011,1,DAL,2,7,2
poulima01,2008,1,EDM,3,1,0
williju01,2011,1,LAK,3,6,1
perryco01,2010,1,AND,6,1,1
brulegi01,2011,1,PHO,1,3,0
oreilca01,2010,1,NAS,6,3,1
setogde01,2011,1,MIN,5,9,4
karlser01,2011,1,OTT,0,1,0
ribeimi01,2010,1,DAL,10,6,1
richabr01,2009,1,DAL,16,4,0
peverri01,2011,1,BOS,1,4,0
malonry01,2011,1,TBL,0,3,0
friesje01,2006,1,CAL,1,0,0
kesseph01,2009,1,TOR,7,3,2
rozsimi01,2010,1,NYR,1,0,0
ovechal01,2005,1,WAS,13,6,3
atkinca01,2011,1,CBS,1,1,1
alfreda01,2007,1,OTT,7,2,1
svatoma01,2007,1,COL,7,2,1
ruutuja01,2008,1,OTT,5,2,0
lehtije01,2005,1,DAL,1,0,0
leclajo01,2005,1,PIT,1,0,0
macarcl01,2009,2,ATL,1,0,0
sjostfr01,2008,1,NYR,9,3,2
sykorpe02,2005,1,WAS,1,1,1
stpiema01,2008,1,BOS,1,1,0
bailejo01,2009,1,NYI,3,1,0
sullist01,2009,1,NAS,7,2,1
oshietj01,2008,1,STL,6,2,2
kopitan01,2008,1,LAK,7,2,0
muellpe01,2011,1,COL,2,3,1
jokinol01,2009,1,CAL,9,5,1
cheecjo01,2005,1,SJS,6,1,0
pominja01,2009,1,BUF,9,5,2
heatlda01,2011,1,MIN,2,7,1
lombama01,2007,1,CAL,1,0,0
pyattto01,2011,1,TBL,0,1,0
bergepa01,2005,1,BOS,9,2,1
brindro01,2009,1,CAR,1,0,0
omarkli01,2010,1,EDM,5,2,1
sharppa01,2007,1,CHI,5,1,1
havlama01,2006,1,CHI,6,2,1
sakicjo01,2008,1,COL,1,0,0
marlepa01,2006,1,SJS,1,0,0
greenmi03,2010,1,WAS,1,0,0
rydermi01,2008,1,BOS,3,1,1
rundbda01,2011,1,OTT,0,1,0
connech01,2010,1,PIT,1,0,0
wardja01,2006,1,NYR,1,0,0
jonesda01,2011,1,COL,0,1,0
letesma01,2011,2,CBS,2,5,0
kesseph01,2006,1,BOS,7,4,4
jokinol01,2009,2,NYR,1,0,0
bondrpe01,2005,1,ATL,3,0,0
filppva01,2011,1,DET,1,3,1
wellwky01,2007,1,TOR,1,0,0
svatoma01,2006,1,COL,5,1,0
maddejo01,2005,1,NJD,2,0,0
montast01,2008,1,AND,1,0,0
markoan01,2009,1,MTL,1,0,0
vyborda01,2006,1,CBS,9,5,1
maddejo01,2011,1,FLO,0,2,0
upshasc01,2007,1,PHI,1,0,0
whiteto02,2005,1,MIN,2,1,0
horcosh01,2009,1,EDM,7,4,3
letankr01,2010,1,PIT,13,3,1
nylanmi01,2006,1,NYR,13,5,1
winchbr01,2011,1,SJS,0,1,0
modinfr01,2006,1,CBS,3,0,0
stollja01,2007,1,EDM,3,1,1
whitnra01,2008,1,CAR,2,0,0
pyattta01,2006,1,VAN,2,0,0
ovechal01,2008,1,WAS,7,2,0
purcete01,2011,1,TBL,1,2,1
setogde01,2009,1,SJS,3,1,0
halpeje01,2005,1,WAS,2,0,0
sundima01,2005,1,TOR,7,1,1
brindro01,2006,1,CAR,2,1,0
zettehe01,2009,1,DET,11,2,0
palmiky01,2011,1,AND,0,1,0
malonry01,2010,1,TBL,3,2,2
kotalal01,2005,1,BUF,6,2,1
hrdinja01,2005,1,CBS,2,0,0
knublmi01,2005,1,PHI,2,0,0
iginlja01,2009,1,CAL,4,0,0
eratma01,2005,1,NAS,2,2,2
paveljo01,2007,1,SJS,11,7,0
zidlima01,2010,1,MIN,1,0,0
horcosh01,2005,1,EDM,1,0,0
