playerid,year,stint,tmid,w,l,sa,ga
smithmi02,2008,1,TBL,2,7,27,15
hardijo01,2006,1,MIN,0,1,3,1
holtbbr01,2011,1,WAS,0,1,4,2
bironma01,2008,1,PHI,2,3,17,5
lehtoka01,2011,1,DAL,7,3,39,9
niemian02,2009,1,CHI,6,2,32,6
backsni01,2007,1,MIN,1,6,21,12
budajpe01,2010,1,COL,3,0,14,1
masonch02,2008,1,STL,3,4,18,7
grahajo01,2006,1,CAR,0,1,3,2
clemmsc01,2008,1,NJD,2,1,12,3
valiqst01,2006,1,NYR,1,0,4,2
crawfco01,2011,1,CHI,6,4,32,6
andercr01,2010,2,OTT,2,1,12,1
thibajo01,2007,1,BUF,0,2,10,3
lundqhe01,2010,1,NYR,7,3,46,7
poggeju01,2008,1,TOR,0,1,2,2
millery01,2007,1,BUF,4,7,33,14
vokouto01,2005,1,NAS,4,3,20,8
millery01,2009,1,BUF,4,4,31,11
leclapa01,2007,1,CBS,3,4,23,10
fleurma01,2006,1,PIT,9,5,39,9
gerbema01,2005,1,CAR,7,2,33,10
hardijo01,2007,1,MIN,2,2,14,6
hasekdo01,2007,1,DET,3,2,12,3
aubinje01,2006,1,TOR,1,1,11,3
nabokev01,2006,1,SJS,2,1,10,4
lehtoka01,2006,1,ATL,7,4,30,10
gerbema01,2010,1,EDM,1,0,4,1
ersbeer01,2008,1,LAK,1,4,20,8
bernijo01,2011,1,LAK,0,1,2,2
mclenja01,2006,1,CAL,0,1,11,4
mcelhcu01,2009,2,AND,1,2,8,4
leighmi01,2008,1,CAR,1,1,5,3
khabini01,2007,1,CHI,2,4,19,7
garonma01,2007,1,EDM,10,0,32,2
bryzgil01,2007,1,AND,0,1,3,1
brodema01,2007,1,NJD,8,4,43,11
brodema01,2005,1,NJD,8,3,38,9
backsni01,2006,1,MIN,3,5,32,15
gerbema01,2007,1,OTT,2,2,16,5
raycran01,2006,1,TOR,3,6,32,13
auldal01,2006,1,FLO,0,3,8,6
theodjo01,2009,1,WAS,2,2,16,7
budajpe01,2008,1,COL,7,4,35,13
aubinje01,2007,1,LAK,1,1,4,2
labarja01,2011,1,PHO,0,2,11,7
elliobr01,2009,1,OTT,2,4,21,7
dunhami01,2006,1,NYI,1,1,8,3
bishobe01,2011,1,OTT,0,2,6,3
sauveph01,2005,1,CAL,1,0,3,0
lenevda01,2005,1,PHO,0,1,3,1
fleurma01,2008,1,PIT,3,4,22,6
smithmi02,2007,1,DAL,2,0,6,0
auldal01,2011,1,OTT,0,1,4,3
denisma01,2006,1,TBL,4,1,20,2
toivoha01,2007,1,STL,1,2,9,2
tellqmi01,2007,1,PHO,0,2,16,4
rolosdw01,2008,1,EDM,4,4,24,5
toivoha01,2006,1,BOS,1,1,8,3
macdojo01,2010,1,DET,1,2,9,2
labarja01,2007,1,LAK,2,1,10,5
priceca01,2011,1,MTL,5,8,40,14
niittan01,2006,1,PHI,1,4,23,6
enrotjh01,2010,1,BUF,3,0,19,5
masonst01,2008,1,CBS,6,5,31,9
rinnepe01,2009,1,NAS,6,3,45,11
lalimpa01,2008,1,BUF,0,3,10,4
leclapa01,2009,1,OTT,3,1,10,5
bouchbr01,2006,1,CHI,0,2,4,4
dipieri01,2011,1,NYI,0,1,3,1
smithmi02,2006,1,DAL,1,0,3,0
toskave01,2005,1,SJS,0,3,12,5
crawfco01,2010,1,CHI,4,3,19,3
neuvimi01,2010,1,WAS,3,3,21,6
labarja01,2008,1,LAK,0,3,7,6
bobrose01,2011,1,PHI,1,2,8,4
rasktu01,2009,1,BOS,5,4,33,10
rolosdw01,2005,1,MIN,0,1,8,2
turcoma01,2007,1,DAL,3,3,23,9
andercr01,2011,1,OTT,6,1,25,7
cassifr01,2006,1,WAS,0,1,3,2
hardijo01,2008,1,MIN,0,1,2,1
macdojo01,2006,2,BOS,0,1,3,2
eschero01,2005,1,PHI,1,2,8,4
clemmsc01,2005,1,NJD,1,1,7,3
belfoed01,2005,1,TOR,2,4,14,6
wardca01,2008,1,CAR,2,4,19,7
dunhami01,2005,1,ATL,0,2,4,3
norrefr01,2006,1,CBS,3,3,22,8
masonch02,2005,1,NAS,2,0,5,0
enrotjh01,2011,1,BUF,2,3,22,8
reimeja01,2010,1,TOR,1,3,11,3
hillejo01,2010,1,AND,4,2,26,4
thomati01,2007,1,BOS,3,4,18,6
thomati01,2006,1,BOS,8,2,46,8
halakja01,2009,1,MTL,5,2,21,5
wardca01,2009,1,CAR,1,3,13,7
sabouda01,2007,1,PIT,4,1,26,6
valiqst01,2008,1,NYR,1,2,12,3
conklty01,2005,1,EDM,0,1,2,2
legacma01,2006,1,STL,5,3,25,7
wardca01,2006,1,CAR,0,4,14,6
clemmsc01,2007,1,TOR,1,0,3,1
gigueje01,2007,1,AND,6,5,30,10
bryzgil01,2011,1,PHI,3,5,25,13
osgooch01,2009,1,DET,1,2,8,4
johnsbr02,2010,1,PIT,2,1,11,1
lundqhe01,2006,1,NYR,8,4,50,9
masonch02,2006,1,NAS,4,2,20,6
halakja01,2008,1,MTL,2,1,7,2
clemmsc01,2010,1,FLO,2,6,23,12
kolziol01,2005,1,WAS,4,5,44,15
leighmi01,2009,1,CAR,1,0,3,0
masonch02,2011,1,WPG,1,1,8,3
bouchbr01,2009,1,PHI,1,2,7,4
turcoma01,2009,1,DAL,4,8,53,15
hedbejo01,2011,1,NJD,5,2,20,7
