year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1978,NHL,MTL,MTL,WA,NO,1,SC,80,52,17,11.0,,115,,,337,204,Montreal Canadiens,803,6,68,240,7,35,213,7
1977,NHL,DET,DET,WA,NO,2,QF,80,32,34,14.0,,78,,,252,266,Detroit Red Wings,1534,16,59,293,7,64,296,10
1975,WHA,DOT,DOT,,WW,5,,41,14,26,1.0,,29,,,134,172,Denver Spurs/Ottawa Civics,536,,25,149,6,31,148,2
1980,NHL,BUF,BUF,WA,AD,1,QF,80,39,20,21.0,,99,,,327,250,Buffalo Sabres,1194,22,73,310,10,44,268,9
2009,NHL,FLO,FLO,EC,SE,5,,82,32,37,,13,77,6,10,208,244,Florida Panthers,977,16,44,309,8,59,287,7
1960,NHL,DET,DET,,,4,F,70,25,29,16.0,,66,,,195,215,Detroit Red Wings,655,,,,,,,
1939,NHL,TOR,TOR,,,3,F,48,25,17,6.0,,56,,,134,110,Toronto Maple Leafs,474,,,,,,,
2008,NHL,SJS,SJS,WC,PC,1,CQF,82,53,18,,11,117,6,5,257,204,San Jose Sharks,1053,16,87,360,11,51,306,12
1960,NHL,BOS,BOS,,,6,,70,15,42,13.0,,43,,,176,254,Boston Bruins,810,,,,,,,
1945,NHL,TOR,TOR,,,5,,50,19,24,7.0,,45,,,174,185,Toronto Maple Leafs,247,,,,,,,
2010,NHL,DAL,DAL,WC,PC,5,,82,42,29,,11,95,5,7,227,233,Dallas Stars,1066,14,55,306,15,55,277,10
1922,NHL,HAM,BKN,,,4,,24,6,18,0.0,,12,,,81,110,Hamilton Tigers,188,,,,,,,
2006,NHL,PHI,PHI,EC,AT,5,,82,22,48,,12,56,1,6,214,303,Philadelphia Flyers,1301,16,53,376,14,65,420,15
1935,NHL,MTM,MTM,,CA,1,SF,48,22,16,10.0,,54,,,114,106,Montreal Maroons,504,,,,,,,
2006,NHL,AND,ANA,WC,PC,1,SC,82,48,20,,14,110,4,10,258,208,Anaheim Ducks,1457,30,89,398,4,61,410,4
1960,NHL,NYR,NYR,,,5,,70,22,38,10.0,,54,,,204,248,New York Rangers,591,,,,,,,
1978,NHL,WAS,WAS,WA,NO,4,,80,24,41,15.0,,63,,,273,338,Washington Capitals,1312,20,57,302,12,83,279,5
1982,NHL,MNS,DAL,CC,NO,2,DF,80,40,24,16.0,,96,,,321,290,Minnesota North Stars,1520,16,91,345,20,67,347,17
1943,NHL,NYR,NYR,,,6,,50,6,39,5.0,,17,,,162,310,New York Rangers,253,,,,,,,
1981,NHL,NYI,NYI,WA,PT,1,SC,80,54,16,10.0,,118,,,385,250,New York Islanders,1328,2,80,284,3,65,332,16
1993,NHL,ANA,ANA,WC,PC,4,,84,33,46,5.0,,71,,,229,251,Mighty Ducks of Anaheim,1507,24,54,376,13,67,388,9
1923,PCHA,VAM,VMR,,,2,SCSF,30,13,16,1.0,,27,,,87,80,Vancouver Maroons,,,,,,,,
1924,WCHL,CAT,CAT,,,1,WF,28,17,11,0.0,,34,,,96,80,Calgary Tigers,,,,,,,,
1976,NHL,PHI,PHI,CC,PT,1,SF,80,48,16,16.0,,112,,,323,213,Philadelphia Flyers,1547,6,52,236,3,57,326,11
2009,NHL,TBL,TBL,EC,SE,4,,82,34,36,,12,80,4,7,217,260,Tampa Bay Lightning,1377,20,63,326,6,67,336,2
1917,PCHA,PO1,PO1,,,3,,18,7,11,0.0,,14,,,63,75,Portland Rosebuds,,,,,,,,
2006,NHL,NYR,NYR,EC,AT,3,CSF,82,42,30,,10,94,9,5,242,216,New York Rangers,1109,22,75,406,6,65,400,11
1971,NHL,MNS,DAL,,WD,2,QF,78,37,29,12.0,,86,,,212,191,Minnesota North Stars,853,8,53,262,6,49,277,4
2000,NHL,NYI,NYI,EC,AT,5,,82,21,51,7.0,3,52,,,185,268,New York Islanders,1339,14,51,386,14,79,445,9
1939,NHL,BOS,BOS,,,1,SF,48,31,12,5.0,,67,,,170,98,Boston Bruins,330,,,,,,,
1926,NHL,NYR,NYR,,AM,1,SF,44,25,13,6.0,,56,,,95,72,New York Rangers,385,,,,,,,
1986,NHL,QUE,COL,WA,AD,4,DF,80,31,39,10.0,,72,,,267,276,Quebec Nordiques,1741,12,76,354,12,52,311,8
2002,NHL,NYI,NYI,EC,AT,3,CQF,82,35,34,11.0,2,83,,,224,231,New York Islanders,1244,30,58,384,5,67,405,12
1913,NHA,MOC,MTL,,,2,NHAF,20,13,7,0.0,,26,,,85,65,Montreal Canadiens,,,,,,,,
2003,NHL,CAR,CAR,EC,SE,3,,82,28,34,14.0,6,76,,,172,209,Carolina Hurricanes,1102,16,41,384,9,66,359,9
1974,NHL,WAS,WAS,WA,NO,5,,80,8,67,5.0,,21,,,181,446,Washington Capitals,1085,14,48,372,18,94,328,8
