year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2011,NHL,NJD,24,13,,4,24,15,,2,,,,,4,4,,1,8,6,,0,9,5,,0,6,4,,2,8,4,,1,10,5,,2,3,0,,0
1998,NHL,CAL,15,20,6.0,,15,20,6.0,,,,,,2,5,2,,6,8,0,,4,8,1,,4,6,2.0,,5,2,5.0,,7,5,2,,2,6,0,
1981,NHL,WAS,16,16,8.0,,10,25,5.0,,,,,,1,11,0,,5,4,2,,4,9,1,,4,5,5.0,,6,6,1.0,,4,6,4,,2,0,0,
1974,WHA,SDM,26,11,2.0,,17,20,2.0,,,,,,4,1,0,,7,6,0,,4,9,1,,8,4,0.0,,6,7,1.0,,12,3,1,,2,1,1,
1993,NHL,WAS,17,16,9.0,,22,19,1.0,,,,,,6,7,0,,4,6,1,,7,4,2,,5,7,1.0,,9,2,2.0,,4,6,4,,4,3,0,
1919,PCHA,VA2,8,3,0.0,,2,9,0.0,,,,,,,,,,,,,,1,1,0,,4,5,0.0,,4,4,0.0,,1,2,0,,,,,
1992,NHL,MTL,27,13,2.0,,21,17,4.0,,,,,,7,3,2,,10,3,1,,5,8,1,,10,4,1.0,,8,1,1.0,,6,7,0,,2,4,0,
1911,NHA,QU1,7,2,0.0,,3,6,0.0,,,,,,,,,,,,,,0,1,0,,4,4,0.0,,5,3,0.0,,1,0,0,,,,,
2006,NHL,CAL,30,9,,2,13,20,,8,,,,,3,6,,1,8,4,,1,8,4,,2,8,3,,2,7,4,,3,9,4,,1,0,4,,0
2001,NHL,DET,28,7,5.0,1,23,10,5.0,3,,,,,11,2,0,0,11,1,1,1,6,5,2,1,8,2,3.0,0,7,1,0.0,0,8,3,2,0,0,3,2,2
1986,NHL,WAS,22,15,3.0,,16,17,7.0,,,,,,5,5,1,,2,8,4,,5,6,1,,9,5,2.0,,6,4,0.0,,8,4,2,,3,0,0,
1990,NHL,LAK,26,9,5.0,,20,15,5.0,,,,,,9,3,1,,7,3,2,,3,7,2,,9,5,0.0,,10,2,2.0,,8,4,3,,,,,
1974,NHL,CHI,24,12,4.0,,13,23,4.0,,,,,,6,3,1,,3,6,2,,8,6,1,,7,6,0.0,,6,6,3.0,,5,7,1,,2,1,0,
1925,WCHL,EDE,10,4,0.0,,9,7,0.0,,,,,,,,,,,,,,5,2,0,,4,6,0.0,,7,3,0.0,,3,0,0,,,,,
1997,NHL,CAR,16,18,7.0,,17,23,1.0,,,,,,3,8,3,,7,5,1,,5,8,1,,5,7,1.0,,1,2,1.0,,8,5,1,,4,6,0,
1974,WHA,EDO,25,12,2.0,,11,26,2.0,,,,,,0,2,0,,8,4,0,,9,4,0,,6,7,2.0,,6,7,1.0,,5,12,1,,2,2,0,
