year,hofid,name,category
1965,howesy01h,Syd Howe,Player
1991,pulfobo01h,Bob Pulford,Player
1982,cournyv01h,Yvan Cournoyer,Player
2001,patricr01h,Craig Patrick,Builder
1975,hallgl01h,Glenn Hall,Player
1989,sittlda01h,Darryl Sittler,Player
1950,drinkgr01h,Graham Drinkwater,Player
1995,cookbu01h,Bun Cook,Player
1972,belivje01h,Jean Beliveau,Player
1992,mcdonla01h,Lanny McDonald,Player
1973,raynech01h,Chuck Rayner,Player
1961,halljo01h,Joe Hall,Player
1964,durnabi01h,Bill Durnan,Player
1963,hewitbo01h,Bobby Hewitson,Referee/Linesman
1947,caldefr01h,Frank Calder,Builder
1947,sutheja01h,James Sutherland,Builder
1973,smithto01h,Tommy Smith,Player
1961,brownge03h,George Brown,Builder
1977,ahearbu01h,Bunny Ahearne,Builder
1945,vezinge01h,Georges Vezina,Player
2002,gillicl01h,Clark Gillies,Player
2009,yzermst01h,Steve Yzerman,Player
1949,rossar01h,Art Ross,Player
1965,mosiebi01h,Bill Mosienko,Player
1962,westwha01h,Harry Westwick,Player
1960,walkeja01h,Jack Walker,Player
1998,goulemi01h,Michel Goulet,Player
1976,bowerjo01h,Johnny Bower,Player
1992,johnsbo02h,Bob Johnson,Builder
1970,johnsto01h,Tom Johnson,Player
1960,adamsch01h,Charles Adams,Builder
1959,thompti01h,Tiny Thompson,Player
1950,davidal01h,Scotty Davidson,Player
1962,obrieja01h,Ambrose O'Brien,Builder
1972,smithho01h,Hooley Smith,Player
2001,gartnmi01h,Mike Gartner,Player
1960,manthsy01h,Sylvio Mantha,Player
1990,perregi01h,Gilbert Perreault,Player
1961,rankifr01h,Frank Rankin,Player
2003,kilrebr01h,Brian Kilrea,Builder
1987,giacoed01h,Ed Giacomin,Player
1975,drillgo01h,Gordie Drillon,Player
1986,hanlebi01h,Bill Hanley,Builder
2003,fuhrgr01h,Grant Fuhr,Player
1983,sindeha01h,Harry Sinden,Builder
1984,esposph01h,Phil Esposito,Player
1947,patrile01h,Lester Patrick,Player
1976,gibsoja02h,Jack Gibson,Builder
1977,hortoti01h,Tim Horton,Player
1993,damicjo01h,John D'Amico,Referee/Linesman
1950,triheha01h,Harry Trihey,Player
1975,pilotpi01h,Pierre Pilote,Player
1964,siebeba01h,Babe Siebert,Player
1950,griffsi01h,Si Griffis,Player
1970,gadsbbi01h,Bill Gadsby,Player
1966,lindste01h,Ted Lindsay,Player
1985,cheevge01h,Gerry Cheevers,Player
1985,olmstbe01h,Bert Olmstead,Player
1961,appssy01h,Syl Apps,Player
1958,raymodo01h,Donat Raymond,Builder
1952,johnsmo01h,Moose Johnson,Player
2006,duffdi01h,Dick Duff,Player
1968,cowlebi01h,Bill Cowley,Player
1970,lebelro01h,Bob LeBel,Builder
1963,goodfeb01h,Ebbie Goodfellow,Player
1958,conneal01h,Alec Connell,Player
1992,dionnma01h,Marcel Dionne,Player
1969,wortero01h,Roy Worters,Player
1984,imlacpu01h,Punch Imlach,Builder
1982,francem01h,Emile Francis,Builder
1985,mariujo01h,John Mariucci,Builder
1977,cattajo01h,Joseph Cattarinich,Builder
2010,seamado01h,Doc Seaman,Builder
1990,poilebu01h,Bud Poile,Builder
1970,dyeba01h,Babe Dye,Player
2009,robitlu01h,Luc Robitaille,Player
1962,huttobo01h,Bowse Hutton,Player
1986,keonda01h,Dave Keon,Player
1999,morriia01h,Scotty Morrison,Builder
1988,oconnbu01h,Buddy O'Connor,Player
2011,nieuwjo01h,Joe Nieuwendyk,Player
1988,parkbr01h,Brad Park,Player
2006,brookhe01h,Herb Brooks,Builder
1966,brimsfr01h,Frank Brimsek,Player
1965,russebl01h,Blair Russell,Player
