year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2007,NHL,PIT,20,14,6,0,61,43,323,2,21,92,2,11,85,1
1982,NHL,BOS,17,9,8,0,65,61,332,2,13,77,1,15,67,4
2011,NHL,NAS,10,5,5,0,22,21,92,2,5,41,0,5,35,0
1999,NHL,SJS,12,5,7,0,27,37,164,2,10,63,2,13,61,2
1926,NHL,MTM,2,0,1,1,1,2,18,,,,,,,
1991,NHL,NJD,7,3,4,0,25,28,177,4,5,29,4,9,35,1
1921,NHL,OTS,2,0,1,1,4,5,30,,,,,,,
1980,NHL,MNS,19,12,7,0,84,74,321,4,24,98,5,18,66,6
1968,NHL,LAK,11,4,7,0,28,41,162,,6,,1,7,,1
1999,NHL,DET,9,5,4,0,23,19,132,0,10,43,0,5,49,1
1979,NHL,CHI,7,3,4,0,19,20,120,0,7,23,0,7,26,0
2010,NHL,CHI,7,3,4,0,22,16,76,0,6,29,0,4,18,1
1944,NHL,TOR,13,8,5,0,24,30,62,,,,,,,
1921,NHL,TRS,2,1,0,1,5,4,28,,,,,,,
1988,NHL,STL,10,5,5,0,35,34,216,6,8,56,,6,38,1
2008,NHL,SJS,6,2,4,0,10,18,85,0,4,24,0,5,23,0
1913,NHA,TBS,2,1,1,0,6,2,,,,,,,,
2002,NHL,TOR,7,3,4,0,16,24,89,2,3,25,1,5,33,2
1934,NHL,BOS,4,1,3,0,2,7,25,,,,,,,
1937,NHL,TOR,7,4,3,0,14,13,59,,,,,,,
1942,NHL,TOR,6,2,4,0,17,20,46,,,,,,,
1978,NHL,BOS,11,7,4,0,36,32,131,4,6,25,0,8,32,1
2008,NHL,NYR,7,3,4,0,11,19,120,2,4,31,1,6,33,0
1924,WCHL,VIC,4,2,0,2,9,5,,,,,,,,
1947,NHL,BOS,5,1,4,0,13,20,39,,,,,,,
1993,NHL,NYI,4,0,4,0,3,22,83,0,1,17,0,8,27,0
1997,NHL,OTT,11,5,6,0,20,30,135,2,8,51,4,7,39,1
1930,NHL,CHI,9,5,3,1,15,14,98,,,,,,,
1968,NHL,BOS,10,6,4,0,40,20,226,,11,,1,7,,5
2001,NHL,VAN,6,2,4,0,16,22,62,0,4,27,3,7,25,0
1981,NHL,STL,10,5,5,0,39,36,234,4,6,44,1,10,50,1
1986,NHL,LAK,5,1,4,0,20,32,118,0,5,28,1,8,30,0
1932,NHL,BOS,5,2,3,0,7,9,50,,,,,,,
1992,NHL,VAN,12,6,6,0,46,43,188,2,12,56,2,12,56,0
1918,PCHA,VML,2,1,1,0,5,7,,,,,,,,
2006,NHL,NAS,5,1,4,0,14,16,148,0,3,22,0,2,30,1
1982,NHL,VAN,4,1,3,0,14,17,136,0,2,20,0,4,18,0
2003,NHL,NJD,5,1,4,0,9,14,28,0,3,18,0,4,12,0
1941,NHL,BOS,5,2,3,0,10,16,30,,,,,,,
2006,NHL,NJD,11,5,6,0,30,29,126,4,10,50,2,8,46,0
1970,NHL,TOR,6,2,4,0,15,16,147,,3,,1,4,,0
1923,PCHA,VAM,5,2,2,1,11,13,,,,,,,,
1977,NHL,PHI,12,7,5,0,37,35,245,2,9,30,0,7,37,0
2001,NHL,MTL,12,6,6,0,32,39,172,2,9,48,2,11,48,0
1991,NHL,DET,11,4,7,0,29,30,206,0,7,51,0,9,61,3
1975,NHL,NYI,13,7,6,0,43,39,247,0,9,49,2,7,60,1
1943,NHL,TOR,5,1,4,0,6,23,48,,,,,,,
1919,PCHA,VML,2,1,1,0,3,7,,,,,,,,
1981,NHL,WIN,4,1,3,0,13,20,121,0,5,26,0,2,16,0
