playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
joliaau01,1923,MTL,NHL,L,4,3,1,4,6
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
walkeja01,1918,SEA,PCHA,C,5,3,0,3,9
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
wilsocu01,1918,SEA,PCHA,R,5,1,3,4,6
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
harrism01,1920,VML,PCHA,L,5,2,1,3,6
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
darraja01,1919,OTS,NHL,R/L,5,5,2,7,3
phillme01,1925,MTM,NHL,F,4,1,1,2,0
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
adamsbi01,1920,VML,PCHA,R,4,0,0,0,0
pitredi01,1916,MOC,NHA,R,4,5,0,5,6
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
smyliro01,1921,TRS,NHL,L,5,1,3,4,0
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
corbebe01,1918,MTL,NHL,D,5,0,1,1,3
roachjo01,1921,TRS,NHL,G,5,0,0,0,0
crawfru01,1923,CAT,WCHL,L,2,0,0,0,0
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
berlilo01,1915,MOC,NHA,L,2,0,0,0,0
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
wilsocu01,1913,TBS,NHA,R,3,3,0,3,15
moranpa01,1912,QU1,NHA,G,3,0,0,0,0
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
bouchfr01,1923,VAM,PCHA,C,2,1,1,2,2
marshja02,1913,TBS,NHA,D,3,1,0,1,2
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
irvinde01,1915,PO1,PCHA,D,5,0,0,0,14
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
patrile01,1912,VA1,PCHA,D,3,4,0,4,4
lalonne01,1916,MOC,NHA,C,4,1,0,1,21
rowebo01,1913,VA1,PCHA,D,3,0,0,0,3
frasego01,1925,VIC,WCHL,D,4,0,0,0,14
morenho01,1924,MTL,NHL,C,4,4,1,5,4
carpeed01,1916,SEA,PCHA,D,4,0,0,0,3
dyeba01,1921,TRS,NHL,R,5,9,1,10,3
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
mackami01,1914,VML,PCHA,L,3,4,2,6,6
lehmahu01,1922,VAM,PCHA,G,4,0,0,0,0
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
mcdonra01,1917,VML,PCHA,L,3,2,1,3,9
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
clancki01,1922,OTS,NHL,D,6,1,0,1,4
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
prodggo01,1915,MOC,NHA,D,5,3,1,4,6
darraja01,1914,OT1,NHA,C,2,3,0,3,6
nighbfr01,1922,OTS,NHL,C,6,1,1,2,10
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
noblere01,1921,TRS,NHL,L,5,0,1,1,9
murrato01,1915,PO1,PCHA,G,5,0,0,0,0
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
cookll01,1921,VML,PCHA,D,5,1,0,1,6
parkeer01,1922,VAM,PCHA,R,4,0,2,2,2
cleghsp01,1919,OTS,NHL,D,5,0,1,1,4
gardihe01,1923,CAT,WCHL,D,2,1,0,1,0
foystfr01,1913,TBS,NHA,C,3,2,0,2,3
dennecy01,1922,OTS,NHL,L,6,1,1,2,8
denneco01,1922,VAM,PCHA,C,3,0,0,0,0
stanlba01,1917,VML,PCHA,R,5,2,0,2,6
camerha01,1921,TRS,NHL,D,4,0,2,2,11
holmeha01,1919,SEA,PCHA,G,5,0,0,0,0
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
meekiha01,1924,VIC,WCHL,L,4,0,1,1,2
