playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
sloanty01,2008,1,WAS,NHL,D,26,1,4,5,14,4,0,0,0,0,0,,8,2,0,1,1,0,1,0,0,0,0,0,1
cheecjo01,2009,1,OTT,NHL,R,61,5,9,14,20,-13,0,0,0,0,0,,117,1,0,0,0,0,0,0,0,0,0,0,0
belakwa01,2005,1,TOR,NHL,D,55,0,3,3,109,-13,0,0,0,0,0,,16,,,,,,,,,,,,
hillmla01,1965,1,TOR,NHL,D,48,3,25,28,34,,3,,0,,0,0,,4,1,1,2,6,,,,,,0,
lemiema01,1993,1,PIT,NHL,C,22,17,20,37,32,-2,7,8,0,0,4,0,92,6,4,3,7,2,-4,1,1,0,0,0,23
carpeed01,1915,1,SEA,PCHA,D,18,6,4,10,17,,,,,,,,,,,,,,,,,,,,
brylise01,1997,1,NJD,NHL,C,18,2,3,5,0,4,0,0,0,0,0,1,20,,,,,,,,,,,,
clitsgr01,2010,1,CBS,NHL,D,31,4,15,19,16,2,2,8,0,0,0,,50,,,,,,,,,,,,
ballake01,2009,1,FLO,NHL,D,82,8,20,28,88,-7,1,8,0,1,1,,90,,,,,,,,,,,,
beaurst01,1990,1,WIN,NHL,G,16,0,1,1,2,0,0,,0,,0,0,0,,,,,,,,,,,,
pratttr01,1969,1,PIT,NHL,D,65,5,7,12,124,-29,0,,0,,1,1,73,10,0,1,1,51,,0,,0,,0,
shawda01,1993,1,BOS,NHL,D,55,1,9,10,85,-11,0,0,0,1,0,0,107,13,1,2,3,16,4,0,0,0,0,1,19
krusepa01,1997,1,NYI,NHL,L,62,6,1,7,138,-12,0,0,0,0,2,1,44,,,,,,,,,,,,
renauma01,1983,1,BUF,NHL,D,10,1,3,4,6,1,0,,0,,0,0,11,,,,,,,,,,,,
cleghod01,1914,1,MOW,NHA,,15,21,5,26,39,,,,,,,,,2,0,,,,,,,,,,
nedorva01,2001,1,COL,NHL,L,25,2,2,4,2,-4,1,0,0,0,0,0,22,,,,,,,,,,,,
shuttst01,1984,2,LAK,NHL,L,59,16,25,41,10,-16,5,,0,,1,0,127,3,0,0,0,4,-4,0,,0,,0,6
haworal01,1987,1,QUE,NHL,C,72,23,34,57,112,-5,6,12,0,0,2,0,171,,,,,,,,,,,,
curryfl01,1957,1,MTL,NHL,R,42,2,3,5,8,,,,,,,,,7,0,0,0,2,,,,,,,
vanalsh01,1999,1,OTT,NHL,C,75,9,19,28,37,20,0,0,2,1,4,0,75,6,0,1,1,9,0,0,0,0,0,0,5
blouisy01,1998,1,MTL,NHL,L,5,0,0,0,19,0,0,0,0,0,0,0,1,,,,,,,,,,,,
oatesad01,1995,1,BOS,NHL,C,70,25,67,92,18,16,7,24,1,2,2,0,183,5,2,5,7,2,-3,0,3,1,1,0,13
perssri01,2000,1,OTT,NHL,D,33,1,8,9,35,8,0,2,0,0,1,0,43,2,0,0,0,0,0,0,0,0,0,0,2
byersda01,2011,1,CBS,NHL,L,8,0,0,0,29,0,0,0,0,0,0,,8,,,,,,,,,,,,
barrefr01,1970,1,MNS,NHL,D,57,0,13,13,75,2,0,,0,,0,0,75,,,,,,,,,,,,
mckense01,1981,1,BUF,NHL,R,3,0,1,1,2,3,0,,0,,0,0,6,,,,,,,,,,,,
johnsmo01,1914,1,PO1,PCHA,D,18,6,4,10,21,,,,,,,,,,,,,,,,,,,,
morrige01,1976,1,CAC,WHA,C,63,11,19,30,10,-10,2,,0,,,,99,,,,,,,,,,,,
brinddo01,1972,1,CLC,WHA,C,73,15,11,26,6,,2,,0,,,,,9,0,0,0,6,,0,,0,,0,
lambma01,1988,1,EDM,NHL,C,20,2,8,10,14,4,1,0,0,0,0,0,20,6,0,2,2,8,1,0,0,0,0,0,8
morrish01,2003,1,BOS,NHL,D,30,1,7,8,10,10,0,0,0,0,0,0,13,,,,,,,,,,,,
ratelje01,1960,1,NYR,NHL,C,3,2,1,3,0,,,,,,,,,,,,,,,,,,,,
mccletr01,1998,1,MTL,NHL,R,46,0,0,0,29,-1,0,0,0,0,0,0,18,,,,,,,,,,,,
rozsimi01,2002,1,PIT,NHL,D,53,4,6,10,40,-5,1,3,0,0,0,0,61,,,,,,,,,,,,
tippeda01,1985,1,HAR,NHL,L,80,14,20,34,18,9,0,,2,,1,0,118,10,2,2,4,4,3,0,,1,,0,18
demarab01,1938,1,CHI,NHL,C,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,
heavepa01,1976,1,BIR,WHA,D,5,0,0,0,0,0,0,,0,,0,,1,,,,,,,,,,,,
knutses01,1997,1,ANA,NHL,C,19,3,0,3,6,-10,1,0,0,0,0,1,21,,,,,,,,,,,,
suttoan01,2009,2,OTT,NHL,D,18,1,0,1,34,-7,0,0,0,0,0,,19,6,0,0,0,8,-2,0,0,0,0,0,3
grattch01,2005,1,FLO,NHL,C,76,17,22,39,104,6,4,4,1,0,2,,135,,,,,,,,,,,,
tjarnma01,2006,1,DAL,NHL,L,18,1,3,4,4,-3,0,0,0,0,0,,13,,,,,,,,,,,,
manthge01,1929,1,MTL,NHL,L,44,5,2,7,16,,,,,,,,,6,0,0,0,8,,,,,,,
staplpa01,1974,1,CHC,WHA,D,68,4,30,34,38,-9,2,,0,,,,105,,,,,,,,,,,,
gagnesa01,2010,1,EDM,NHL,C,68,15,27,42,37,-17,3,6,1,0,2,,138,,,,,,,,,,,,
cleghsp01,1915,1,MOW,NHA,,8,9,4,13,22,,,,,,,,,,,,,,,,,,,,
corsosh01,1997,1,MTL,NHL,L,62,21,34,55,108,2,14,9,1,2,1,0,142,10,3,6,9,26,3,1,2,0,0,1,33
barrato01,1991,1,PIT,NHL,G,57,0,4,4,30,0,0,0,0,3,0,0,0,21,0,2,2,4,0,0,,0,,0,0
mcelhcu01,2009,2,AND,NHL,G,10,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,
hawerda01,1996,1,PHI,NHL,C,51,12,22,34,32,9,6,5,0,0,2,0,102,17,2,5,7,0,-2,1,3,0,0,1,24
bawaro01,1992,1,SJS,NHL,R,42,5,0,5,47,-25,0,0,0,0,1,1,25,,,,,,,,,,,,
vujtevl01,2002,1,PIT,NHL,L,5,0,1,1,0,-4,0,1,0,0,0,0,3,,,,,,,,,,,,
drivebr01,1987,1,NJD,NHL,D,74,15,40,55,68,7,7,27,0,0,0,0,190,18,3,7,10,14,2,3,5,0,0,0,16
paillda01,2007,1,BUF,NHL,L,77,19,16,35,14,9,0,0,3,0,2,,110,,,,,,,,,,,,
tsygude01,1993,1,BUF,NHL,D,8,0,0,0,8,-1,0,0,0,0,0,0,3,,,,,,,,,,,,
gamblbr01,1970,2,PHI,NHL,G,11,0,0,0,0,0,0,,0,,0,0,0,2,0,0,0,0,,0,,0,,0,
mulleki01,1995,2,TOR,NHL,C,36,9,16,25,42,-3,7,3,0,1,1,0,79,6,3,2,5,0,-1,2,0,0,0,0,12
gardibr01,1999,1,OTT,NHL,R,10,0,3,3,4,1,0,0,0,0,0,0,18,,,,,,,,,,,,
tkachke01,2003,1,STL,NHL,L,75,33,38,71,83,8,18,14,0,0,8,2,233,5,0,2,2,10,-1,0,0,0,0,0,12
parenbe01,1978,1,PHI,NHL,G,36,0,2,2,8,0,0,,0,,0,0,0,,,,,,,,,,,,
diducge01,1994,1,VAN,NHL,D,22,1,3,4,15,-8,1,1,0,0,0,0,25,,,,,,,,,,,,
