playerid,award,year,lgid,note,pos
moogan01,Jennings,1989,NHL,shared,
lachel01,Second Team All-Star,1943,NHL,,C
malkiev01,Lindsay,2011,NHL,,
mikitst01,First Team All-Star,1962,NHL,,C
quackbi01,Second Team All-Star,1946,NHL,,D
leclajo01,First Team All-Star,1997,NHL,,LW
kellyre01,Lady Byng,1953,NHL,,
appssy01,First Team All-Star,1941,NHL,,C
orrbo01,Norris,1970,NHL,,
trembjc01,First Team All-Star,1972,WHA,,D
chaseke01,King Clancy,1997,NHL,,
jagrja01,All-Rookie,1990,NHL,,LW
plantja01,Vezina,1958,NHL,,
malkiev01,First Team All-Star,2011,NHL,,C
martiri01,First Team All-Star,1973,NHL,,LW
plantja01,Vezina,1961,NHL,,
mullejo01,Lady Byng,1988,NHL,,
brodatu01,Second Team All-Star,1941,NHL,,G
fedorse01,Pearson,1993,NHL,,
esposto01,Vezina,1973,NHL,tie,
niedesc01,All-Rookie,1992,NHL,,D
pronoma01,First Team All-Star,1960,NHL,,D
staplpa01,Second Team All-Star,1971,NHL,,D
roypa01,Second Team All-Star,1987,NHL,,G
selante01,Second Team All-Star,1997,NHL,,RW
stlouma01,Lady Byng,2009,NHL,,
bouchfr01,Second Team All-Star,1930,NHL,,C
sakicjo01,First Team All-Star,2003,NHL,,C
macdolo01,Masterton,1972,NHL,,
thompti01,Vezina,1937,NHL,,
whitnra01,Second Team All-Star,2011,NHL,,LW
laflegu01,Art Ross,1975,NHL,,
belivje01,Second Team All-Star,1968,NHL,,C
esposph01,First Team All-Star,1968,NHL,,C
brimsfr01,Second Team All-Star,1947,NHL,,G
chelich01,Messier,2006,NHL,,
bouchbr01,All-Rookie,1999,NHL,,G
bathgan01,Second Team All-Star,1962,NHL,,RW
thomati01,Crozier,2008,NHL,,
orrbo01,Norris,1968,NHL,,
leclajo01,First Team All-Star,1994,NHL,,LW
coultar01,Second Team All-Star,1934,NHL,,D
sawchte01,Second Team All-Star,1958,NHL,,G
richama01,First Team All-Star,1954,NHL,,RW
redmomi01,Second Team All-Star,1973,NHL,,RW
yzermst01,Selke,1999,NHL,,
millery01,Vezina,2009,NHL,,
volekda01,All-Rookie,1988,NHL,,LW
schmimi01,First Team All-Star,1939,NHL,,C
bouchbu01,First Team All-Star,1946,NHL,,D
osgooch01,Jennings,2007,NHL,shared,
stlouma01,First Team All-Star,2003,NHL,,RW
clarkbo01,Pearson,1973,NHL,,
hasekdo01,First Team All-Star,2000,NHL,,G
haywabr01,Jennings,1987,NHL,shared,
gonchse01,Second Team All-Star,2002,NHL,,D
boyleda01,Second Team All-Star,2008,NHL,,D
conacro01,First Team All-Star,1948,NHL,,LW
mikitst01,Art Ross,1964,NHL,,
kerrti01,Masterton,1988,NHL,,
bathgan01,First Team All-Star,1961,NHL,,RW
faulkju01,All-Rookie,2011,NHL,,D
broderi01,Second Team All-Star,1978,WHA,,G
