film_id,title,description
124,КАСПЕР ДРАГОНФЛИ,"Беспощадный документальный фильм о лодке и крокодиле, который должен охотиться за роботом в пустыне Сахара"
213,ДАТА ПРОДОЛЖЕНИЯ,"Прикасающаяся Сага композитора и музея, которые должны открыть дантиста в Конвенции MySQL"
259,ДЮК РАСЕР,"Учительская ярна и белка, которые должны одолеть собаку в акульем танке"
338,ФРИСКО,"Прекрасный документальный фильм о женщине и пионере, который должен преследовать безумного учёного в акульем танке"
388,ГРУЗОВАЯ МЕСТА,"Эпическое воспоминание о пасторском поваре и Исследователе, который должен дотянуться до дантиста в пустыне Сахара"
465,Интервью ЛИАИЗОНЫ,"Взгляд на студента и дворецкого, который должен открыть базу данных в Манхэттенском пентхаусе"
517,УРОКИ КЛОПАТРА,"Эмоциональная демонстрация человека и исследователь, который должен построить мальчика в Манхэттенском пентхаусе"
532,ЛЮБОЙ ГУСТЛЕР,"Потрясающая драма робота и феминиста, который должен перестрелять дворецкого в Нигерии"
597,МОНВАЛКЕР ФУЛ,"Эпическая драма феминистки и пионера, который должен поглотить композитора в Новом Орлеане"
647,ВНЕШНИЙ МАССАКРЕ,"Разумная драма мужа и секретного агента, который должен искать администратора базы данных в древней Индии"
729,РАЙДЕР КАДИСК,"Дыхание обезьяны и обезьяны, которые должны отследить мус в Нигерии"
734,АВТОДОРОЖНАЯ РОКСАННА,"Скучное изучение официантки и астронавта, которые должны бороться с крокодилом в Древней Японии"
738,Мать-королева,"Внушающий благоговение характер исследования робота и сумо-рестлера, который должен открыть жениха в акульем танке"
747,РОКСАННА РЕБЕЛЬ,"Потрясающая история пирожного шеф-повара и администратора базы данных, который должен бороться с человеком в отчаянии"
812,ДВИГАЮЩАЯСЯ БАРБАРЕЛЬЯ,"Недостаток сага безумной коровы и безумного учёного, который должен поглотить кошку в Конвенции MySQL"
825,СРОКИ СВЯЗИ С ДАННЫМИ,"Драма неудачной работы судебно-психиатра и машины, которая должна вернуть человека в Манхэттенский пентхаус"
841,СТАРНАЯ ОПЕРАЦИЯ,"Разумный образ девушки и машины, которые должны следовать за безумной коровой в акульем танке"
936,Рокки-вывозчик,"Блестящее воспоминание о человеке и женщине, которая должна побеждать пионера в конвенции MySQL"
942,ВЕТЕРНАМСКАЯ ТУША,"Недостаток, демонстрируемый дворецким и человеком, который должен поймать исследователь в Советской Грузии"
972,ЖЕНЩИНА ЗАМЕСТИТЕЛЯ,"Беспокойная история дантиста и охотника, который должен противостоять обезьяне в Древней Японии"
994,ЖЕЛАЮЩАЯ СТОРММА,"Внушающая благоговение панорама робота и лодки, которая должна превзойти феминистку в U-Boat"
