city_id,city,country_id,last_update
3,Абу-Даби,101,2006-02-15T03:45:25
6,Аддис-Абеба,31,2006-02-15T03:45:25
15,Аль-Кадариф,89,2006-02-15T03:45:25
29,Апельдорн,67,2006-02-15T03:45:25
30,Араатуба,15,2006-02-15T03:45:25
32,Аресибо,77,2006-02-15T03:45:25
36,Ашкелон,48,2006-02-15T03:45:25
39,Атинск,80,2006-02-15T03:45:25
51,Балургхат,44,2006-02-15T03:45:25
63,Bchar,2,2006-02-15T03:45:25
66,Пояс,15,2006-02-15T03:45:25
69,Бенин,69,2006-02-15T03:45:25
96,Буэнавентура,24,2006-02-15T03:45:25
104,Кавите,75,2006-02-15T03:45:25
139,Даксиан,23,2006-02-15T03:45:25
159,Энши,23,2006-02-15T03:45:25
169,Фиродзабад,44,2006-02-15T03:45:25
171,Фонтана,103,2006-02-15T03:45:25
179,Гэтино,20,2006-02-15T03:45:25
180,Газиантеп,97,2006-02-15T03:45:25
186,Грац,9,2006-02-15T03:45:25
187,Гринсборо,103,2006-02-15T03:45:25
193,Нагнетание,23,2006-02-15T03:45:25
209,Hsichuh,92,2006-02-15T03:45:25
210,Хуайан,23,2006-02-15T03:45:25
216,Идфу,29,2006-02-15T03:45:25
231,Джайпур,44,2006-02-15T03:45:25
236,Джастзеби-Здрдж,76,2006-02-15T03:45:25
244,Йоханнесбург,85,2006-02-15T03:45:25
248,&lt; &lt; Юис де Фора &gt; &gt;,15,2006-02-15T03:45:25
272,Китве,109,2006-02-15T03:45:25
273,Клерксдорп,85,2006-02-15T03:45:25
274,Колпино,80,2006-02-15T03:45:25
275,Конотоп,100,2006-02-15T03:45:25
282,Крючок,59,2006-02-15T03:45:25
288,Ла-Пас,60,2006-02-15T03:45:25
292,Ланкастер,103,2006-02-15T03:45:25
299,Лесан,23,2006-02-15T03:45:25
304,Лилонгве,58,2006-02-15T03:45:25
312,Лондон,102,2006-02-15T03:45:25
313,Лондон,20,2006-02-15T03:45:25
315,Лубумбаши,25,2006-02-15T03:45:25
324,Манди Бахауддин,72,2006-02-15T03:45:25
329,Маскат,71,2006-02-15T03:45:25
330,Матаморос,60,2006-02-15T03:45:25
335,Mexicali,60,2006-02-15T03:45:25
341,Монклова,60,2006-02-15T03:45:25
348,Мвен-Диту,25,2006-02-15T03:45:25
358,Нахон Саван,94,2006-02-15T03:45:25
363,Нджамна,21,2006-02-15T03:45:25
366,Нха Транг,105,2006-02-15T03:45:25
367,Низнекамск,80,2006-02-15T03:45:25
368,Нови Сад,108,2006-02-15T03:45:25
369,Новотеркаск,80,2006-02-15T03:45:25
385,Оска,100,2006-02-15T03:45:25
393,Пачука де Сото,60,2006-02-15T03:45:25
404,Пеориа,103,2006-02-15T03:45:25
407,Пингсианг,23,2006-02-15T03:45:25
409,Плоскость,76,2006-02-15T03:45:25
416,Пудуккоттай,44,2006-02-15T03:45:25
421,Калюб,29,2006-02-15T03:45:25
425,Рэй Барели,44,2006-02-15T03:45:25
431,Рио-Кларо,15,2006-02-15T03:45:25
436,Рузвельт,17,2006-02-15T03:45:25
437,Рустенбург,85,2006-02-15T03:45:25
440,Сагамихара,50,2006-02-15T03:45:25
446,Салины,103,2006-02-15T03:45:25
451,Сан Фелипе дель Прогресо,60,2006-02-15T03:45:25
460,Сантьяго-де-лос-Кабальерос,27,2006-02-15T03:45:25
466,Серпухов,80,2006-02-15T03:45:25
472,Шикарпур,72,2006-02-15T03:45:25
478,Сильвигури (Шилигури),44,2006-02-15T03:45:25
487,Согамозо,24,2006-02-15T03:45:25
511,Сиракуза,49,2006-02-15T03:45:25
519,Талавера,75,2006-02-15T03:45:25
529,Тарсус,97,2006-02-15T03:45:25
531,Teboksary,80,2006-02-15T03:45:25
533,Тель-Авив-Джаффа,48,2006-02-15T03:45:25
534,Тете,63,2006-02-15T03:45:25
543,Тулон,34,2006-02-15T03:45:25
548,Тугугарао,75,2006-02-15T03:45:25
559,Уттарпара-Котрунг,44,2006-02-15T03:45:25
563,Валье де Сантьяго,60,2006-02-15T03:45:25
568,Виджаявада,44,2006-02-15T03:45:25
577,Вроклоу,76,2006-02-15T03:45:25
581,Синьсян,23,2006-02-15T03:45:25
586,Ереван,7,2006-02-15T03:45:25
591,Ючжоу,23,2006-02-15T03:45:25
597,Зелезногорск,80,2006-02-15T03:45:25
