country,name,percentage
"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Галисиан,7.0
НЛ,Нидерландский,100.0
РАМ,Добро пожаловать в чат-бота-переводчика! Как я могу вам помочь?,2.0
АМСА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",2.9
НАМ,Afrikaans,60.0
МНЭ,Мон테네гро,22.0
OK,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше желание или предоставьте дополнительную информацию.",100.0
РХ,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше желание или предоставьте дополнительную информацию.",10.0
ГУАД,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше желание или предоставьте дополнительную информацию.",99.0
НМИС,Китайские языки,23.4
No additional text provided. Please provide the text you would like translated.,Нидерландский,7.3
LB,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",20.0
А,"Я не могу перевести это предложение, потому что оно на английском языке. Пожалуйста, предоставьте текст для перевода на немецкий язык.",100.0
БВИР,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
НЕП,Nepal,100.0
Клиент,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести с английского на русский язык?",100.0
НИХ,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести с английского на русский язык?",100.0
СЛО,Slова́нский,91.0
ПЛ,Польский,100.0
ПК,Урду,8.0
ПК,Синдхи,12.0
Афг,Пашту,35.0
МНЭ,Боснийский,5.5
Спами,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше желание или предоставьте дополнительную информацию.",100.0
ГВАМ,Филиппинские языки,22.2
SRБ,Боснийский,1.8
SF,Финляндский,93.5
МК,Алянская,21.0
ФPOL,Полинезийский,31.4
ПК,Пенджаби,48.0
Тука,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
МК,Турецкий,3.0
GE,Добро пожаловать в чат-бота-переводчика! Как я могу вам помочь?,9.0
АЗ,Добро пожаловать в чат-бота-переводчика! Как я могу вам помочь?,3.0
МНЭ,Сербский,63.6
SRБ,Сербский,88.3
Фолк,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.","Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше желание или предоставьте дополнительную информацию.",100.0
В,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше желание или предоставьте дополнительную информацию.",32.0
НАМ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",7.0
"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",Добро пожаловать в чат-бота-переводчика! Как я могу вам помочь?,14.2
КАЗ,Казах,40.0
СЛО,Хорватский,7.0
СЛБ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1.0
Ч,Итальянский,12.0
БДС,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
РМ,Итальянский,100.0
No additional text provided. Please provide the text you would like translated.,Папаменто,65.4
СА,Арабский,100.0
Афг,افغانی پارسی,50.0
"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",Norwegian,100.0
МК,Сербский,3.0
D,"Я не могу перевести это предложение, потому что оно на английском языке. Пожалуйста, предоставьте текст для перевода на немецкий язык.",100.0
МК,македонский,70.0
"STP - система управления запуском (English: Staggered Transmission Power control) — техника управления мощностью передачи в беспроводных сетях, которая позволяет оптимизировать использование мощности передачи и улучшить качество обслуживания сети.",Португальский,100.0
РЧ,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести с английского на русский язык?",100.0
ГКА,Индийский,40.0
ПК,Брахуйи,1.0
ХЕЛКС,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
Афг,Турецкие,11.0
МЯ,Бирманский,100.0
PNG,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1.0
АМСА,Тонгский,2.4
С,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести с английского на русский язык?",100.0
"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Добро пожаловать в чат-бота-переводчика! Как я могу вам помочь?,100.0
НМИС,Другие языки островного Тихоокеанского региона,9.5
МОК,Португальский,100.0
Хонкс,Китайский,95.6
АКСА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
ГВАМ,Чаморро,22.2
МНГ,Халх Монгол,90.0
No additional text provided. Please provide the text you would like translated.,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",15.9
Кайм,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",95.0
АЗ,армянский,2.0
ММ,Бамбара,80.0
ТМ,Добро пожаловать в чат-бота-переводчика! Как я могу вам помочь?,12.0
"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вы хотите перевести?",Болгария,100.0
АЗ,Азербайджанский,89.0
"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",баскский,2.0
КН,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
БИХ,сербский,99.0
"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Каталанский,17.0
ИР,Арабский,1.0
Хонкс,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3.2
"Пожалуйста, предоставьте текст для перевода.",Португальский,100.0
В,Нидерландский,56.0
SRБ,Венгерский,3.8
В,"Я не могу перевести это предложение, потому что оно на английском языке. Пожалуйста, предоставьте текст для перевода на немецкий язык.",1.0
ПК,Сираики,10.0
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Японский,100.0
ФPOL,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше желание или предоставьте дополнительную информацию.",61.1
SRБ,Рим,1.1
АГ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
Дом,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести с английского на русский язык?",100.0
ФГУ,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше желание или предоставьте дополнительную информацию.",100.0
ИР,Курдский,9.0
ТМ,Турекмения,72.0
Ч,Румынский,1.0
GE,Азербайджанский,6.0
Вафу,Футуниан,30.1
No additional text provided. Please provide the text you would like translated.,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести с английского на русский язык?",6.1
Вафу,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше желание или предоставьте дополнительную информацию.",10.8
НАМ,"Я не могу перевести это предложение, потому что оно на английском языке. Пожалуйста, предоставьте текст для перевода на немецкий язык.",32.0
ПИТЦ,Питкерн,100.0
ИР,Турецкие,26.0
Макс,Португальский,4.0
GE,Грузинский,71.0
A,из-за,100.0
КЛ,Синьхала,74.0
SF,Swedish,6.3
МНЭ,Алянская,5.3
