country,name,percentage
СУД,Кристиан,5.0
АВР,Протестант,9.0
Индия,Сикх,2.0
БЗ,Протестант,30.0
ВУ,Седьмая Дни Адвентист,6.2
OK,Мусульманин,85.0
RC,Даоист,93.0
США,Еврейский,2.0
СУД,Мусульманин,70.0
АССА,Мусульманин,2.0
БОЛ,Римско-католическая,95.0
"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Римско-католическая,90.0
НЛ,Римско-католическая,34.0
НОРФ,Седьмая Дни Адвентист,4.4
СЛБ,Объединённые,11.0
По,Христиан (православный),60.0
НЛ,Протестант,25.0
ФPOL,Римско-католическая,30.0
ДК,Римско-католическая,2.0
ЭФИ,Христиан (православный),35.0
КРБ,Мусульманин,2.0
Индия,Мусульманин,14.0
МЧ,Хиндый,52.0
ПК,Мусульманин,97.0
"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Протестант,6.0
НЛ,Мусульманин,3.0
ХР,Мусульманин,1.2
ДЗ,Мусульманин,99.0
Спами,Римско-католическая,99.0
"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Христиан (православный),70.0
СЛБ,Римско-католическая,19.0
РП,Мусульманин,5.0
ХР,Римско-католическая,76.5
Макс,Римско-католическая,7.0
РМ,Римско-католическая,100.0
МЯ,Буддист,89.0
А,Буддист,95.0
ГГ,Мусульманин,30.0
СЛБ,Англиканский,34.0
PNG,Протестант,26.0
КИР,Римско-католическая,52.6
АВР,Римско-католическая,65.0
АЗ,Христиан (православный),4.8
ВАН,Кристиан,40.0
"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Кристиан,8.0
СЛО,Римско-католическая,96.0
РАМ,Христиан (православный),94.0
Афг,Мусульманин,99.0
МАРТ,Римско-католическая,95.0
ВЛ,Протестант,7.0
АНГ,Протестант,15.0
Кайм,Объединённая церковь,11.8
Кайм,"Христианский религиозный культ, основанный в 1952 году по инициативе Уильяма Брауна и Денниса Хикс в США. В верованиях секты сочетаются элементы христианства, а также мистицизм и теософия. Секта утверждает, что её последователи обладают уникальными сверхъестественными способностями, включая способность исцелять и предсказывать будущее. Секта подвергалась критике со стороны ряда религиозных групп и властей за некоторые из своих практик и верований, которые некоторые считают опасными или вводящими в заблуждение.",26.0
WD,Римско-католическая,77.0
БС,Протестант,12.0
ХР,Протестант,0.4
АРЛ,Мусульманин,97.0
Тука,Методист,16.0
Wallet,Мусульманин,60.0
LB,Мусульманин,20.0
БС,Методист,6.0
МАРТ,Хиндый,5.0
РАЗГУДИТЕЛЬНОЕ ВРЕМЯ,Кристиан,18.0
МД,Христиан (православный),98.5
АНГ,Римско-католическая,38.0
БФ,Кристиан,10.0
"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Еврейский,1.0
"Пожалуйста, предоставьте текст для перевода.",Римско-католическая,90.0
Зре,Кимбангист,10.0
КЛ,Буддист,69.0
МА,Мусульманин,98.7
ВИРГ,Эпископалыанский,17.0
ЦИ,Кристиан,12.0
АЛ,Мусульманин,70.0
СН,Мусульманин,92.0
Кайм,Римско-католическая,11.0
НАМ,Протестант,50.0
ХОЧУ,Кристиан,57.0
РА,Протестант,2.0
Макс,Протестант,1.0
ИР,Мусульманин,99.0
ЗВ,Кристиан,25.0
Тука,"Христианский религиозный культ, основанный в 1952 году по инициативе Уильяма Брауна и Денниса Хикс в США. В верованиях секты сочетаются элементы христианства, а также мистицизм и теософия. Секта утверждает, что её последователи обладают уникальными сверхъестественными способностями, включая способность исцелять и предсказывать будущее. Секта подвергалась критике со стороны ряда религиозных групп и властей за некоторые из своих практик и верований, которые некоторые считают опасными или вводящими в заблуждение.",12.0
МЯ,Кристиан,4.0
D,Протестант,45.0
БЕРМ,Седьмая Дни Адвентист,5.0
МВ,Мусульманин,20.0
ЕАУ,Мусульманин,16.0
АКСА,Римско-католическая,5.7
США,Протестант,56.0
GBZ,Протестант,11.0
Фиджи,Кристиан,52.0
"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",Христиан (православный),9.0
АЛ,Римско-католическая,10.0
ММ,Кристиан,1.0
ФГУ,Римско-католическая,100.0
RB,Кристиан,50.0
я,Римско-католическая,98.0
ЧХ,Кристиан,25.0
АКСА,Методист,23.9
Дом,Римско-католическая,95.0
GE,Армянский апостольский,8.0
АМСА,Христиан-конгрегационист,50.0
ТН,Кристиан,1.0
Фиджи,Мусульманин,8.0
Зре,Протестант,20.0
ВЛ,Римско-католическая,90.0
БД,Мусульманин,83.0
РА,Римско-католическая,90.0
СМЭ,Хиндый,27.4
МА,Еврейский,0.2
Новая Зеландия,Баптист,2.0
ЕАУ,Протестант,33.0
SRБ,Мусульманин,3.2
ХОЧУ,Мусульманин,9.0
НОРФ,Англиканский,39.0
МВ,Мусульманин,100.0
БИ,Кристиан,67.0
СМЭ,Протестант,25.2
И,Римско-католическая,100.0
СК,Христиан (православный),4.1
АЗ,Мусульманин,93.4
ГУАД,Римско-католическая,95.0
Ваг,Кристиан,9.0
Индия,Кристиан,2.4
ВЛ,Англиканский,3.0
ЕАК,Римско-католическая,28.0
IЛ,Друг,2.0
ДЖИ,Кристиан,6.0
Ри,Римско-католическая,3.0
Хонкс,Кристиан,10.0
БЕН,Кристиан,15.0
A,Мусульманин,95.0
РОК,Кристиан,48.6
ДК,Протестант,91.0
ВИ,Протестант,2.0
БЕРМ,Африканская методистская епископальная церковь,11.0
МНГ,Мусульманин,4.0
ВАН,Мусульманин,50.0
К,Буддист,95.0
Мексика,Протестант,6.0
ДЗ,Кристиан,0.5
СМЭ,Римско-католическая,22.8
КАМ,Кристиан,33.0
ТН,Мусульманин,98.0
БЕРМ,Протестант,18.0
БРУ,Кристиан,8.0
Индия,Джайны,0.5
БИХ,Мусульманин,40.0
SF,Христиан (православный),1.0
БЕН,Мусульманин,15.0
СЛБ,Протестант,5.0
Ваг,Мусульманин,90.0
АКСА,Англиканский,29.0
"Добро пожаловать! Я готов помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",Еврейский,2.0
PNG,Англиканский,5.0
КЛ,Кристиан,8.0
Лаос,Буддист,60.0
"Пожалуйста, предоставьте текст для перевода.",Римско-католическая,97.0
ВИРГ,Римско-католическая,34.0
КВТ,Мусульманин,85.0
АМСА,Протестант,30.0
СК,Протестант,8.4
КАМ,Мусульманин,16.0
Газа,Мусульманин,98.7
SY,Римско-католическая,90.0
SRБ,Протестант,1.1
БВИР,Римско-католическая,10.0
Национальное центральное агентство,Протестант,30.0
СА,Мусульманин,100.0
ЧХ,Мусульманин,50.0
НАО,Кристиан,100.0
КЛ,Мусульманин,8.0
Индия,Хиндый,80.0
ГВАМ,Римско-католическая,95.0
МЯ,Мусульманин,4.0
АВТ,Римско-католическая,25.0
"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Мусульманин,1.0
ТУВ,Седьмая Дни Адвентист,1.4
А,Мусульманин,3.8
РХ,Римско-католическая,80.0
КДН,Римско-католическая,45.0
СЛБ,Баптист,17.0
ВУ,Храм Христа,3.8
МХ,Кристиан,100.0
Ри,Протестант,6.0
"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Мусульманин,92.0
Австралия,Англиканский,26.1
Ч,Протестант,44.3
БДС,Протестант,67.0
ПИТЦ,Седьмая Дни Адвентист,100.0
БС,Римско-католическая,19.0
"""ГНБ"" на русском языке означает ""Государственная пограничная служба"". Это название организации, отвечающей за управление государственной границей и обеспечение ее безопасности.",Мусульманин,30.0
Ч,Римско-католическая,47.6
Да,Римско-католическая,5.0
Нуэ,Мормон,10.0
PNG,Седьмая Дни Адвентист,1.0
WD,Протестант,15.0
"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Римско-католическая,99.0
ГГ,Кристиан,24.0
ЭФИ,Мусульманин,45.0
SRБ,Римско-католическая,5.5
НЕП,Мусульманин,3.0
Тад,Мусульманин,85.0
АМСА,Римско-католическая,20.0
КДН,Объединённая церковь,12.0
МВ,Протестант,55.0
НИХ,Протестант,5.0
РИМ,Мусульманин,100.0
