qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
5832,898,16,10,15,17,1:39.250,,
787,55,18,11,12,1,1:28.081,1:26.337,1:25.229
5015,862,1,1,4,2,1:36.763,1:35.902,1:35.626
4888,856,22,3,11,18,1:39.538,,
3520,345,1,1,2,3,1:38.697,1:38.158,1:37.969
3077,5,12,4,8,12,1:21.128,1:20.604,
2571,256,14,3,6,2,,,
871,58,27,13,19,19,1:18.024,,
1603,175,65,24,17,13,1:32.991,,
3935,116,49,15,10,15,1:34.000,,
4306,101,4,4,8,6,1:13.874,,
5024,862,20,9,1,11,1:36.911,1:36.031,
1875,210,35,3,3,1,1:23.303,,
4439,71,11,16,4,19,,,
2635,258,100,33,20,16,1:13.111,,
5272,872,819,206,25,21,1:27.073,,
2066,225,83,18,20,18,1:21.491,,
2006,215,82,15,17,22,,,
2004,215,58,18,21,20,1:25.154,,
4600,843,22,3,11,15,1:35.911,1:36.465,
5787,896,821,15,12,16,1:26.057,1:26.366,
3903,115,30,6,1,3,1:16.047,,
6728,950,817,9,3,2,1:37.672,1:36.815,1:35.917
1949,213,57,1,9,9,1:18.916,,
1734,199,63,21,17,13,1:26.487,,
3924,116,31,3,3,4,1:31.765,,
1400,104,31,3,3,2,1:20.620,,
336,34,20,5,15,8,1:35.752,1:35.386,1:37.685
7285,976,815,10,11,6,1:43.162,1:42.467,1:42.111
6362,928,18,1,22,17,1:39.276,,
4633,845,17,9,2,1,1:23.619,1:21.773,1:20.981
6580,940,828,15,9,17,1:35.673,,
454,39,16,12,20,20,1:23.811,,
2389,248,44,27,26,12,1:47.372,,
161,25,20,5,15,13,1:15.918,1:15.816,
3000,1,1,1,1,15,1:26.454,,
353,35,5,1,23,5,1:12.366,1:11.768,1:12.917
4895,857,20,9,1,1,1:26.218,1:24.657,1:24.178
773,54,32,9,15,9,1:35.171,1:34.537,1:38.715
6516,937,828,15,9,13,1:49.523,1:49.586,
5388,877,5,207,20,19,1:44.956,,
1017,65,2,2,16,11,1:21.437,1:20.623,
5649,890,17,9,2,10,1:21.264,1:20.503,
1789,203,71,17,9,3,1:49.728,,
6363,928,4,1,14,18,1:39.280,,
2416,249,83,18,23,15,1:21.156,,
3298,16,154,4,8,13,1:24.394,1:22.477,
7288,976,13,3,19,9,1:43.165,1:42.735,1:42.798
6461,933,8,6,7,18,1:12.867,,
3844,112,4,4,8,3,1:18.233,,
6938,959,835,4,30,16,1:16.636,1:16.665,
175,26,12,4,6,7,1:20.818,1:20.115,1:22.491
6398,930,18,1,22,14,1:27.813,1:27.854,
4508,75,30,6,1,8,1:15.398,1:18.153,
2583,256,63,25,4,14,,,
2085,226,84,17,12,15,1:32.696,,
5169,868,817,5,16,14,1:47.266,1:57.132,
307,32,16,10,20,19,1:47.940,,
6893,957,821,210,21,14,1:32.237,1:32.241,
2519,253,64,28,21,22,1:25.157,,
5693,892,818,5,18,10,1:24.630,1:24.575,1:28.050
568,45,4,1,1,2,1:31.074,1:30.983,1:31.741
5929,853,4,6,5,4,1:24.134,1:23.342,1:22.841
5083,864,10,206,24,22,1:27.032,,
525,43,8,6,6,3,1:14.872,1:14.828,1:15.257
432,38,16,12,20,20,1:35.280,,
7193,971,839,10,31,14,1:31.774,1:31.684,
4095,90,2,17,18,15,1:28.178,,
3702,352,24,10,15,17,1:33.216,1:33.154,
4510,75,13,15,12,10,1:15.863,1:18.361,
313,33,13,6,2,5,1:18.110,1:17.287,1:18.874
634,48,1,1,2,2,1:21.956,1:21.746,1:22.034
3723,353,16,10,14,14,1:38.572,1:37.783,
3773,355,24,10,15,16,1:41.681,1:41.642,
6598,941,13,3,19,15,1:38.926,1:39.895,
5174,868,808,207,21,19,1:49.027,,
2251,242,85,30,17,24,1:35.169,,
6723,949,825,4,20,19,1:33.181,,
6756,951,826,9,26,8,1:38.265,1:37.606,1:37.459
6059,907,828,207,9,22,1:12.673,,
1091,68,29,8,23,19,1:55.560,,
4670,846,16,10,14,15,1:16.600,1:16.121,
5825,898,821,15,12,10,1:38.082,1:38.031,1:38.034
4765,850,22,3,11,14,1:33.664,1:33.043,
4101,91,30,6,1,1,1:33.074,,
1654,177,48,18,21,21,1:30.035,,
5882,901,1,131,44,1,1:57.202,1:59.041,1:59.431
