raceid,driverid,lap,position,time,milliseconds
87,17,33,18,1:14.425,74425
964,154,15,14,1:40.453,100453
859,816,18,20,1:21.923,81923
40,15,51,16,1:18.020,78020
344,20,9,1,1:21.102,81102
22,2,16,6,1:27.544,87544
43,9,9,4,1:17.647,77647
85,23,48,6,1:23.601,83601
225,57,65,4,1:23.010,83010
342,24,2,9,2:14.036,134036
183,25,56,5,1:14.634,74634
69,22,18,19,1:35.065,95065
857,15,12,22,1:39.914,99914
938,807,8,7,1:29.589,89589
139,18,30,10,1:42.326,102326
220,76,2,4,1:16.652,76652
14,1,38,1,1:48.512,108512
847,3,6,4,1:37.799,97799
905,825,5,6,1:23.224,83224
43,14,51,14,1:18.129,78129
225,64,10,16,1:39.673,99673
232,71,72,1,1:23.383,83383
25,17,59,6,1:19.011,79011
74,11,40,5,1:23.972,83972
930,826,65,10,1:35.121,95121
879,5,26,16,1:33.269,93269
934,1,45,1,1:52.659,112659
53,34,13,21,1:40.005,100005
4,15,24,2,1:36.424,96424
136,13,55,7,1:19.373,79373
143,55,14,9,1:18.885,78885
39,3,52,6,1:24.565,84565
117,42,54,10,1:19.956,79956
955,20,9,2,1:51.158,111158
912,154,9,20,1:31.812,91812
28,18,33,13,1:23.386,83386
953,831,36,15,1:39.595,99595
63,24,58,14,1:19.005,79005
117,23,30,1,1:16.532,76532
893,815,35,10,1:52.390,112390
85,32,19,13,1:52.218,112218
193,75,24,17,1:32.649,92649
60,32,30,13,1:23.712,83712
139,62,14,18,1:17.432,77432
90,32,7,16,1:28.230,88230
168,57,28,1,3:08.914,188914
354,9,41,11,1:17.793,77793
145,15,23,10,1:24.314,84314
848,15,7,19,1:48.323,108323
32,4,57,1,1:47.037,107037
209,63,5,16,1:36.443,96443
206,15,8,17,1:46.517,106517
193,57,50,2,1:30.088,90088
47,8,56,2,1:30.607,90607
166,23,10,7,1:21.933,81933
875,814,46,11,1:43.685,103685
841,22,21,9,1:33.370,93370
980,13,44,8,1:49.823,109823
14,5,25,7,2:41.180,161180
958,826,62,16,1:26.918,86918
952,830,13,4,1:48.137,108137
225,49,12,6,1:38.813,98813
165,48,17,19,1:22.206,82206
957,835,26,18,1:41.281,101281
847,17,12,9,2:00.760,120760
164,65,57,11,1:26.075,86075
40,2,75,6,1:17.288,77288
127,35,19,9,1:27.084,87084
100,11,20,13,1:21.938,81938
890,817,12,16,1:30.387,90387
976,838,26,11,1:51.162,111162
