targetid,raceid,driverid,win
51842,804,581,0
10885,217,55,0
46566,786,627,0
10407,249,55,0
58583,516,224,0
59033,501,197,0
13740,42,2,0
46119,793,496,0
54464,647,363,0
10514,252,69,0
10199,240,88,0
65919,897,18,0
48966,698,401,0
12900,57,24,0
11360,190,23,0
48615,735,462,0
43847,829,529,0
17437,315,87,0
18201,357,145,0
52070,807,615,0
49345,772,356,0
52890,657,328,1
29879,17,12,0
57630,540,241,0
51100,701,356,0
52101,807,632,0
62210,760,564,0
44372,821,727,0
20776,429,163,0
50166,754,496,0
62261,761,552,0
55118,615,200,0
55137,616,182,0
62354,762,520,0
62249,761,554,0
20311,416,166,0
80,22,14,0
285,31,13,0
4438,198,64,0
52987,661,345,0
53497,642,327,1
64424,843,3,0
22297,473,205,0
59204,507,177,0
66869,911,154,0
46852,790,592,0
11650,153,56,0
51814,804,593,0
21740,458,117,0
10790,213,63,0
59087,503,200,0
7084,299,104,0
66013,272,85,0
55395,593,292,0
21456,449,117,0
46284,796,625,0
51836,804,683,0
64608,851,1,0
59101,503,227,0
58737,521,231,0
51376,707,409,0
44367,821,592,0
20872,432,175,0
13081,65,32,0
21488,449,140,0
66341,266,84,0
58538,514,212,0
23199,494,118,0
49306,771,539,0
56405,588,250,0
57417,535,200,0
53749,674,368,0
47007,777,347,0
12735,105,23,0
55286,619,320,0
10194,240,77,0
49044,767,586,0
65597,883,820,0
13771,43,11,0
65718,887,17,0
19227,379,102,1
55420,594,296,0
48657,736,376,0
43730,827,768,0
50998,718,360,0
11371,190,71,0
23314,497,118,0
52558,681,384,0
47073,778,593,0
67303,938,822,0
17122,306,100,0
49373,772,592,0
12174,112,15,0
64458,845,808,0
9736,288,57,0
5276,235,79,0
67488,944,817,0
10336,246,81,0
66192,262,44,0
10951,219,58,0
13678,39,23,0
48336,745,481,0
65757,890,8,0
57411,535,238,0
58017,551,257,0
51159,702,293,0
