constructorresultsid,raceid,constructorid,points,status
3858,4,4,1.0,
5213,431,26,0.0,
96,27,4,8.0,
3067,293,22,3.0,
4645,391,33,0.0,
14300,855,15,4.0,
13322,555,58,0.0,
6434,510,45,0.0,
12801,583,63,0.0,
6265,499,27,3.0,
5007,417,45,0.0,
1766,185,17,4.0,
1422,153,18,0.0,
13867,525,1,1.0,
2840,276,33,2.0,
30,20,11,0.0,
14986,784,105,13.0,
15216,948,1,0.0,
5933,479,21,1.0,
14094,353,131,12.0,
12595,578,66,0.0,
835,97,4,0.0,
3533,321,34,2.0,
11093,692,183,0.0,
235,40,11,0.0,
2577,257,25,2.0,
4118,362,48,0.0,
13059,570,56,0.0,
12841,586,57,1.0,
3320,309,18,0.0,
965,110,7,0.0,
15362,962,131,40.0,
14126,355,166,0.0,
3703,330,32,2.0,
4083,361,3,15.0,
13543,535,56,0.0,
14977,915,6,10.0,
12480,600,6,9.0,
1534,164,6,6.0,
6135,491,37,0.0,
14819,901,131,43.0,
3674,328,32,0.0,
15124,937,209,0.0,
1955,202,15,0.0,
367,52,8,0.0,
14502,872,208,10.0,
5937,479,34,0.0,
14981,915,15,0.0,
14748,894,5,0.0,
119,29,5,3.0,
14670,886,206,0.0,
1753,184,6,16.0,
13646,541,63,0.0,
524,66,13,0.0,
3156,298,25,0.0,
3049,292,3,10.0,
5558,455,27,0.0,
2984,287,18,0.0,
2485,249,25,0.0,
12465,599,32,4.0,
3015,289,6,0.0,
13890,526,3,0.0,
12557,576,1,9.0,
12883,589,6,9.0,
6309,502,4,3.0,
14160,843,5,0.0,
13538,535,58,0.0,
11235,687,167,3.0,
12461,598,64,0.0,
3660,327,42,0.0,
5611,458,45,0.0,
4013,357,18,0.0,
14724,892,3,0.0,
5842,473,34,0.0,
5993,482,57,0.0,
10231,743,170,2.0,
1884,195,21,0.0,
4925,411,25,0.0,
4444,379,39,0.0,
112,28,3,0.0,
2731,268,27,0.0,
3296,307,36,0.0,
13383,559,63,0.0,
1609,170,20,0.0,
3513,320,3,4.0,
5761,468,45,0.0,
3828,1,5,3.0,
11806,652,63,0.0,
14872,905,207,0.0,
13690,513,59,0.0,
26,20,7,3.0,
11232,687,11,9.0,
11096,692,176,0.0,
663,80,15,1.0,
5930,479,27,4.0,
208,38,1,12.0,D
15122,937,1,0.0,
10631,728,180,0.0,
12320,617,58,0.0,
1339,146,21,1.0,
3013,289,35,0.0,
12053,620,37,1.0,
1261,139,1,4.0,
5885,476,21,0.0,
752,89,15,3.0,
15225,949,1,1.0,
11135,696,190,0.0,
11825,654,187,0.0,
5156,428,1,8.0,
2000,206,22,0.0,
