constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
22921,564,58,4.0,5,5,0
21374,665,196,63.0,1,1,6
23321,554,34,27.0,5,5,0
22536,581,25,19.0,4,4,1
21629,652,37,39.0,2,2,1
8956,365,21,11.0,5,5,0
5957,138,16,6.0,8,8,0
2215,206,15,10.0,6,6,0
8276,307,32,3.0,8,8,0
10283,439,53,2.0,9,9,0
6475,67,3,10.0,8,8,0
9628,400,21,8.0,7,7,0
5646,144,6,40.0,1,1,2
20069,709,94,0.0,7,7,0
7867,333,46,0.0,12,12,0
22886,562,3,0.0,13,13,0
26689,965,131,636.0,1,1,16
21320,659,187,15.0,3,3,0
21779,641,201,0.0,10,10,0
21969,626,81,0.0,10,10,0
25068,875,5,21.0,9,9,0
24680,852,15,35.0,6,6,0
19052,748,105,0.0,7,7,0
9740,408,22,8.0,6,6,0
9935,421,34,0.0,12,12,0
21669,655,198,0.0,9,9,0
6346,55,2,10.0,5,5,0
10948,479,45,3.0,12,12,0
26411,944,5,67.0,7,7,0
24661,841,1,26.0,2,2,0
24172,523,60,0.0,16,16,0
11465,508,54,0.0,12,12,0
22032,605,66,0.0,6,6,0
26615,962,3,111.0,5,5,0
20746,680,11,4.0,6,6,0
22495,578,66,0.0,16,16,0
1478,160,19,0.0,9,9,0
5616,141,15,4.0,3,3,0
25183,884,10,32.0,5,5,0
21701,634,199,0.0,10,10,0
22703,582,67,2.0,9,9,0
2211,205,21,6.0,7,7,0
8388,313,17,13.0,5,5,0
24619,848,166,0.0,12,12,0
9559,396,3,78.0,1,1,5
23670,539,57,0.0,16,16,0
11474,509,51,4.0,11,11,0
10470,451,51,11.0,8,8,0
7757,328,1,64.0,1,1,3
23559,534,3,3.0,11,11,0
25655,267,6,52.0,3,3,1
11438,506,58,0.0,14,14,0
21977,627,1,29.0,4,4,1
9600,398,37,1.0,12,12,0
24065,517,58,0.0,10,10,0
10077,427,34,14.0,6,6,1
10335,443,51,6.0,7,7,0
7818,331,34,2.0,10,10,0
24637,850,1,243.0,2,2,3
22261,594,37,5.0,6,6,0
10081,428,1,46.0,2,2,3
10703,465,4,78.0,2,2,4
22541,581,56,0.0,16,16,0
5141,248,15,7.0,7,7,0
23073,572,58,10.0,8,8,0
19102,753,66,6.0,4,4,0
6239,100,3,41.0,4,4,0
25353,899,206,0.0,10,10,0
19374,744,95,17.0,3,3,0
26812,976,210,21.0,7,7,0
23101,573,27,20.0,4,4,0
2180,203,3,33.0,3,3,0
2487,230,15,10.0,6,6,0
26827,978,10,95.0,4,4,0
25984,904,207,0.0,11,11,0
4763,283,33,2.0,10,10,0
10519,454,25,0.0,9,9,0
5189,252,25,2.0,8,8,0
10643,462,55,1.0,10,10,0
25590,262,18,3.0,9,9,0
22957,566,1,23.0,3,3,1
25490,223,20,21.0,6,6,0
3274,291,33,0.0,11,11,0
8250,306,22,6.0,4,4,0
5104,245,17,12.0,4,4,0
5184,251,29,1.0,9,9,0
6045,114,17,11.0,5,5,1
10295,440,34,0.0,12,12,0
9459,389,25,0.0,7,7,0
25652,266,30,0.0,14,14,0
25100,877,9,422.0,1,1,7
11166,490,1,11.0,7,7,0
22481,578,202,0.0,10,10,0
3310,292,22,17.0,2,2,0
24081,518,21,3.0,7,7,0
7808,330,32,3.0,8,8,0
5814,125,16,0.0,9,9,0
8313,309,34,0.0,13,13,0
10272,439,1,33.0,1,1,3
8584,4,7,26.5,3,3,0
26089,914,10,122.0,5,5,0
21549,644,37,13.0,1,1,1
90,26,7,25.0,4,4,0
5186,252,3,94.0,2,2,4
24602,847,4,60.0,4,4,0
20627,690,6,6.0,2,2,0
4829,288,26,0.0,12,12,0
24309,342,3,8.0,7,7,0
20859,687,11,17.0,5,5,1
21950,625,32,34.0,1,1,2
2509,232,15,10.0,6,6,0
6422,62,5,1.0,9,9,0
10115,430,32,49.0,3,3,2
26535,956,131,295.0,1,1,8
