resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
18713,775,289,32,32,12,16.0,16,16,0.0,45,,,,,,,17
13725,559,207,32,5,1,,R,21,0.0,1,,,,,,,4
21202,858,10,166,24,19,19.0,19,19,0.0,53,,,42.0,20.0,1:48.085,184.987,12
18624,771,566,105,5,15,9.0,9,9,0.0,72,,,,,,,13
20103,836,669,105,30,8,4.0,4,4,3.0,40,,,,,,,12
3318,175,44,20,18,20,,R,15,0.0,23,,,,,,,36
13461,551,255,32,6,3,4.0,4,4,3.0,80,+1:11.08,6051210.0,,,,,1
1178,72,40,18,20,20,,R,20,0.0,2,,,2.0,20.0,1:43.558,192.692,20
9671,414,112,27,26,12,9.0,9,9,0.0,73,,,,,,,13
21997,893,817,5,19,9,,R,22,0.0,23,,,23.0,22.0,1:53.052,161.288,3
6041,290,94,35,22,9,,R,17,0.0,36,,,,,,,64
18907,785,427,118,14,6,,R,12,0.0,13,,,,,,,25
22743,937,830,5,33,18,8.0,8,8,4.0,43,+56.076,5076463.0,36.0,4.0,1:53.276,222.592,1
7808,13,154,4,8,12,15.0,15,15,0.0,52,,,51.0,12.0,1:25.609,243.605,11
145,24,12,4,6,15,,R,17,0.0,43,,,16.0,18.0,1:19.239,198.129,23
20332,337,22,3,9,11,10.0,10,10,1.0,49,+1:02.489,6022885.0,47.0,6.0,1:59.833,189.233,1
5261,261,57,1,7,3,,R,13,0.0,48,,,,,,,5
6196,295,84,22,20,7,,R,16,0.0,45,,,,,,,7
3372,178,57,1,1,1,3.0,3,3,4.0,78,+37.483,6609295.0,,,,,1
4858,245,69,18,24,19,8.0,8,8,0.0,67,,,,,,,11
16321,663,262,66,12,11,,R,12,0.0,48,,,,,,,51
858,58,18,11,12,8,6.0,6,6,3.0,66,+58.347,5240106.0,40.0,6.0,1:17.367,215.301,1
2755,150,30,6,1,2,1.0,1,1,10.0,72,1:33:35.636,5615636.0,,,,,1
11334,475,195,57,14,0,,F,27,0.0,0,,,,,,,81
14071,572,197,58,17,17,19.0,19,19,0.0,47,,,,,,,15
1170,72,33,17,18,18,12.0,12,12,0.0,53,,,36.0,17.0,1:40.432,198.689,13
13767,561,223,6,2,9,,R,18,0.0,52,,,,,,,5
9715,416,137,3,6,6,1.0,1,1,9.0,51,1:17:42.889,4662889.0,,,,,1
15972,647,358,32,10,1,1.0,1,1,9.0,80,1:50:43.4,6643400.0,,,,,1
19466,810,642,6,6,3,2.0,2,2,6.0,90,+10.4,10426200.0,,,,,1
5760,279,55,6,27,6,,R,22,0.0,33,,,,,,,5
12604,520,177,59,20,14,,R,17,0.0,44,,,,,,,69
4704,239,77,22,4,4,4.0,4,4,3.0,52,+26.526,5580317.0,,,,,1
1973,112,42,19,15,16,,R,19,0.0,0,,,,,,,72
7197,326,131,34,8,10,11.0,11,11,0.0,68,,,,,,,11
18144,748,538,116,76,30,32.0,32,32,0.0,34,,,,,,,8
5079,254,83,18,23,14,13.0,13,13,0.0,80,,,,,,,13
14154,575,273,25,52,21,,R,19,0.0,27,,,,,,,27
15835,641,238,200,17,6,2.0,2,2,6.0,64,+38.3,6951400.0,,,,,1
4328,221,14,1,10,6,,R,14,0.0,42,,,,,,,5
21851,886,13,6,4,16,8.0,8,8,4.0,69,,,69.0,6.0,1:16.939,204.052,11
204,27,21,10,21,20,16.0,16,16,0.0,67,+1:24.093,5564967.0,67.0,20.0,1:18.208,210.546,1
12827,528,221,25,4,11,,R,21,0.0,8,,,,,,,3
20850,844,17,9,2,2,2.0,2,2,18.0,58,+8.807,5426365.0,48.0,1.0,1:29.703,214.226,1
9131,393,122,37,16,22,,R,15,0.0,52,,,,,,,5
13473,551,233,34,8,13,,R,16,0.0,64,,,,,,,3
4971,250,30,22,1,16,1.0,1,1,10.0,44,1:36:47.875,5807875.0,,,,,1
13964,568,278,57,22,6,,R,22,0.0,8,,,,,,,47
14821,600,305,1,33,12,15.0,15,15,0.0,12,,,,,,,3
19606,815,721,6,38,17,,R,17,0.0,17,,,,,,,5
4920,247,89,29,10,19,,R,22,0.0,16,,,,,,,20
4128,212,56,6,6,11,12.0,12,12,0.0,63,,,,,,,11
23116,957,830,9,33,3,2.0,2,2,18.0,52,+8.250,5704081.0,41.0,6.0,1:36.407,219.979,1
14345,583,288,67,28,18,8.0,8,8,0.0,74,,,,,,,11
10472,445,163,6,28,13,6.0,6,6,1.0,70,,,,,,,11
10169,433,157,49,30,25,,R,16,0.0,55,,,,,,,5
19763,821,747,87,7,22,,R,28,0.0,14,,,,,,,5
9427,404,145,18,24,25,,R,20,0.0,18,,,,,,,8
18163,749,456,117,17,0,,W,18,0.0,0,,,,,,,54
9290,399,105,6,27,6,,R,16,0.0,38,,,,,,,6
11954,496,194,57,14,24,,R,21,0.0,8,,,,,,,20
9317,400,77,6,28,3,,R,17,0.0,62,,,,,,,5
3604,188,68,21,15,21,,R,15,0.0,42,,,,,,,20
16379,666,360,187,6,7,,W,17,0.0,0,,,,,,,54
17893,740,347,95,18,9,7.0,7,7,0.0,30,+2:47.1,7550900.0,,,,,1
23065,954,836,209,94,17,17.0,17,17,0.0,68,,,48.0,19.0,1:18.282,200.551,12
17530,724,438,92,23,22,,R,16,0.0,5,,,,,,,3
17377,718,341,6,7,4,2.0,2,2,6.0,65,+1:08.94,7859260.0,,,,,1
22849,942,826,9,26,4,,R,13,0.0,41,,,41.0,10.0,1:43.728,191.335,3
2072,117,4,4,8,7,,R,18,0.0,43,,,,,,,5
17322,715,358,181,12,13,,R,10,0.0,58,,,,,,,38
8594,375,114,33,29,22,9.0,9,9,0.0,64,,,,,,,13
23652,982,13,3,19,17,11.0,11,11,0.0,58,+46.536,7450080.0,58.0,8.0,1:47.055,170.323,1
243,29,6,3,8,11,15.0,15,15,0.0,56,,,56.0,13.0,1:39.803,195.469,11
10904,460,152,53,36,12,,R,25,0.0,3,,,,,,,101
16733,685,235,82,29,18,,R,13,0.0,12,,,,,,,22
13868,565,197,58,17,10,8.0,8,8,0.0,76,,,,,,,12
5813,281,88,29,10,10,,R,23,0.0,8,,,,,,,20
3139,167,60,18,21,22,12.0,12,12,0.0,68,,,,,,,13
23121,957,807,10,27,8,7.0,7,7,6.0,52,+1:17.712,5773543.0,51.0,11.0,1:37.618,217.250,1
