driverstandingsid,raceid,driverid,points,position,positiontext,wins
62538,764,565,0.0,84,84,0
43864,829,771,0.0,67,67,0
63844,341,16,16.0,10,10,0
18296,359,94,0.0,27,27,0
22336,474,176,2.0,18,18,0
65199,870,815,47.0,9,9,0
48341,745,430,0.0,19,19,0
12518,95,15,31.0,4,4,1
318,33,8,63.0,4,4,2
46712,788,513,0.0,39,39,0
56425,588,282,0.0,38,38,0
53246,635,314,0.0,21,21,0
63905,343,4,79.0,4,4,1
48975,765,577,6.0,2,2,0
55966,576,221,2.0,5,5,0
22934,488,118,0.0,35,35,0
18558,365,78,0.0,31,31,0
64517,847,816,0.0,21,21,0
47101,779,586,0.0,30,30,0
53196,634,278,6.0,5,5,0
65690,886,807,5.0,15,15,0
58714,520,137,0.0,20,20,0
9620,284,94,0.0,27,27,0
43681,826,521,0.0,41,41,0
47264,781,529,0.0,44,44,0
51599,801,559,0.0,61,61,0
6810,291,95,30.0,1,1,3
21952,464,184,3.0,16,16,0
46360,797,649,0.0,66,66,0
3294,168,63,6.0,10,10,0
53482,642,207,12.0,8,8,1
21122,439,176,0.0,14,14,0
20228,413,157,0.0,23,23,0
22768,484,158,2.0,7,7,0
51894,805,676,0.0,59,59,0
23188,494,110,1.0,18,18,0
58024,551,229,0.0,22,22,0
194,27,22,11.0,10,10,0
21916,463,187,22.0,6,6,1
19430,386,137,18.0,6,6,0
53989,622,280,0.0,16,16,0
7122,301,119,46.0,4,4,0
64392,842,16,2.0,11,11,0
43597,839,615,0.0,76,76,0
53067,664,235,31.0,2,2,2
63641,727,394,0.0,31,31,0
19145,377,112,0.0,23,23,0
46409,797,661,0.0,57,57,0
5182,231,57,10.0,7,7,0
12077,139,35,4.0,12,12,0
22869,487,192,0.0,20,20,0
4540,203,44,0.0,21,21,0
52950,659,370,3.0,9,9,0
57534,538,200,0.0,22,22,0
6957,295,30,26.0,3,3,0
64869,858,813,1.0,19,19,0
20372,418,163,14.0,10,10,0
53845,676,380,0.0,39,39,0
22076,467,182,3.0,4,4,0
20206,412,110,0.0,27,27,0
21843,461,188,1.0,17,17,0
68120,967,815,97.0,7,7,0
20368,417,122,0.0,31,31,0
57458,536,223,4.0,15,15,0
12103,140,14,41.0,5,5,1
48182,742,476,27.0,1,1,2
18545,365,114,0.0,39,39,0
57186,528,233,0.0,20,20,0
62426,763,449,8.0,10,10,1
52528,680,340,6.0,4,4,0
45223,815,555,1.5,18,18,0
66556,271,109,1.0,25,25,0
17421,315,88,1.0,20,20,0
54397,645,235,0.0,23,23,0
47031,778,554,6.0,4,4,0
5207,232,49,6.0,11,11,0
55513,596,293,0.0,35,35,0
50220,754,531,0.0,63,63,0
62014,757,535,0.0,22,22,0
10900,218,14,14.0,8,8,1
15854,321,137,3.0,4,4,0
43412,837,789,0.0,54,54,0
18116,15,67,3.0,17,17,0
56539,561,239,0.0,17,17,0
62288,761,522,0.0,69,69,0
67307,939,1,252.0,1,1,7
17944,6,9,0.0,19,19,0
43730,827,768,0.0,33,33,0
58755,522,172,32.0,3,3,2
56056,579,290,0.0,24,24,0
55368,593,304,10.0,4,4,1
17783,5,20,23.0,3,3,1
51368,707,368,0.0,31,31,0
21005,435,166,4.0,15,15,0
67266,937,3,199.0,2,2,3
21644,455,137,15.0,2,2,1
21060,437,181,0.0,24,24,0
5380,239,86,0.0,22,22,0
51351,706,424,0.0,26,26,0
52615,683,361,0.0,22,22,0
10797,213,22,6.0,12,12,0
