name,islands,area,height,type,longitude,latitude
Corse,,8680.0,2706.0,,8.4,41.4
Saipan,Mariana Islands,115.0,474.0,volcanic,145.75,15.2
Grande-Terre,Lesser Antilles,589.0,,volcanic,-61.4,16.3
Lewis and Harris,Outer Hebrides,2170.0,,,-6.8,57.9
Guernsey,Channel Islands,194.0,,,-2.6,49.6
Prince Edward Island,,5660.0,142.0,,-63.4,46.3
South Ronaldsay,Orkney Islands,50.0,,,-3.1,58.6
Java,Sunda Islands,126650.0,3676.0,,111.25,-7.5
Amrum,Nordfriesische Inseln,20.5,32.0,,8.3,54.65
Saint Helena,,122.0,,volcanic,-5.44,-15.56
Kreta,,8331.0,2456.0,,25.0,37.0
Anjouan,Comores,424.0,,,44.35,-12.2
Barra,Outer Hebrides,91.0,,,-7.7,57.0
Curacao,Lesser Antilles,444.0,,,-69.0,12.2
Pellworm,Nordfriesische Inseln,37.4,2.0,,8.6,54.5
Oesel,,2714.0,54.0,,22.0,58.3
Tongatapu,Tonga Islands,260.0,65.0,coral,-175.15,-21.2
Jamaica,Greater Antilles,10991.0,2256.0,,-77.3,18.1
Islay,Inner Hebrides,619.6,491.0,,7.0,62.1
Mahe,Seychelles,154.0,905.0,,55.5,-4.65
Lefkas,Ionic Islands,293.0,1158.0,,20.6,38.7
Terschelling,Westfriesische Inseln,88.0,,,5.3,53.4
Dagoe,,965.0,,,22.7,58.8
Molokai,Hawaii Islands,676.0,1512.0,,-157.0,21.1
Banks Island,Canadian Arctic Islands,70028.0,,,-122.1,72.85
Tarawa,Gilbert Islands,,,atoll,173.0,1.4
Bangka,Sunda Islands,11942.0,700.0,,106.0,2.25
Stromboli,Lipari Islands,12.6,926.0,volcanic,15.15,38.8
