city,province,country,island
Port Louis,Mauritius,MS,Mauritius
Rotherham,South Yorkshire,GB,Great Britain
Osaka,Osaka,J,Honshu
Wokingham,Berkshire,GB,Great Britain
Newcastle under Lyme,Staffordshire,GB,Great Britain
Northallerton,North Yorkshire,GB,Great Britain
Santo Domingo,Dominican Republic,DOM,Hispaniola
Magelang,Indonesia,RI,Java
Kirkwall,Orkneys,GB,Orkney Mainland
Gloucester,Gloucestershire,GB,Great Britain
Santiago de Cuba,Santiago de Cuba,C,Cuba
Kingston,Jamaica,JA,Jamaica
Saint Albans,Hertfordshire,GB,Great Britain
Stoke on Trent,Staffordshire,GB,Great Britain
Santa Cruz de Tenerife,Canary Islands,E,Teneriffa
Sendai,Miyagi,J,Honshu
Banda Aceh,Indonesia,RI,Sumatra
Eastleigh,Hampshire,GB,Great Britain
Hiroshima,Hiroshima,J,Honshu
Norwich,Norfolk,GB,Great Britain
Kavaratti,Lakshadweep Is.,IND,Kavaratti
Shizuoka,Shizuoka,J,Honshu
Tawai,Sabah,MAL,Borneo
Naha,Okinawa,J,Okinawa
Saint Peter Port,Guernsey,GBG,Guernsey
Toyama,Toyama,J,Honshu
Trafford,Greater Manchester,GB,Great Britain
Bayamo,Granma,C,Cuba
Carmarthen,Carmarthenshire,GB,Great Britain
Holguin,Holguin,C,Cuba
Knowsley,Merseyside,GB,Great Britain
Preston,Lancashire,GB,Great Britain
Fukui,Fukui,J,Honshu
Saga,Saga,J,Kyushu
Noumea,New Caledonia,NCA,Grande Terre
Auckland,New Zealand,NZ,Te Ika-a-Maui (North Island)
Mito,Ibaraki,J,Honshu
Singapore,Singapore,SGP,Singapore
Lancaster,Lancashire,GB,Great Britain
Ebbw Vale,Blaenau Gwent,GB,Great Britain
Dudley,West Midlands,GB,Great Britain
Mold,Flintshire,GB,Great Britain
Chesterfield,Derbyshire,GB,Great Britain
Bolton,Greater Manchester,GB,Great Britain
Tamatave,Toamasina,RM,Madagaskar
Palma de Mallorca,Balearic Islands,E,Mallorca
Tokushima,Tokushima,J,Shikoku
Las Palmas de Gran Canaria,Canary Islands,E,Gran Canaria
Manchester,Greater Manchester,GB,Great Britain
La Laguna,Canary Islands,E,Teneriffa
Palikir,Micronesia,FSM,Ponape
Taitung,Taiwan,RC,Taiwan
Kanazawa,Ishikawa,J,Honshu
Bengkulu,Indonesia,RI,Sumatra
Bury,Greater Manchester,GB,Great Britain
Dili,Timor-Leste,TL,Timor
Trowbridge,Wiltshire,GB,Great Britain
Bradford,West Yorkshire,GB,Great Britain
Sapporo,Hokkaido,J,Hokkaido
Ipswich,Suffolk,GB,Great Britain
Flying Fish Cove,Christmas Island,XMAS,Christmas Island
Warrington,Cheshire,GB,Great Britain
