country,name,percentage
G,Muslim,1.0
RMM,Muslim,90.0
VU,Anglican,15.0
D,Protestant,45.0
RM,Christian,41.0
WEST,Christian,8.0
NZ,Anglican,24.0
RN,Muslim,80.0
IS,Protestant,96.0
GH,Christian,24.0
CZ,Protestant,4.6
FJI,Muslim,8.0
RP,Muslim,5.0
THA,Muslim,3.8
ROU,Protestant,2.0
AXA,Anglican,29.0
N,Protestant,87.8
FJI,Christian,52.0
COOK,Christian,100.0
RCB,Christian,50.0
HR,Muslim,1.2
Z,Muslim,1.0
SRB,Muslim,3.2
PA,Roman Catholic,85.0
BERM,Roman Catholic,15.0
GNB,Christian,5.0
SK,Protestant,8.4
DOM,Roman Catholic,95.0
RI,Buddhist,1.0
CZ,Christian Orthodox,3.0
TT,Muslim,6.0
TO,Christian,100.0
F,Protestant,2.0
S,Protestant,94.0
I,Roman Catholic,98.0
V,Roman Catholic,100.0
NEP,Hindu,90.0
SUD,Christian,5.0
GQ,Roman Catholic,100.0
CR,Roman Catholic,95.0
AUS,Anglican,26.1
BIH,Protestant,4.0
IL,Christian,2.0
WEST,Jewish,17.0
DZ,Christian,0.5
WS,Christian,99.7
WSA,Muslim,100.0
SK,Christian Orthodox,4.1
RMM,Christian,1.0
ZW,Muslim,1.0
BR,Roman Catholic,70.0
BS,Church of God,6.0
MD,Jewish,1.5
COCO,Christian,20.0
GNB,Muslim,30.0
RH,Roman Catholic,80.0
TL,Muslim,1.0
SP,Muslim,100.0
ARU,Roman Catholic,80.8
CAM,Christian,33.0
MA,Jewish,0.2
CAYM,Anglican,5.7
NAM,Protestant,50.0
MS,Muslim,16.6
BOL,Roman Catholic,95.0
REUN,Roman Catholic,94.0
RSA,Muslim,2.0
BERM,African Methodist Episcopal,11.0
