name,code,capital,province,area,population
Bangladesh,BD,Dhaka,Bangladesh,144000.0,123062800
Benin,BEN,Porto-Novo,Benin,112620.0,5709529
Bolivia,BOL,La Paz,Bolivia,1098580.0,7165257
Brazil,BR,Brasilia,Distrito Federal,8511960.0,162661214
Belarus,BY,Minsk,Belarus,207600.0,10415973
Cameroon,CAM,Yaounde,Centre,475440.0,14261557
Cote dIvoire,CI,Yamoussoukro,Cote dIvoire,322460.0,14762445
Colombia,CO,Bogota,"Santa Fe de Bogota, DC",1138910.0,36813161
Germany,D,Berlin,Berlin,356910.0,83536115
Algeria,DZ,Algier,Algeria,2381740.0,29183032
Kenya,EAK,Nairobi,Nairobi,582650.0,28176686
Tanzania,EAT,Dar es Salaam,Daressalam,945090.0,29058470
Uganda,EAU,Kampala,Uganda,236040.0,20158176
Ecuador,EC,Quito,Ecuador,283560.0,11466291
Egypt,ET,Cairo,El Qahira,1001450.0,63575107
Ethiopia,ETH,Addis Ababa,Ethiopia,1127130.0,57171662
France,F,Paris,Ile de France,547030.0,58317450
Gabon,G,Libreville,Gabon,267670.0,1172798
Guatemala,GCA,Guatemala City,Guatemala,108890.0,11277614
Greece,GR,Athens,Attiki,131940.0,10538594
Guyana,GUY,Georgetown,Guyana,214970.0,712091
Honduras,HCA,Tegucigalpa,Francisco Morazan,112090.0,5605193
Italy,I,Rome,Lazio,301230.0,57460274
India,IND,New Delhi,Delhi,3287590.0,952107694
Iran,IR,Tehran,Tehran,1648000.0,66094264
Iraq,IRQ,Baghdad,Baghdad,437072.0,21422292
Iceland,IS,Reykjavik,Iceland,103000.0,270292
Kazakstan,KAZ,Almaty,Almaty (munic.),2717300.0,16916463
Kyrgyzstan,KGZ,Bishkek,Kyrgyzstan,198500.0,4529648
Liberia,LB,Monrovia,Liberia,111370.0,2109789
Mexico,MEX,Mexico City,Distrito Federal,1972550.0,95772462
Mongolia,MNG,Ulaanbaatar,Mongolia,1565000.0,2496617
Mozambique,MOC,Maputo,Maputo (munic.),801590.0,17877927
Namibia,NAM,Windhoek,Namibia,825418.0,1677243
Nicaragua,NIC,Managua,Nicaragua,129494.0,4272352
Peru,PE,Lima,Lima,1285220.0,24523408
Pakistan,PK,Islamabad,Pakistan,803940.0,129275660
Paraguay,PY,Asuncion,Paraguay,406750.0,5504146
Argentina,RA,Buenos Aires,Distrito Federal,2766890.0,34672997
Botswana,RB,Gaborone,Botswana,600370.0,1477630
Central African Republic,RCA,Bangui,Central African Republic,622980.0,3274426
Congo,RCB,Brazzaville,Congo,342000.0,2527841
Chile,RCH,Santiago,Chile,756950.0,14333258
Guinea,RG,Conakry,Guinea,245860.0,7411981
Indonesia,RI,Jakarta,Indonesia,1919440.0,206611600
Mauritania,RIM,Nouakchott,Mauritania,1030700.0,2336048
Madagascar,RM,Antananarivo,Antananarivo,587041.0,13670507
Mali,RMM,Bamako,Mali,1240000.0,9653261
Niger,RN,Niamey,Niger,1267000.0,9113001
Romania,RO,Bucharest,Bucuresti,237500.0,21657162
Uruguay,ROU,Montevideo,Uruguay,176220.0,3238952
Philippines,RP,Manila,Philippines,299764.0,74480848
South Africa,RSA,Pretoria,Gauteng,1219910.0,41743459
Finland,SF,Helsinki,Uusimaa,337030.0,5105230
Suriname,SME,Paramaribo,Suriname,163270.0,436418
Senegal,SN,Dakar,Dakar,196190.0,9092749
Syria,SYR,Damascus,Syria,185180.0,15608648
