country,name,percentage
FGU,French,100.0
TUCA,English,100.0
YE,Arabic,100.0
AMSA,Tongan,2.4
PK,Balochi,3.0
PK,Urdu,8.0
GE,Azeri,6.0
MK,Serbian,3.0
S,Swedish,100.0
NA,Spanish,6.1
IND,Hindi,30.0
BG,Bulgarian,100.0
HONX,English,3.2
SRB,Bosnian,1.8
CL,Sinhala,74.0
MNG,Khalkha Mongol,90.0
BVIR,English,100.0
IR,Turkish,1.0
NAM,English,7.0
CH,Italian,12.0
UZB,Tajik,4.4
E,Galician,7.0
B,German,1.0
GE,Georgian,71.0
NMIS,English,10.8
GCA,Spanish,60.0
AXA,English,100.0
PK,Sindhi,12.0
NA,Dutch,7.3
IS,Icelandic,100.0
IR,Kurdish,9.0
SLB,English,1.0
IR,Balochi,1.0
GUAD,French,99.0
SRB,Hungarian,3.8
HONX,Chinese,95.6
NMIS,Chinese Languages,23.4
UZB,Russian,14.2
SF,Swedish,6.3
C,Spanish,100.0
MK,Macedonian,70.0
E,Basque,2.0
LB,English,20.0
WAFU,Wallisian,58.9
A,German,100.0
NA,Papiamento,65.4
NMIS,Phillipine Languages,24.4
NMIS,Chamorro,22.4
MNTS,English,100.0
BIH,Serbo-Croatian,99.0
SF,Finnish,93.5
NMIS,Other Pacific Island Languages,9.5
GCA,Indian,40.0
STP,Portuguese,100.0
NEP,Nepali,100.0
ARM,Russian,2.0
MNE,Serbian,63.6
PK,Hindko,2.0
WAFU,French,10.8
PK,Punjabi,48.0
D,German,100.0
SA,Arabic,100.0
TM,Uzbek,9.0
MNE,Montenegrin,22.0
PA,English,14.0
NL,Dutch,100.0
FPOL,French,61.1
PK,Brahui,1.0
P,Portuguese,100.0
GUAM,Chamorro,22.2
RMM,Bambara,80.0
CAYM,Spanish,3.2
N,Norwegian,100.0
