country,name,percentage
NZ,European,88.0
LB,Americo-Liberians,5.0
CAM,Kirdi,11.0
EAK,Kamba,11.0
SN,Diola,9.0
LAO,Lao Loum,68.0
ZRE,Mangbetu-Azande,45.0
NAU,Pacific Islander,26.0
RIM,Black Maur,40.0
LAO,Lao Theung,22.0
MD,Ukrainian,13.8
R,Ukrainian,3.0
MC,Italian,16.0
SK,Roma,1.5
IR,Lur,2.0
MD,Russian,13.0
ETH,Sidamo,9.0
CL,Arab,7.0
KAZ,German,4.7
KAZ,Uzbek,2.1
MYA,Rakhine,4.0
CO,black-Indian,3.0
JA,Afro-Chinese,1.2
SN,Toucouleur,9.0
CDN,Asian,11.5
CZ,Roma,0.3
RL,Armenian,4.0
MK,Gypsy,3.0
K,Khmer,90.0
RI,Sundanese,14.0
D,German,95.1
EAU,Baganda,17.0
Q,Pakistani,18.0
ER,Tigre Kunama,40.0
SLB,Polynesian,4.0
CI,Senoufou,15.0
CV,Creole,71.0
RG,Malinke,30.0
SLB,European,0.8
BG,Turk,8.5
EC,Indian,25.0
AL,Greeks,3.0
PL,Byelorussian,0.5
