name,country,population,area,capital,capprov
Icel,TR,1266995,15853.0,Mersin,Icel
Yemen,YE,13483178,,Sanaa,Yemen
Paraguay,PY,5504146,,Asuncion,Paraguay
Tyumenskaya oblast,R,3169900,1435200.0,Tyumen,Tyumenskaya oblast
Overijssel,NL,1050389,3337.0,Zwolle,Overijssel
Teleorman,RO,504000,5760.0,Alexandria,Teleorman
Diyala,IRQ,955112,19076.0,Baqubah,Diyala
Andalusia,E,7053043,87600.0,Sevilla,Andalusia
Est,CAM,517200,109011.0,Bertoua,Est
Vologodskaya oblast,R,1349800,145700.0,Vologda,Vologodskaya oblast
Caras Severin,RO,408000,8503.0,Resita,Caras Severin
West Bank,WEST,1427741,,,
Shandong,TJ,86710000,153000.0,Jinan,Shandong
Nagasaki,J,1544934,4112.0,Nagasaki,Nagasaki
Saitama,J,6759311,3799.0,Urawa,Saitama
Toliara,RM,1396700,161405.0,Toliara,Toliara
Sistan e Baluchestan,IR,1455102,181578.0,Zahedan,Sistan e Baluchestan
Norte de Santander,CO,913491,21658.0,Cucuta,Norte de Santander
Kivu,ZRE,5232442,256662.0,Bukavu,Kivu
Tottori,J,614929,3494.0,Tottori,Tottori
Aichi,J,6868336,5138.0,Nagoya,Aichi
Gambia,WAG,1204984,,Banjul,Gambia
Ceara,BR,6803567,146348.0,Fortaleza,Ceara
Trujillo,YV,562752,7400.0,Trujillo,Trujillo
Niedersachsen,D,7715363,47609.0,Hannover,Niedersachsen
Beja,P,167900,10225.0,Beja,Beja
Bucuresti,RO,2319000,1521.0,Bucharest,Bucuresti
Selangor,MAL,2289236,7956.0,Shah Alam,Selangor
Bayern,D,11921944,70546.0,Munich,Bayern
Limburg,NL,1130050,2167.0,Maastricht,Limburg
Kirovohradska,UA,1245300,24600.0,Kirovohrad,Kirovohradska
Voreion Aiyaion,GR,189541,3836.0,Mytilini,Voreion Aiyaion
Cankiri,TR,279129,8454.0,Cankiri,Cankiri
New Mexico,USA,1729751,314925.0,Santa Fe,New Mexico
Northumberland,GB,307100,5032.0,Newcastle upon Tyne,Tyne and Wear
Pernambuco,BR,7404559,98937.0,Recife,Pernambuco
Rep. of Dagestan,R,2097500,50300.0,Makhachkala,Rep. of Dagestan
Azerbaijan,AZ,7676953,,Baku,Azerbaijan
Coimbra,P,427600,3947.0,Coimbra,Coimbra
Maine,USA,1242051,86156.0,Augusta,Maine
Galicia,E,2720761,29574.0,Santiago de Compostella,Galicia
Mauritania,RIM,2336048,,Nouakchott,Mauritania
Fed. Terr. of Kuala Lumpur,MAL,1145075,243.0,Kuala Lumpur,Fed. Terr. of Kuala Lumpur
Meta,CO,474046,85635.0,Villavicencio,Meta
Jeleniogorskie,PL,519200,4379.0,Jelenia Gora,Jeleniogorskie
Puno,PE,1144151,71999.0,Puno,Puno
Haryana,IND,16463648,44212.0,Chandigarh,Chandigarh
Pilskie,PL,485700,8205.0,Pila,Pilskie
Aruba,ARU,103065,,Oranjestad,Aruba
Gotland,S,57383,3140.0,Visby,Gotland
Henan,TJ,90270000,167000.0,Zhengzhou,Henan
Beijing (munic.),TJ,11250000,16800.0,Beijing,Beijing (munic.)
Rukwa,EAT,684000,68635.0,Sumbawanga,Rukwa
Alberta,CDN,2696826,661185.0,Edmonton,Alberta
Shropshire,GB,412500,3490.0,Shrewsbury,Shropshire
Murmanskaya oblast,R,1048000,144900.0,Murmansk,Murmanskaya oblast
Utah,USA,2059148,219888.0,Salt Lake City,Utah
Borders,GB,105700,4698.0,Newtown St. Boswells,Borders
Pakistan,PK,129275660,,Islamabad,Pakistan
Mwanza,EAT,1878300,19592.0,Mwanza,Mwanza
Ecuador,EC,11466291,,Quito,Ecuador
Morogoro,EAT,1222700,70799.0,Morogoro,Morogoro
Indonesia,RI,206611600,,Jakarta,Indonesia
Antioquia,CO,4067207,63612.0,Medellin,Antioquia
Trabzon,TR,795849,4685.0,Trabzon,Trabzon
Calabria,I,2080000,15080.0,Catanzaro,Calabria
South Australia,AUS,1474000,984377.0,Adelaide,South Australia
Colon,PA,222600,7247.0,Colon,Colon
Nei Monggol,TJ,22600000,1183000.0,Hohhot,Nei Monggol
Kyoto,J,2629592,4613.0,Kyoto,Kyoto
