river,country,province
Dalaelv,S,Dalarna
Olt,RO,Harghita
Zambezi,Z,Luapula
Loire,F,Rhone Alpes
Nelson River,CDN,Manitoba
Brigach,D,Baden Wurttemberg
Enns,A,Upper Austria
Asahan,RI,Indonesia
Orinoco,YV,Amazonas
Schatt al Arab,IRQ,Al Anbar
Kymijoki,SF,Haeme
Ruki,ZRE,Equateur
Senegal,RG,Guinea
Lomami,ZRE,Shaba/Katanga
Jenissej,R,Rep. of Tyva
Niger,RG,Guinea
Doubs,F,Franche Comte
Oesterdalaelv,S,Dalarna
Saskatchewan River,CDN,Alberta
Mekong,TJ,Tibet
Gambia,RG,Guinea
Cuilo,ANG,Lunda Sul
Tocantins,BR,Goias
Rio Desaguadero,BOL,Bolivia
Katun,R,Rep. of Altay
Paraguay,BR,Mato Grosso
Neckar,D,Baden Wurttemberg
Ruzizi,ZRE,Kivu
Nile,SUD,al Khartum
Volga,R,Tverskaya oblast
Tobol,R,Orenburgskaya oblast
Saone,F,Lorraine
Lulua,ZRE,Shaba/Katanga
Saint Lawrence River,CDN,Quebec
Luapula,Z,Luapula
Werra,D,Thuringen
Sanga,RCA,Central African Republic
Blue Nile,ETH,Ethiopia
Manicouagan,CDN,Quebec
Jangtse,TJ,Qinghai
Bomu,RCA,Central African Republic
Paatsjoki,SF,Lappia
Rio Sao Francisco,BR,Minas Gerais
Irawaddy,TJ,Tibet
Rio Madeira,BOL,Bolivia
Southern Morava,MK,Macedonia
Detroit River,CDN,Ontario
Niagara River,USA,New York
Busira,ZRE,Equateur
Don,R,Tulskaya oblast
Murrumbidgee River,AUS,New South Wales
Hwangho,TJ,Qinghai
Isere,F,Rhone Alpes
Bahr el-Djebel/Albert-Nil,EAU,Uganda
Fimi,ZRE,Bandundu
Chatanga,R,Krasnoyarskiy kray
Douro,E,Castile and Leon
Dnepr,R,Smolenskaya oblast
Reuss,CH,UR
Schari,RCA,Central African Republic
Bani,CI,Cote dIvoire
Indus,TJ,Tibet
Lualaba,ZRE,Shaba/Katanga
Rhein,CH,GR
Chire,MW,Malawi
Syrdarja,TAD,Khujand
Umeaelv,S,Vasterbotten
Cuango,ANG,Malanje
Ischim,KAZ,Qaraghandy
