country,name,percentage
Кл,Тамильский,18.0
США,Коренные американцы,0.8
ОПП,Сербский,82.9
ZW,Азиатский,1.0
БД,Бенгальский,98.0
IR,Курд,7.0
МЬЯ,Китайцы,3.0
ВАЛ,Африка,99.0
RO,Рома,1.6
ЕАС,Арабский,1.0
МАРТ,Китайцы,5.0
PL,Немецкий,1.3
AFG,Хазара,19.0
МАКХ,Китайцы,95.0
МСП,Индустани,37.0
A,словенский,0.2
TN,Еврейский,1.0
AFG,Таджик,25.0
AUS,Азиатский,4.0
MD,Еврейский,1.5
ИРК,Арабский,75.0
PY,Индейцы,5.0
МЭТ,Араб-бербер,99.1
ПА,Индейцы,6.0
UA,Еврейский,1.0
РСС,Манджиа,21.0
SN,Европейский ливанец,1.0
ГЭ,Абхаз,1.8
МЭТ,Еврейский,0.2
СИН,Монголь,3.0
A,Хорватский,0.3
