name,code,capital,province,area,population
Бельгия,B,Брюссель,Брабант,30510.0,10170241
Беларусь,Клянусь!,Минск,Беларусь,207600.0,10415973
Чешская Республика,CZ,Прага,Праха,78703.0,10321120
Германия,D,Берлин,Берлин,356910.0,83536115
Испания,E,Мадрид,Мадрид,504750.0,39181114
Франция,F,Париж,Иль де Франция,547030.0,58317450
Соединенное Королевство,ГБ,Лондон,Большой Лондон,244820.0,58489975
Греция,ГР,Афины,Аттики,131940.0,10538594
Венгрия,Н,Будапешт,Будапешт (муниципалитет),93030.0,10002541
Италия,I,Рим,Лацио,301230.0,57460274
Нидерланды,Нл,Амстердам,Норд Холланд,37330.0,15568034
Польша,PL,Варшава,Варецский,312683.0,38642565
Россия,Р,Москва,Москва,17075200.0,148178487
Румыния,RO,Бухарест,Букурести,237500.0,21657162
Турция,ТR,Анкара,Анкара,780580.0,62484478
Украина,UA,Киев,Киевска,603700.0,50864009
Тонга,К,Нукуалофа,Тонга,748.0,106466
Кот-д &apos; Ивуар,CI,Ямусукро,Кот-д &apos; Ивуар,322460.0,14762445
Ниуэ,НЬЮ,Алофи,Ниуэ,260.0,1398
Гибралтар,ГБЦ,Гибралтар,Гибралтар,6.5,28765
Святейший Престол,V,Ватикан,Святейший Престол,0.44,840
Суринам,МСП,Парамарибо,Суринам,163270.0,436418
Колумбия,CO,Богота,"Санта-Фе де Богота, округ Колумбия",1138910.0,36813161
Гамбия,ВАГ,Банжул,Гамбия,11300.0,1204984
Бангладеш,БД,Дакка,Бангладеш,144000.0,123062800
Чешская Республика,MK,Скопье,Чешская Республика,25333.0,2104035
Острова Кука,КОК,Аваруа,Острова Кука,240.0,11870
Куба,C,Гавана,Сьюдад-де-ла-Хабана,110860.0,10951334
Кыргызстан,KGZ,Бишкек,Кыргызстан,198500.0,4529648
Бенин,Бен,Порто-Ново,Бенин,112620.0,5709529
Таджикистан,TAD,Душанбе,Душанбе (шум),143100.0,5916373
Мадагаскар,РМ,Антананариву,Антананариву,587041.0,13670507
Гонконг,ХОНКС,Гонконг,Гонконг,1092.0,7055071
Косово,KOS,Приштина,Косово,10887.0,1804838
Сан-Томе и Принсипи,ПДТ,Сан-Томе,Сан-Томе и Принсипи,1001.0,144128
Китай,ТДж,Пекин,Пекин (муниципальный),9596960.0,1210004956
Нигерия,ВАН,Абуджа,Нигерия,923770.0,103912489
Эфиопия,ЭТО,Аддис-Абеба,Эфиопия,1127130.0,57171662
Кения,ЭАК,Найроби,Найроби,582650.0,28176686
Боливия,БОЛ,Ла-Пас,Боливия,1098580.0,7165257
Норвегия,Н,Осло,Осло,324220.0,4383807
Словения,SLO,Любляна,Словения,20256.0,1951443
Перу,ПЭ,Лима,Лима,1285220.0,24523408
Конго,КБК,Браззавиль,Конго,342000.0,2527841
Никарагуа,НИК,Манагуа,Никарагуа,129494.0,4272352
Уоллис и Футуна,ВАФА,Мата-Уту,Уоллис и Футуна,274.0,15289
Аргентина,РЭ,Буэнос-Айрес,Федеральный департамент,2766890.0,34672997
Израиль,Ил,Иерусалим,Центральный,20770.0,5421995
Французская Гвиана,ФГУ,Кайенн,Французская Гвиана,91000.0,151187
Ангилья,AXA,Долина,Ангилья,102.0,14436
Маврикий,MS,Порт-Луис,Маврикий,2040.0,1140256
Мавритания,РИМ,Нуакшот,Мавритания,1030700.0,2336048
Камерун,КАМ,Яунде,Центр,475440.0,14261557
Саудовская Аравия,С.А.,Эр-Рияд,Саудовская Аравия,1960580.0,19409058
Сент-Китс и Невис,KN,Бастер,Сент-Китс и Невис,269.0,41369
Французская Полинезия,ФПОЛ,Папа,Французская Полинезия,4167.0,287032
Острова Питкэрн,ОМТС,Адамстаун,Острова Питкэрн,47.0,48
Папуа-Новая Гвинея,ПНГ,Порт-Морсби,Папуа-Новая Гвинея,461690.0,4394537
Тайвань,КР,Тайбэй,Тайвань,36179.0,21465881
Маршалловы Острова,МГ,Маджуро,Маршалловы Острова,181.3,58363
Аруба,ARU,Оранжестад,Аруба,193.0,103065
Танзания,ЕАТ,Дар-эс-Салам,Дарессалам,945090.0,29058470
Непал,NEP,Катманду,Непал,140800.0,22094033
Сальвадор,ES,Сан-Сальвадор,Сальвадор,21040.0,5828987
Мужчина,GBM,Дуглас,Мужчина,588.0,73837
Виргинские острова,ВИРГ,Шарлотта Амали,Виргинские острова,352.0,97120
Сенегал,SN,Дакар,Дакар,196190.0,9092749
Молдова,MD,Кишинев,Молдова,33700.0,4463847
Гватемала,СУА,Город Гватемала,Гватемала,108890.0,11277614
Сомали,СП,Могадишо,Сомали,637660.0,9639151
Узбекистан,Юзеф,Ташкент,Тоскент,447400.0,23418381
Вьетнам,VN,Ханой,Вьетнам,329560.0,73976973
Южная Корея,ОК,Сеул,Южная Корея,98480.0,45482291
Сент-Мартин,СМАРТ,Мариго,Сент-Мартин,54.0,29820
Италия,ИУ,Рейкьявик,Италия,103000.0,270292
Монако,МК,Монако,Монако,1.9,31719
Панама,ПА,Панама,Панама,78200.0,2655094
Грузия,ГЭ,Тбилиси,Грузия,69700.0,5219810
Микронезия,ФШМ,Паликир,Микронезия,702.0,125377
Намибия,ДН,Виндхук,Намибия,825418.0,1677243
Босния и Герцеговина,БиГ,Сараево,Босния и Герцеговина,51233.0,2656240
Канада,КН,Оттава,Онтарио,9976140.0,28820671
Белиз,BZ,Бельмопан,Белиз,22960.0,219296
