country,name,percentage
ПР,Протестанты,15.0
СИН,Джейнс,0.5
WL,Протестанты,7.0
MK,Христианская православная,67.0
Ил,Кристиан,2.0
B,Протестанты,25.0
Z,Кристиан,60.0
AXA,Протестанты,30.2
Ру,Протестанты,2.0
СП,Мусульмане,100.0
COM,Мусульмане,86.0
БУ,Пресвитерианец,36.7
TN,Еврейский,1.0
УРБ,Протестанты,67.0
SLB,Баптист,17.0
HCA,Римская католическая,97.0
РИ,Индуистский,2.0
F,Мусульмане,1.0
SLB,РБ: ВР:,11.0
WL,Римская католическая,90.0
MS,Кристиан,28.3
SLB,Протестанты,5.0
HR,Протестанты,0.4
ДК,Протестанты,91.0
ГБЦ,Мусульмане,8.0
Газа,Еврейский,0.6
МЕКС,Римская католическая,89.0
КН,Объединенная церковь,12.0
ДН,Протестанты,50.0
РИ,Римская католическая,3.0
IR,Бахаи,1.0
ЗАХОД,Кристиан,8.0
BS,Методист,6.0
КИР,Римская католическая,52.6
RG,Кристиан,8.0
БиГ,Римская католическая,15.0
БУ,Церковь Христос,3.8
J,Буддисты,84.0
ТА,Кристиан,0.5
Ил,иудаизм,82.0
РП,Протестанты,9.0
G,Кристиан,55.0
ЭАК,Римская католическая,28.0
СИР,Мусульмане,90.0
И,Пятидесятилетие,1.0
ДОМ,Римская католическая,95.0
БУ,Англиканский,15.0
Z,Мусульмане,1.0
БЕРМ,Протестанты,18.0
СИН,Мусульмане,14.0
ТА,Буддисты,95.0
D,Протестанты,45.0
YV,Протестанты,2.0
ВАФА,Римская католическая,99.0
Кл,Кристиан,8.0
МВ,Мусульмане,100.0
ВИРГ,Баптист,42.0
ФЛ,Протестанты,8.3
МЭТ,Мусульмане,98.7
PY,Римская католическая,90.0
ВИРГ,Епископальный,17.0
РМ,Мусульмане,7.0
YV,Римская католическая,96.0
ЕАС,Протестанты,33.0
РЧ,Протестанты,16.0
К,Кристиан,100.0
ZW,Мусульмане,1.0
F,Протестанты,2.0
COCO,Кристиан,20.0
БЕРМ,Англиканский,23.0
BS,Римская католическая,19.0
SY,Англиканский,8.0
ГРАД,Протестанты,1.0
РТ,Кристиан,20.0
JOR,Мусульмане,92.0
D,Римская католическая,37.0
AFG,Мусульмане,99.0
США,Римская католическая,28.0
БВИР,Протестанты,86.0
СИН,Сикх,2.0
CY,Мусульмане,18.0
МЕКС,Протестанты,6.0
МСП,Протестанты,25.2
МАКХ,Протестанты,1.0
Ил,Мусульмане,14.0
ФШМ,Протестанты,47.0
ВАГ,Мусульмане,90.0
