name,country,population,area,capital,capprov
Йемен,ДА,13483178,,Сана,Йемен
Беркшир,ГБ,752500,1259.0,Чтение,Беркшир
Эрзинкан,ТR,299251,11903.0,Эрзинкан,Эрзинкан
Род-Айленд,США,987429,3139.0,Провидение,Род-Айленд
Страна Басков,E,2075561,7235.0,Витория Гастеиз,Страна Басков
Нью-Брансуик,КН,738133,73437.0,Фредериктон,Нью-Брансуик
Флинтшир,ГБ,145300,437.0,Мягкое,Флинтшир
Грузия,ГЭ,5219810,,Тбилиси,Грузия
Слупский,PL,419300,7453.0,Слупск,Слупский
Сирнак,ТR,262006,7172.0,Сирнак,Сирнак
Ика,ПЭ,608609,21327.0,Ика,Ика
Самарская область,Р,3311500,53600.0,Самара,Самарская область
Сьего де Авила,C,353000,6910.0,Сьего де Авила,Сьего де Авила
Джерси,GBJ,87848,,Святой Верхний,Джерси
Бутан,БВ,1822625,,Тхимпху,Бутан
Азоры,Р,236700,2247.0,Понта Дельгада,Азоры
Пермская область,Р,3009400,160600.0,Перм,Пермская область
Респондент Мордовии,Р,955800,26200.0,Саранск,Респондент Мордовии
Западосекский,CZ,869000,10875.0,Пльзень,Западосекский
Ивановская область,Р,1266400,23900.0,Иваново,Ивановская область
Кот/литератор,КАМ,1354800,20239.0,Дуала,Кот/литератор
Ламбайеке,ПЭ,1009655,14231.0,Чиклайо,Ламбайеке
Тромы,Н,146736,,Тромсоэ,Тромы
Нит и Порт-Тальбот,ГБ,140100,441.0,Порт-Тальбот,Нит и Порт-Тальбот
Арканзас,США,2522819,137754.0,Маленький камень,Арканзас
Саксен,D,4584345,18412.0,Дрезден,Саксен
Миранда,YV,2303302,7950.0,Los Teques,Миранда
Луанда,АНГ,1629000,2418.0,Луанда,Луанда
&lt; &lt; Ислас де ла Баия &gt; &gt;,HCA,24500,261.0,Роатан,&lt; &lt; Ислас де ла Баия &gt; &gt;
Осака,J,8797268,1868.0,Осака,Осака
Ассам,СИН,22414322,78438.0,Диспур,Ассам
Токио,J,11773605,2164.0,Токио,Токио
Формоза,РЭ,398413,72066.0,Формоза,Формоза
Северная Корея,Норк,23904124,,Пхеньян,Северная Корея
Монтсеррат,МНТ,5097,,Плимут,Монтсеррат
Остров Рождества,XMAS,1402,,Летающая рыбная бухта,Остров Рождества
Жиресун,ТR,499087,6934.0,Жиресун,Жиресун
Танга,ЕАТ,1283600,26808.0,Танга,Танга
Вест Агдер,Н,140232,,Кристианы,Вест Агдер
Уравнение,ЗРЕ,3960187,403293.0,Мбандака,Уравнение
УР,CH,35876,1076.0,Альтдорф,УР
Уануко,ПЭ,722669,36938.0,Уануко,Уануко
Толстяк,SN,476000,7935.0,Толстяк,Толстяк
Дели,СИН,9420644,1483.0,Дели,Дели
Донецка,UA,5346700,26500.0,Донецк,Донецка
Миди-Пиренеи,F,2431000,45349.0,Тулуза,Миди-Пиренеи
Верхний Заир,ЗРЕ,5119750,503239.0,Кисангани,Верхний Заир
Амурская область,Р,1037800,363700.0,Благовешенск,Амурская область
Кампех,МЕКС,642516,51833.0,Кампех,Кампех
Сальвадор,ES,5828987,,Сан-Сальвадор,Сальвадор
Вентилятор,Н,191600,,Тоенсберг,Вентилятор
Ньяса,МПК,686700,129055.0,Лицинга,Ньяса
Альтайский крей,Р,2690100,169100.0,Барнауль,Альтайский крей
Дельта Амакуро,YV,114390,40200.0,Тукупита,Дельта Амакуро
Васлуй,RO,468000,5297.0,Васлуй,Васлуй
Пжемышский,PL,409600,4437.0,Прземисл,Пжемышский
Хабэй,ТДж,57190000,187400.0,Вухан,Хабэй
LU,CH,340536,1493.0,Смазка,LU
Пьемонт,I,4307000,25399.0,Турин,Пьемонт
Somerset,ГБ,469400,3451.0,Таунтон,Somerset
ОЖ,CH,31310,490.0,Сарнен,ОЖ
Трухильо,YV,562752,7400.0,Трухильо,Трухильо
Азербайджан,AZ,7676953,,Баку,Азербайджан
Мато Гроссо-ду-Сул,КР,1922258,358158.0,Кампо Гранде,Мато Гроссо-ду-Сул
Зигиншор,SN,394700,7339.0,Зигиншор,Зигиншор
