resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
18112,747,437,167,42,0,,F,24,0.0,0,,,,,,,81
21553,873,815,15,15,14,10.0,10,10,1.0,59,+50.619,7276763.0,51.0,6.0,1:52.778,161.935,1
471,40,15,7,12,14,15.0,15,15,0.0,76,,,53.0,18.0,1:17.495,155.158,12
621,47,25,3,17,14,11.0,11,11,0.0,58,+1:19.628,5281789.0,55.0,8.0,1:28.737,216.559,1
18884,784,554,105,4,4,2.0,2,2,6.0,98,+24.4,10828100.0,,,,,1
5809,281,69,26,22,25,,R,19,0.0,32,,,,,,,10
16847,691,304,183,4,13,,R,14,0.0,0,,,,,,,3
4910,247,92,30,16,21,12.0,12,12,0.0,58,,,,,,,13
3974,205,63,21,17,16,14.0,14,14,0.0,65,,,,,,,12
692,50,23,7,11,15,,R,16,0.0,55,,,33.0,14.0,1:30.865,180.782,29
17561,725,385,6,2,6,,R,18,0.0,37,,,,,,,6
16764,687,356,191,16,2,2.0,2,2,6.0,68,+0.2,6225200.0,,,,,1
17720,733,373,172,20,1,1.0,1,1,9.0,75,2:26:20.8,8780800.0,,,,,1
20856,844,808,4,10,7,8.0,8,8,4.0,58,+1:08.168,5485726.0,48.0,8.0,1:30.618,212.063,1
20243,807,638,105,22,21,,R,11,0.0,57,,,,,,,5
7296,329,119,3,6,5,5.0,5,5,2.0,45,+48.028,4895192.0,,,,,1
16575,677,364,187,14,7,4.0,4,4,3.0,107,,,,,,,11
8144,362,164,39,41,0,,F,39,0.0,0,,,,,,,97
8543,373,131,44,33,26,,N,19,0.0,52,,,,,,,62
7752,10,16,10,20,17,,R,19,0.0,1,,,,,,,25
21530,872,813,3,18,22,11.0,11,11,0.0,53,+48.682,4829903.0,51.0,4.0,1:28.053,236.843,1
11294,474,117,4,15,3,,R,16,0.0,30,,,,,,,5
3759,195,44,20,11,12,16.0,16,16,0.0,60,,,,,,,15
9398,403,112,33,30,17,,R,18,0.0,45,,,,,,,10
21008,850,10,166,24,19,17.0,17,17,0.0,57,,,57.0,21.0,1:39.982,185.361,13
19175,797,427,6,18,13,,R,10,0.0,59,,,,,,,25
23328,966,832,5,55,10,16.0,16,16,0.0,70,,,52.0,19.0,1:24.467,183.437,11
17407,719,364,34,4,6,,R,13,0.0,25,,,,,,,24
8357,368,118,21,9,22,,R,19,0.0,37,,,,,,,3
15831,640,337,66,21,12,,R,22,0.0,3,,,,,,,5
23089,955,4,1,14,13,,R,19,0.0,42,,,27.0,18.0,1:49.101,198.080,6
2658,145,21,22,7,19,14.0,14,14,0.0,63,,,,,,,12
6140,293,122,6,28,8,,R,24,0.0,11,,,,,,,20
886,59,27,13,19,16,12.0,12,12,0.0,77,,,77.0,16.0,1:17.603,154.942,11
4228,217,71,21,1,3,2.0,2,2,6.0,77,+9.079,6356228.0,,,,,1
13608,555,200,1,2,14,,R,26,0.0,0,,,,,,,3
8396,369,94,18,23,4,,R,19,0.0,27,,,,,,,20
18385,760,360,170,16,8,3.0,3,3,4.5,75,+22.4,9034000.0,,,,,1
15496,627,307,66,17,18,4.0,4,4,3.0,14,+2:20.2,6272500.0,,,,,1
11739,489,175,55,33,16,13.0,13,13,0.0,78,,,,,,,12
6504,305,142,42,31,0,,F,32,0.0,0,,,,,,,97
3165,168,48,18,20,22,,R,16,0.0,33,,,,,,,5
16694,683,358,167,12,8,,R,10,0.0,33,,,,,,,5
12540,518,221,27,25,3,5.0,5,5,2.0,75,,,,,,,5
20619,349,808,4,12,23,9.0,9,9,2.0,44,+23.851,5368119.0,32.0,7.0,1:51.175,226.799,1
22437,913,3,131,6,2,,R,21,0.0,13,,,5.0,21.0,1:56.769,156.154,10
18535,767,430,95,18,17,11.0,11,11,0.0,69,,,,,,,16
8500,372,123,22,20,7,7.0,7,7,0.0,59,,,,,,,11
4635,235,83,18,20,19,,R,15,0.0,24,,,,,,,22
13000,534,207,32,5,1,,R,17,0.0,46,,,,,,,5
4371,223,55,22,7,10,13.0,13,13,0.0,68,,,,,,,11
7565,1,17,9,14,8,12.0,12,12,0.0,57,,,38.0,8.0,1:28.508,215.695,11
