targetid,raceid,driverid,win
5069,226,71,1
43426,837,701,0
12705,103,48,0
13885,48,5,0
57089,575,182,0
3801,73,40,0
65075,866,17,0
44940,812,642,0
9647,285,94,0
54413,646,306,0
55034,613,289,0
64516,847,15,0
54068,624,306,0
21128,439,95,0
18152,16,5,0
54406,645,278,0
46888,790,456,0
13859,47,23,0
43366,836,518,0
49337,772,579,0
54723,654,321,0
44913,811,660,0
22074,467,199,0
52616,683,364,0
6933,294,65,0
3212,165,23,0
12723,104,46,0
55435,594,314,0
23097,492,176,0
52680,685,373,0
19412,385,95,0
10968,220,56,0
19078,375,158,0
11419,143,44,0
22555,480,158,0
53133,666,347,0
11850,129,56,0
21374,447,112,0
56840,569,279,0
46194,794,615,0
64504,847,20,0
59263,508,140,0
53101,665,351,0
53913,678,360,0
49715,747,364,0
18513,364,92,0
44301,820,593,0
56522,561,223,0
47094,779,496,0
67298,938,830,0
12197,113,23,0
13168,68,27,0
12828,54,18,0
51476,799,627,0
44672,824,578,0
52069,807,673,0
52613,683,384,0
7040,298,100,0
22990,490,136,0
57034,573,284,0
56054,579,238,0
1438,82,39,0
43352,836,501,0
18546,365,163,0
