qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
1765,200,73,25,20,22,1:34.910,,
1064,67,14,9,14,14,1:22.618,1:22.589,
5633,888,818,5,18,16,1:31.629,1:31.104,
2723,262,103,27,25,24,1:30.493,,
3947,117,4,4,8,7,1:16.087,,
1727,199,49,3,2,6,1:24.442,,
3419,340,810,166,25,22,1:39.783,,
802,55,13,6,6,16,1:28.868,,
4111,91,13,15,12,11,1:35.039,,
6902,958,1,131,44,2,1:34.210,1:24.836,1:20.108
5076,864,818,5,17,15,1:24.362,1:23.265,
6228,915,16,15,99,15,1:40.766,1:40.984,
1738,199,68,25,21,17,1:27.061,,
4943,859,17,9,2,2,1:13.467,1:12.658,1:12.099
4802,852,17,9,2,3,2:02.827,2:03.302,1:49.376
7035,964,830,9,33,5,1:32.487,1:31.489,1:31.178
6521,937,4,1,14,18,1:51.420,,
7214,972,4,1,14,15,1:36.353,1:36.660,
1328,86,17,3,7,10,1:48.071,,
6873,956,815,10,11,16,1:07.657,,
4944,859,18,1,4,3,1:13.281,1:12.820,1:12.283
5380,877,807,10,12,11,1:42.579,1:42.019,
5883,901,20,9,1,2,1:57.654,1:59.399,1:59.486
6394,930,817,9,3,10,1:27.611,1:26.692,1:26.770
1593,175,30,6,3,3,1:31.781,,
4307,101,15,4,7,7,1:14.134,,
1141,77,17,3,7,3,1:30.368,,
163,25,3,3,7,15,1:16.085,1:16.235,
6830,954,832,5,55,16,1:14.714,1:21.956,
4222,97,18,16,9,2,1:12.341,,
145,24,16,10,20,17,1:19.108,,
822,56,14,9,14,14,1:24.849,1:24.101,
1653,177,68,21,15,20,1:29.656,,
6262,917,8,6,7,10,1:11.193,1:11.188,1:11.099
3297,16,153,5,11,12,1:24.773,1:22.231,
6588,941,8,6,7,5,1:39.207,1:38.224,1:38.348
204,27,6,3,8,16,1:16.083,,
149,25,8,6,1,1,1:15.133,1:15.161,1:16.449
1599,175,71,17,7,9,1:32.695,,
57,20,10,7,12,13,1:32.800,1:32.528,
6688,948,13,3,19,6,1:25.918,1:25.644,1:25.458
7198,971,828,15,9,19,1:32.543,,
3454,342,22,3,9,9,1:15.590,1:15.083,1:14.901
3988,119,4,4,8,8,1:16.483,,
4522,76,21,4,6,4,1:14.783,1:17.317,
1974,214,22,24,22,12,1:15.876,,
6744,950,821,210,21,18,1:38.770,,
5670,891,4,6,3,9,2:00.190,1:48.309,2:03.482
6883,957,817,9,3,4,1:31.684,1:31.319,1:30.618
4568,842,13,6,6,7,1:36.744,1:36.557,1:36.251
7367,980,815,10,11,8,1:45.591,1:44.894,1:45.244
4803,852,13,6,6,4,2:05.834,2:04.507,1:50.256
1563,161,2,20,15,17,1:27.806,,
4945,859,1,1,3,4,1:13.361,1:12.811,1:12.480
189,27,1,1,22,1,1:15.218,1:14.603,1:15.666
5752,895,1,131,10,3,1:32.340,1:31.636,1:31.253
7077,966,830,9,33,3,1:19.874,1:18.972,1:19.054
1915,211,76,24,23,19,1:20.516,,
371,36,2,2,9,3,1:26.895,1:25.358,1:26.556
1476,140,44,16,12,16,1:34.192,,
3538,345,810,166,25,21,1:42.086,,
5438,879,10,206,24,21,1:17.508,,
3095,6,6,3,17,10,1:15.930,1:15.579,1:17.344
5903,901,828,207,9,22,2:04.407,,
3141,8,21,10,21,16,1:19.802,,
2121,228,22,17,11,9,1:28.632,,
1231,81,14,9,14,13,1:22.108,,
2231,242,71,3,5,4,1:27.512,,
4658,846,17,9,2,3,1:16.087,1:14.742,1:14.019
1507,158,49,17,5,5,1:31.359,,
2864,268,56,17,15,9,1:25.568,,
7319,977,836,15,94,20,1:07.011,,
923,61,30,6,5,5,1:15.716,1:15.139,1:15.986
6463,933,829,209,28,20,1:15.368,,
485,41,3,3,16,7,1:17.016,1:16.190,1:16.919
5393,877,39,164,23,24,1:46.382,,
1926,212,21,17,12,8,1:18.385,,
1714,193,44,20,11,15,1:29.320,,
1047,66,24,5,20,19,1:29.250,,
521,42,16,12,20,21,1:14.122,,
3937,116,35,16,16,17,1:34.596,,
772,54,4,4,1,8,1:35.514,1:33.997,1:35.747
