constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
3340,294,27,0.0,11,11,0
5727,151,16,12.0,6,6,0
19930,728,97,0.0,17,17,0
25211,886,207,0.0,11,11,0
25682,269,3,89.0,1,1,5
10571,457,45,0.0,15,15,0
9679,403,18,0.0,14,14,0
24620,848,3,4.0,9,9,0
7791,329,46,0.0,12,12,0
20995,672,195,12.0,6,6,0
11174,491,56,0.0,14,14,0
22914,563,64,0.0,17,17,0
52,23,2,52.0,3,3,0
26567,948,209,0.0,11,11,0
23330,554,66,0.0,16,16,0
26017,907,207,0.0,11,11,0
20709,697,183,1.0,9,9,0
23094,573,6,77.0,1,1,6
8392,313,29,0.0,17,17,0
20888,688,182,0.0,12,12,0
10464,450,52,0.0,13,13,0
23226,548,67,1.0,10,10,0
26812,976,210,21.0,7,7,0
740,88,16,37.0,6,6,0
6364,57,11,19.0,4,4,0
23533,532,21,2.0,11,11,0
10785,470,32,6.0,6,6,0
10657,463,25,12.0,6,6,1
10863,474,45,3.0,11,11,0
2091,195,1,65.0,1,1,4
4738,281,26,0.0,12,12,0
9753,409,22,8.0,6,6,0
9028,368,44,0.0,20,20,0
8373,312,29,0.0,17,17,0
8308,309,33,1.0,10,10,0
22143,614,34,12.0,4,4,0
21025,674,195,12.0,6,6,0
23635,538,3,5.0,11,11,0
23222,548,59,32.0,2,2,2
5058,242,1,6.0,4,4,0
10898,476,21,3.0,12,12,0
9186,373,45,0.0,18,18,0
26755,971,9,47.0,3,3,0
10311,441,6,24.5,2,2,1
22523,580,1,26.5,1,1,2
24402,350,9,350.0,1,1,6
23030,570,204,9.0,7,7,0
10802,471,32,9.0,6,6,0
8504,319,32,3.0,9,9,0
2569,238,3,165.0,1,1,11
22904,563,6,33.0,1,1,3
8672,6,23,86.0,1,1,5
10459,450,27,3.0,10,10,0
20148,716,182,0.0,13,13,0
9607,399,22,20.0,5,5,0
20823,685,183,2.0,11,11,0
7884,334,32,3.0,8,8,0
5159,250,22,94.0,1,1,7
19798,719,54,0.0,8,8,0
22940,565,58,4.0,6,6,0
8981,366,35,8.0,8,8,0
6102,120,15,9.0,9,9,0
24006,513,1,4.0,3,3,0
26188,930,209,0.0,10,10,0
22976,567,37,6.0,8,8,0
10245,438,51,6.0,6,6,0
22451,604,74,0.0,20,20,0
9817,413,25,5.0,7,7,0
8720,12,9,104.5,2,2,3
11064,484,45,0.0,15,15,0
25584,262,3,25.0,3,3,1
11182,491,32,13.0,7,7,0
26482,952,9,94.0,3,3,1
5751,153,20,4.0,9,9,0
24997,871,10,59.0,7,7,0
25368,213,6,51.0,1,1,2
26593,960,3,101.0,5,5,0
25412,216,25,2.0,9,9,0
2113,197,1,75.0,1,1,5
23717,542,56,17.0,7,7,0
22455,576,32,0.0,7,7,0
11497,510,4,38.0,4,4,3
2588,239,18,0.0,10,10,0
8511,319,36,0.0,17,17,0
571,71,1,4.0,5,5,0
10077,427,34,14.0,6,6,1
2428,225,22,9.0,2,2,0
25102,877,15,124.0,6,6,0
17791,769,66,10.0,4,4,0
22781,586,56,0.0,17,17,0
25574,261,15,6.0,7,7,0
737,88,15,17.0,8,8,0
16,19,10,0.0,10,10,0
20474,707,93,0.0,15,15,0
25334,898,6,333.0,3,3,2
