raceid,driverid,stop,lap,time,duration,milliseconds
962,836,2,18,20:40:10,30.532,30532
909,825,2,29,14:45:25,19.135,19135
882,3,1,5,15:12:50,22.299,22299
861,817,3,25,17:51:55,22.610,22610
854,4,2,25,20:52:35,30.387,30387
855,815,1,20,15:38:10,21.655,21655
972,832,1,24,15:49:33,29.973,29973
859,3,1,16,14:24:30,20.773,20773
886,817,1,12,14:19:39,21.223,21223
877,817,2,38,18:17:36,21.231,21231
853,67,2,40,15:06:23,24.086,24086
891,824,1,14,14:32:07,24.083,24083
914,820,3,23,16:12:57,25.278,25278
970,1,4,36,15:08:39,22.668,22668
965,18,1,10,14:21:28,23.613,23613
843,5,1,19,15:37:31,22.485,22485
979,822,1,30,14:48:04,22.681,22681
982,4,1,1,20:06:42,36.900,36900
848,24,1,15,14:31:23,24.459,24459
847,15,3,52,16:38:45,25.140,25140
866,817,2,58,15:20:40,21.558,21558
861,807,2,15,17:30:50,23.549,23549
904,13,2,28,14:47:33,22.381,22381
959,822,1,12,14:19:43,18.796,18796
973,828,2,32,14:51:03,22.775,22775
883,820,2,23,15:44:27,24.141,24141
943,830,2,52,14:17:19,22.589,22589
855,17,3,34,16:03:28,21.455,21455
881,819,3,32,17:03:34,23.373,23373
854,1,1,11,20:25:15,30.142,30142
936,807,1,15,14:28:49,22.573,22573
913,820,1,16,20:36:06,30.751,30751
883,1,2,22,15:42:02,21.444,21444
865,20,1,46,15:05:40,25.079,25079
870,815,1,21,14:37:57,20.320,20320
962,828,2,8,20:20:49,29.706,29706
930,815,1,19,14:33:59,22.468,22468
880,8,1,9,17:17:36,22.709,22709
956,807,1,8,14:12:55,22.601,22601
850,812,3,51,15:32:52,22.458,22458
879,4,2,18,14:29:41,23.000,23000
851,153,2,24,14:43:20,22.552,22552
857,13,1,17,15:29:43,21.848,21848
968,1,2,28,17:53:38,21.355,21355
916,1,2,33,15:03:57,24.244,24244
864,3,1,9,14:17:10,20.502,20502
879,1,1,10,14:17:17,24.410,24410
944,154,3,54,15:14:07,23.958,23958
868,17,1,14,13:26:30,25.854,25854
884,820,3,47,15:17:21,21.340,21340
894,16,1,3,15:09:31,29.829,29829
883,819,3,35,16:04:48,23.263,23263
930,18,1,11,14:21:23,22.589,22589
917,16,1,18,14:26:52,29.465,29465
873,5,2,26,20:55:51,30.099,30099
940,4,1,9,14:19:04,23.640,23640
936,828,1,16,14:30:36,23.005,23005
911,818,1,15,14:33:42,23.571,23571
883,823,2,14,15:29:30,22.950,22950
956,154,2,28,14:38:29,18.860,18860
888,815,2,24,14:43:57,20.433,20433
927,18,3,35,16:09:16,25.846,25846
874,808,2,42,16:16:46,21.367,21367
877,5,1,28,17:59:21,23.032,23032
842,24,3,44,17:25:07,38.823,38823
843,10,2,28,15:54:22,21.908,21908
845,1,2,23,14:38:08,20.235,20235
950,1,4,21,14:43:15,22.626,22626
965,835,2,26,14:50:20,24.766,24766
851,67,2,25,14:44:55,21.460,21460
878,4,1,20,13:38:33,24.439,24439
927,3,3,41,16:18:40,24.336,24336
945,830,2,20,17:40:25,22.457,22457
938,830,3,33,14:53:32,24.938,24938
884,8,1,10,14:18:53,19.978,19978
934,3,1,20,13:38:22,28.393,28393
857,817,2,32,15:54:51,42.529,42529
945,831,2,26,17:51:35,22.806,22806
883,820,4,46,16:24:10,22.552,22552
848,814,2,27,14:52:08,20.818,20818
867,808,2,25,14:48:42,21.224,21224
848,814,3,44,15:22:18,21.069,21069
955,836,1,29,17:58:28,26.187,26187
950,832,2,19,14:39:44,22.832,22832
942,154,1,1,14:06:27,27.621,27621
895,17,2,25,15:45:06,22.774,22774
937,822,3,21,14:49:04,23.489,23489
850,5,1,26,14:47:26,22.088,22088
930,1,3,51,15:22:23,21.965,21965
874,813,2,33,16:00:13,21.118,21118
844,39,2,27,15:47:59,24.962,24962
914,1,1,2,15:06:11,18:57.295,1137295
887,814,1,9,13:18:47,25.004,25004
965,828,1,17,14:34:12,25.229,25229
917,18,2,27,14:38:10,22.620,22620
950,831,3,40,15:17:07,25.357,25357
