raceid,year,round,circuitid,name,date,time,url
16,2009,16,18,Brazilian Grand Prix,2009-10-18,16:00:00,http://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix
47,2007,12,5,Turkish Grand Prix,2007-08-26,12:00:00,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
48,2007,13,14,Italian Grand Prix,2007-09-09,12:00:00,http://en.wikipedia.org/wiki/2007_Italian_Grand_Prix
54,2006,2,2,Malaysian Grand Prix,2006-03-19,15:00:00,http://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix
68,2006,16,17,Chinese Grand Prix,2006-10-01,14:00:00,http://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix
73,2005,3,3,Bahrain Grand Prix,2005-04-03,14:30:00,http://en.wikipedia.org/wiki/2005_Bahrain_Grand_Prix
82,2005,12,10,German Grand Prix,2005-07-24,14:00:00,http://en.wikipedia.org/wiki/2005_German_Grand_Prix
103,2004,14,13,Belgian Grand Prix,2004-08-29,,http://en.wikipedia.org/wiki/2004_Belgian_Grand_Prix
104,2004,15,14,Italian Grand Prix,2004-09-12,,http://en.wikipedia.org/wiki/2004_Italian_Grand_Prix
113,2003,6,23,Austrian Grand Prix,2003-05-18,,http://en.wikipedia.org/wiki/2003_Austrian_Grand_Prix
129,2002,6,23,Austrian Grand Prix,2002-05-12,,http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix
143,2001,3,18,Brazilian Grand Prix,2001-04-01,,http://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix
165,2000,8,7,Canadian Grand Prix,2000-06-18,,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
220,1997,14,23,Austrian Grand Prix,1997-09-21,,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix
226,1996,3,25,Argentine Grand Prix,1996-04-07,,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix
285,1993,13,14,Italian Grand Prix,1993-09-12,,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix
294,1992,6,6,Monaco Grand Prix,1992-05-31,,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
298,1992,10,10,German Grand Prix,1992-07-26,,http://en.wikipedia.org/wiki/1992_German_Grand_Prix
364,1989,9,10,German Grand Prix,1989-07-30,,http://en.wikipedia.org/wiki/1989_German_Grand_Prix
365,1989,10,11,Hungarian Grand Prix,1989-08-13,,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix
375,1988,4,32,Mexican Grand Prix,1988-05-29,,http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix
385,1988,14,26,Spanish Grand Prix,1988-10-02,,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
439,1984,4,21,San Marino Grand Prix,1984-05-06,,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix
447,1984,12,23,Austrian Grand Prix,1984-08-19,,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix
467,1982,1,30,South African Grand Prix,1982-01-23,,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix
480,1982,14,41,Swiss Grand Prix,1982-08-29,,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix
