constructorresultsid,raceid,constructorid,points,status
12117,626,82,3.0,
15576,982,3,4.0,
2040,210,3,10.0,
4440,379,25,0.0,
4018,357,48,0.0,
2950,284,29,0.0,
5629,460,6,6.0,
13282,552,69,0.0,
5840,473,54,0.0,
5336,440,34,0.0,
6077,487,53,0.0,
15237,950,210,0.0,
2941,284,22,7.0,
5681,463,21,0.0,
14153,843,9,33.0,
1085,122,7,0.0,
13993,344,164,0.0,
13031,568,182,0.0,
13933,339,164,0.0,
5581,456,50,0.0,
13513,533,55,0.0,
3724,331,33,0.0,
6362,505,32,0.0,
15454,970,10,3.0,
15457,970,15,0.0,
15570,982,131,40.0,
3116,296,27,2.0,
12050,620,1,6.0,
3329,309,34,0.0,
14253,851,131,2.0,
5493,450,54,0.0,
13738,516,61,0.0,
2402,242,25,0.0,
275,44,2,8.0,
13037,569,32,2.0,
2656,262,15,0.0,
12542,604,34,9.0,
4366,375,42,0.0,
11132,696,66,0.0,
1304,143,15,4.0,
14027,347,5,0.0,
13073,571,204,0.0,
4436,379,35,0.0,
228,39,5,0.0,
13575,537,4,0.0,
5567,455,50,0.0,
3172,299,36,0.0,
12325,618,32,6.0,
4792,401,37,0.0,
5340,440,50,0.0,
4462,380,45,0.0,
5873,475,4,0.0,
13855,524,21,0.0,
13056,570,25,0.0,
3990,356,27,0.0,
9664,775,118,9.0,
13109,574,6,4.0,
2340,237,29,0.0,
4281,370,44,0.0,
3842,2,10,0.0,
2052,211,24,6.0,
4537,385,1,12.0,
2938,283,26,0.0,
3081,294,1,10.0,
13763,518,4,0.0,
6025,484,54,0.0,
4449,380,37,2.0,
14060,350,3,7.0,
3282,307,18,3.0,
11744,646,6,3.0,
12492,600,80,0.0,
10209,740,66,0.0,
3137,297,36,0.0,
11146,697,190,0.0,
3189,300,6,0.0,
3441,315,42,0.0,
2769,271,3,13.0,
5842,473,34,0.0,
2998,288,33,0.0,
10967,707,66,9.0,
6254,498,57,0.0,
3225,303,29,0.0,
4601,388,45,0.0,
3644,327,41,6.0,
1833,191,15,1.0,
5356,441,27,0.0,
2655,262,30,0.0,
1576,167,17,0.0,
2002,206,18,0.0,
14937,911,15,0.0,
