orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10248,VINET,5,1996-07-04 00:00:00,1996-08-01,16.07.1996 г. 00:00,3,32.38,Вино и алкогольные напитки.,59 улица Аббатство,Реймс,,51100,Франция
10249,TOMSP,6,1996-07-05 00:00:00,1996-08-16 00:00:00,1996-07-10 00:00:00,1,11.61,Томс специализация,"Луисенштрассе, 48",Мюнстер,,44087,Германия
10250,HANAR,4,1996-07-08 00:00:00,1996-08-05 00:00:00,1996-07-12 00:00:00,2,65.83,Ханари Карнес,"Улица Хлеба, 67",Рио-де-Жанейро,РЖ,05454-876,Бразилия
10251,VICTE,3,1996-07-08 00:00:00,1996-08-05 00:00:00,1996-07-15 00:00:00,1,41.34,Экипировка для выживания,"ул. Коммерческая, 2",Лион,,69004,Франция
10252,SUPRD,4,1996-07-09 00:00:00,1996-08-06 00:00:00,1996-07-11 00:00:00,2,51.3,Супрме длице,"Бульвар Тиро, 255",Шарлеруа,,Б-6000,Бельгия
10253,HANAR,3,1996-07-10 00:00:00,1996-07-24 00:00:00,16.07.1996 г. 00:00,2,58.17,Ханари Карнес,"Улица Хлеба, 67",Рио-де-Жанейро,РЖ,05454-876,Бразилия
10254,CHOPS,5,1996-07-11 00:00:00,1996-08-08 00:00:00,1996-07-23 00:00:00,2,22.98,Китайская чопсюй,"Главная улица, дом 31",Берн,,3012,Швейцария
10255,RICSU,9,1996-07-12 00:00:00,1996-08-09 00:00:00,1996-07-15 00:00:00,3,148.33,Ричтер Супермаркет,Старенвег 5,Женева,,1204,Швейцария
10256,WELLI,3,1996-07-15 00:00:00,1996-08-12 00:00:00,1996-07-17 00:00:00,2,13.97,Веллингтон Импортирован,"Руадо дэ Маркэту, 12",Резиденция,Спасибо!,08737-363,Бразилия
10257,HILAA,4,16.07.1996 г. 00:00,1996-08-13 00:00:00,1996-07-22 00:00:00,3,81.91,Хиларион-Абастос,Кальяра 22 авеню Карлоса Соублете #8-35,Сан-Кристобаль,Чира,5022,Венесуэла
10258,ERNSH,1,1996-07-17 00:00:00,1996-08-14 00:00:00,1996-07-23 00:00:00,1,140.51,Эрнст Хендель,"Кирхгассе, 6",Грас,,8010,Австрия
10259,CENTC,4,1996-07-18 00:00:00,1996-08-15 00:00:00,1996-07-25 00:00:00,3,3.25,Коммерческий центр Моэнка,Сьеррас-де-Гранада 9993,"Мексико, Д.Ф.",,5022,Мексика
