film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
19,AMADEUS HOLY,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,2006,1,,6,0.99,113,20.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
21,AMERICAN CIRCUS,A Insightful Drama of a Girl And a Astronaut who must Face a Database Administrator in A Shark Tank,2006,1,,3,4.99,129,17.99,R,"Commentaries,Behind the Scenes",2006-02-15T04:03:42
56,BAREFOOT MANCHURIAN,A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park,2006,1,,6,2.99,129,15.99,G,"Trailers,Commentaries",2006-02-15T04:03:42
67,BERETS AGENT,A Taut Saga of a Crocodile And a Boy who must Overcome a Technical Writer in Ancient China,2006,1,,5,2.99,77,24.99,PG-13,Deleted Scenes,2006-02-15T04:03:42
97,BRIDE INTRIGUE,A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans,2006,1,,7,0.99,56,24.99,G,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
111,CADDYSHACK JEDI,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia,2006,1,,3,0.99,52,17.99,NC-17,"Commentaries,Deleted Scenes",2006-02-15T04:03:42
126,CASUALTIES ENCINO,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,2006,1,,3,4.99,179,16.99,G,Trailers,2006-02-15T04:03:42
130,CELEBRITY HORN,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,2006,1,,7,0.99,110,24.99,PG-13,"Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
162,CLUELESS BUCKET,A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House,2006,1,,4,2.99,95,13.99,R,"Trailers,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
210,DARKO DORADO,A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans,2006,1,,3,4.99,130,13.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
212,DARN FORRESTER,A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat,2006,1,,7,4.99,185,14.99,G,Deleted Scenes,2006-02-15T04:03:42
252,DREAM PICKUP,A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico,2006,1,,6,2.99,135,18.99,PG,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
253,DRIFTER COMMANDMENTS,A Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat,2006,1,,5,4.99,61,18.99,PG-13,"Trailers,Behind the Scenes",2006-02-15T04:03:42
271,EASY GLADIATOR,A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India,2006,1,,5,4.99,148,12.99,G,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
287,ENTRAPMENT SATISFACTION,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,2006,1,,5,0.99,176,19.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
292,EXCITEMENT EVE,A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank,2006,1,,3,0.99,51,20.99,G,Commentaries,2006-02-15T04:03:42
303,FANTASY TROOPERS,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,2006,1,,6,0.99,58,27.99,PG-13,Behind the Scenes,2006-02-15T04:03:42
327,FOOL MOCKINGBIRD,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,2006,1,,3,4.99,158,24.99,PG,"Trailers,Commentaries",2006-02-15T04:03:42
329,FORREST SONS,A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat,2006,1,,4,2.99,63,15.99,R,Commentaries,2006-02-15T04:03:42
360,GLASS DYING,A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan,2006,1,,4,0.99,103,24.99,G,Trailers,2006-02-15T04:03:42
375,GRAIL FRANKENSTEIN,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,2006,1,,4,2.99,85,17.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
395,HANDICAP BOONDOCK,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,2006,1,,4,0.99,108,28.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
417,HILLS NEIGHBORS,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,2006,1,,5,0.99,93,29.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
501,KISSING DOLLS,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,2006,1,,3,4.99,141,9.99,R,Trailers,2006-02-15T04:03:42
530,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,1,,5,2.99,108,27.99,PG-13,Trailers,2006-02-15T04:03:42
574,MIDNIGHT WESTWARD,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,2006,1,,3,0.99,86,19.99,G,"Trailers,Deleted Scenes",2006-02-15T04:03:42
579,MINDS TRUMAN,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,2006,1,,3,4.99,149,22.99,PG-13,"Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
586,MOCKINGBIRD HOLLYWOOD,A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin,2006,1,,4,0.99,60,27.99,PG,Behind the Scenes,2006-02-15T04:03:42
659,PARK CITIZEN,A Taut Epistle of a Sumo Wrestler And a Girl who must Face a Husband in Ancient Japan,2006,1,,3,4.99,109,14.99,PG-13,"Trailers,Deleted Scenes",2006-02-15T04:03:42
664,PATRIOT ROMAN,A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California,2006,1,,6,2.99,65,12.99,PG,"Trailers,Deleted Scenes",2006-02-15T04:03:42
717,REAR TRADING,A Awe-Inspiring Reflection of a Forensic Psychologist And a Secret Agent who must Succumb a Pastry Chef in Soviet Georgia,2006,1,,6,0.99,97,23.99,NC-17,"Trailers,Commentaries,Deleted Scenes",2006-02-15T04:03:42
732,RINGS HEARTBREAKERS,A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans,2006,1,,5,0.99,58,17.99,G,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
748,RUGRATS SHAKESPEARE,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,2006,1,,4,0.99,109,16.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
793,SHRUNK DIVINE,A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon,2006,1,,6,2.99,139,14.99,R,"Trailers,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
823,SOUTH WAIT,A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park,2006,1,,4,2.99,143,21.99,R,"Commentaries,Behind the Scenes",2006-02-15T04:03:42
825,SPEAKEASY DATE,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,2006,1,,6,2.99,165,22.99,PG-13,"Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
