film_id,category_id,last_update
1,6,2006-02-15T04:07:09
19,1,2006-02-15T04:07:09
21,1,2006-02-15T04:07:09
56,1,2006-02-15T04:07:09
67,1,2006-02-15T04:07:09
97,1,2006-02-15T04:07:09
111,1,2006-02-15T04:07:09
126,1,2006-02-15T04:07:09
130,1,2006-02-15T04:07:09
162,1,2006-02-15T04:07:09
210,1,2006-02-15T04:07:09
212,1,2006-02-15T04:07:09
252,1,2006-02-15T04:07:09
253,1,2006-02-15T04:07:09
271,1,2006-02-15T04:07:09
287,1,2006-02-15T04:07:09
292,1,2006-02-15T04:07:09
303,1,2006-02-15T04:07:09
327,1,2006-02-15T04:07:09
329,1,2006-02-15T04:07:09
360,1,2006-02-15T04:07:09
375,1,2006-02-15T04:07:09
395,1,2006-02-15T04:07:09
417,1,2006-02-15T04:07:09
501,1,2006-02-15T04:07:09
530,1,2006-02-15T04:07:09
574,1,2006-02-15T04:07:09
579,1,2006-02-15T04:07:09
586,1,2006-02-15T04:07:09
659,1,2006-02-15T04:07:09
664,1,2006-02-15T04:07:09
717,1,2006-02-15T04:07:09
732,1,2006-02-15T04:07:09
748,1,2006-02-15T04:07:09
793,1,2006-02-15T04:07:09
